id,medium_id,substance_id,substance_name,amount,unit_id,units,note,synonym
280,Middlebrook 7H10 with ADC enrichment and glycerol,CHEBI:15956,#NAME?,0.5,UO_0000022,mg,,
281,Middlebrook 7H10 with ADC enrichment and glycerol,CHEBI:3312,#NAME?,0.5,UO_0000022,mg,as CaCl2 2H2O,
282,Middlebrook 7H10 with ADC enrichment and glycerol,CHEBI:17754,#NAME?,5,UO_0000098,mL,,
283,Middlebrook 7H10 with ADC enrichment and glycerol,CHEBI:72449,#NAME?,0.25,UO_0000022,mg,,
284,Middlebrook 7H10 with ADC enrichment and glycerol,10.1601/mixture.exemplar.43,Err:504,100,UO_0000098,mL,,
285,Middlebrook and Cohn 7H10 agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
286,Middlebrook and Cohn 7H10 agar,CHEBI:34683,#NAME?,1.5,UO_0000021,g,,
287,Middlebrook and Cohn 7H10 agar,CHEBI:63036,#NAME?,1.5,UO_0000021,g,,
288,Middlebrook and Cohn 7H10 agar,CHEBI:16015,#NAME?,0.5,UO_0000021,g,or monosodium glutamate CHEBI:64220,
289,Middlebrook and Cohn 7H10 agar,CHEBI:62946,#NAME?,0.5,UO_0000021,g,,
290,Middlebrook and Cohn 7H10 agar,CHEBI:53258,#NAME?,0.4,UO_0000021,g,,
291,Middlebrook and Cohn 7H10 agar,CHEBI:31795,#NAME?,0.025,UO_0000021,g,,
292,Middlebrook and Cohn 7H10 agar,CHEBI:31604,#NAME?,0.04,UO_0000021,g,,
293,Middlebrook and Cohn 7H10 agar,CHEBI:31440,#NAME?,1,UO_0000022,mg,,
294,Middlebrook and Cohn 7H10 agar,CHEBI:16709,#NAME?,1,UO_0000022,mg,,
295,Middlebrook and Cohn 7H10 agar,CHEBI:32312,#NAME?,1,UO_0000022,mg,,
296,Middlebrook and Cohn 7H10 agar,CHEBI:15956,#NAME?,0.5,UO_0000022,mg,,
297,Middlebrook and Cohn 7H10 agar,CHEBI:3312,#NAME?,0.5,UO_0000022,mg,as CaCl2 2H2O,
298,Middlebrook and Cohn 7H10 agar,CHEBI:17754,#NAME?,5,UO_0000098,mL,,
299,Middlebrook and Cohn 7H10 agar,CHEBI:72449,#NAME?,0.25,UO_0000022,mg,,
300,Middlebrook and Cohn 7H10 agar,10.1601/mixture.exemplar.44,Err:504,100,UO_0000098,mL,,
301,Middlebrook 7H10 with OADC enrichment and Hemin,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
302,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:34683,#NAME?,1.5,UO_0000021,g,,
303,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:63036,#NAME?,1.5,UO_0000021,g,,
304,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:16015,#NAME?,0.5,UO_0000021,g,or monosodium glutamate CHEBI:64220,
305,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:62946,#NAME?,0.5,UO_0000021,g,,
306,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:53258,#NAME?,0.4,UO_0000021,g,,
307,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:31795,#NAME?,0.025,UO_0000021,g,,
308,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:31604,#NAME?,0.04,UO_0000021,g,,
309,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:31440,#NAME?,1,UO_0000022,mg,,
310,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:16709,#NAME?,1,UO_0000022,mg,,
311,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:32312,#NAME?,1,UO_0000022,mg,,
312,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:15956,#NAME?,0.5,UO_0000022,mg,,
313,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:3312,#NAME?,0.5,UO_0000022,mg,as CaCl2 2H2O,
314,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:17754,#NAME?,5,UO_0000098,mL,,
315,Middlebrook 7H10 with OADC enrichment and Hemin,CHEBI:72449,#NAME?,0.25,UO_0000022,mg,,
316,Middlebrook 7H10 with OADC enrichment and Hemin,10.1601/mixture.exemplar.44,Err:504,100,UO_0000098,mL,,
317,Middlebrook 7H10 with OADC enrichment and Hemin,10.1601/mixture.exemplar.17,Err:504,3.9,UO_0000098,mL,,
318,Middlebrook 7H11 agar base,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
319,Middlebrook 7H11 agar base,CHEBI:34683,#NAME?,1.5,UO_0000021,g,,
320,Middlebrook 7H11 agar base,CHEBI:63036,#NAME?,1.5,UO_0000021,g,,
321,Middlebrook 7H11 agar base,CHEBI:16015,#NAME?,0.5,UO_0000021,g,or monosodium glutamate CHEBI:64220,
322,Middlebrook 7H11 agar base,CHEBI:62946,#NAME?,0.5,UO_0000021,g,,
323,Middlebrook 7H11 agar base,CHEBI:53258,#NAME?,0.4,UO_0000021,g,,
324,Middlebrook 7H11 agar base,CHEBI:31795,#NAME?,0.05,UO_0000021,g,,
325,Middlebrook 7H11 agar base,CHEBI:31604,#NAME?,0.04,UO_0000021,g,,
326,Middlebrook 7H11 agar base,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),1,UO_0000021,g,,
327,Middlebrook 7H11 agar base,CHEBI:16709,#NAME?,1,UO_0000022,mg,,
328,Middlebrook 7H11 agar base,CHEBI:15956,#NAME?,0.5,UO_0000022,mg,,
329,Middlebrook 7H11 agar base,CHEBI:17754,#NAME?,5,UO_0000098,mL,,
330,Middlebrook 7H11 agar base,CHEBI:72449,#NAME?,1,UO_0000022,mg,,
331,Middlebrook 7H11 selective,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
332,Middlebrook 7H11 selective,CHEBI:34683,#NAME?,1.5,UO_0000021,g,,
333,Middlebrook 7H11 selective,CHEBI:63036,#NAME?,1.5,UO_0000021,g,,
334,Middlebrook 7H11 selective,CHEBI:16015,#NAME?,0.5,UO_0000021,g,,
335,Middlebrook 7H11 selective,CHEBI:62946,#NAME?,0.5,UO_0000021,g,,
336,Middlebrook 7H11 selective,CHEBI:53258,#NAME?,0.4,UO_0000021,g,,
337,Middlebrook 7H11 selective,CHEBI:31795,#NAME?,0.05,UO_0000021,g,,
338,Middlebrook 7H11 selective,CHEBI:31604,#NAME?,0.04,UO_0000021,g,,
339,Middlebrook 7H11 selective,CHEBI:31440,#NAME?,1,UO_0000022,mg,,
340,Middlebrook 7H11 selective,CHEBI:16709,#NAME?,1,UO_0000022,mg,,
341,Middlebrook 7H11 selective,CHEBI:32312,#NAME?,1,UO_0000022,mg,,
342,Middlebrook 7H11 selective,CHEBI:15956,#NAME?,0.5,UO_0000022,mg,,
343,Middlebrook 7H11 selective,CHEBI:3312,#NAME?,0.5,UO_0000022,mg,,
344,Middlebrook 7H11 selective,CHEBI:17754,#NAME?,5,UO_0000098,mL,,
345,Middlebrook 7H11 selective,CHEBI:72449,#NAME?,0.25,UO_0000022,mg,,
346,Middlebrook 7H11 selective,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),1,UO_0000021,g,,
347,Middlebrook 7H11 selective,10.1601/mixture.exemplar.44,Err:504,100,UO_0000098,mL,,
348,Middlebrook 7H11 selective,10.1601/mixture.exemplar.38,Err:504,10,UO_0000098,mL,,
349,TCBS,CHEBI:17992,#NAME?,20,UO_0000021,g,,
350,TCBS,N4L.m_p:00001,Bacto™ agar,14,UO_0000021,g,,
351,TCBS,CHEBI:26710,#NAME?,10,UO_0000021,g,,
352,TCBS,CHEBI:53258,#NAME?,10,UO_0000021,g,,
353,TCBS,N4L.m_p:00008,Sodium thiosulfate,10,UO_0000021,g,,
354,TCBS,N4L.m_p:00006,Yeast extract,5,UO_0000021,g,,
355,TCBS,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),5,UO_0000021,g,,
356,TCBS,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
357,TCBS,N4L.m_p:00026,Oxgall,5,UO_0000021,g,,
358,TCBS,CHEBI:26711,#NAME?,3,UO_0000021,g,,
359,TCBS,N4L.m_p:00027,Ferric citrate,1,UO_0000021,g,,
360,TCBS,N4L.m_p:00034,Thymol blue,0.04,UO_0000021,g,,
361,TCBS,N4L.m_p:00019,Bromothymol blue,0.04,UO_0000021,g,,
362,Columbia agar base,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,,
363,Columbia agar base,N4L.m_p:00059,Heart pancreatic digest,3,UO_0000021,g,,
364,Columbia agar base,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
365,Columbia agar base,N4L.m_p:00006,Yeast extract,5,UO_0000021,g,,
366,Columbia agar base,N4L.m_p:00035,Starch from corn,1,UO_0000021,g,,
367,Columbia agar base,CHEBI:26710,#NAME?,5,UO_0000021,g,,
368,Columbia agar base,N4L.m_p:00001,Bacto™ agar,12,UO_0000021,g,,
369,Columbia agar base (Difco),N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
370,Columbia agar base (Difco),N4L.m_p:00064,pantone,10,UO_0000021,g,,
371,Columbia agar base (Difco),N4L.m_p:00065,bitone,10,UO_0000021,g,,
372,Columbia agar base (Difco),CHEBI:26710,#NAME?,5,UO_0000021,g,,
373,Columbia agar base (Difco),N4L.m_p:00060,tryptic digest of beef heart,3,UO_0000021,g,,
374,Columbia agar base (Difco),N4L.m_p:00035,Starch from corn,1,UO_0000021,g,,
375,Columbia 5% sheep blood agar,10.1601/mixture.exemplar.4,Err:504,950,UO_0000098,mL,,
376,Columbia 5% sheep blood agar,N4L.m_p:00031,Defibrinated sheep blood,50,UO_0000098,mL,,
377,Columbia 10% sheep blood agar,10.1601/mixture.exemplar.4,Err:504,900,UO_0000098,mL,,
378,Columbia 10% sheep blood agar,N4L.m_p:00031,Defibrinated sheep blood,100,UO_0000098,mL,,
379,Columbia broth,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,,
380,Columbia broth,N4L.m_p:00006,Yeast extract,5,UO_0000021,g,,
381,Columbia broth,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
382,Columbia broth,N4L.m_p:00060,tryptic digest of beef heart,3,UO_0000021,g,,
383,Columbia broth,CHEBI:17561,#NAME?,0.1,UO_0000021,g,As L-cysteine HCL,
384,Columbia broth,CHEBI:17634,#NAME?,2.5,UO_0000021,g,,
385,Columbia broth,CHEBI:26710,#NAME?,5,UO_0000021,g,,
386,Columbia broth,CHEBI:32599,#NAME?,0.1,UO_0000021,g,anhydrous,
387,Columbia broth,N4L.m_p:00014,FeSO4 7H2O,0.02,UO_0000021,g,,
388,Columbia broth,CHEBI:29377,#NAME?,0.6,UO_0000021,g,,
389,Columbia broth,CHEBI:9754,#NAME?,0.83,UO_0000021,g,,
390,Columbia broth,CHEBI:9754,#NAME?,2.86,UO_0000021,g,as tris HCL,
391,Columbia CNA agar,N4L.m_p:00001,Bacto™ agar,13.5,UO_0000021,g,,
392,Columbia CNA agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),12,UO_0000021,g,,
393,Columbia CNA agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
394,Columbia CNA agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
395,Columbia CNA agar,N4L.m_p:00015,Beef extract,3,UO_0000021,g,,
396,Columbia CNA agar,N4L.m_p:00006,Yeast extract,3,UO_0000021,g,,
397,Columbia CNA agar,N4L.m_p:00035,Starch from corn,1,UO_0000021,g,,
398,Columbia CNA agar,CHEBI:100147,#NAME?,15,UO_0000022,mg,,
399,Columbia CNA agar,CHEBI:37943,#NAME?,10,UO_0000022,mg,,
400,Columbia CNA agar,N4L.m_p:00031,Defibrinated sheep blood,50,UO_0000098,mL,,
401,M9 medium,CHEBI:34683,#NAME?,6,UO_0000021,g,,
402,M9 medium,CHEBI:63036,#NAME?,3,UO_0000021,g,,
403,M9 medium,CHEBI:31206,#NAME?,1,UO_0000021,g,,
404,M9 medium,CHEBI:26710,#NAME?,0.5,UO_0000021,g,,
405,M9 medium,10.1601/mixture.exemplar.18,Err:504,10,UO_0000098,mL,,
406,M9 medium,10.1601/mixture.exemplar.19,Err:504,1,UO_0000098,mL,,
407,M9 medium,10.1601/mixture.exemplar.20,Err:504,1,UO_0000098,mL,,
408,M9 medium,10.1601/mixture.exemplar.21,Err:504,1,UO_0000098,mL,,
409,EMB agar base,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
410,EMB agar base,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),10,UO_0000021,g,bacto peptone in difco,
411,EMB agar base,CHEBI:52053,#NAME?,0.4,UO_0000021,g,,
412,EMB agar base,CHEBI:6872,#NAME?,0.065,UO_0000021,g,,
413,EMB agar base,N4L.m_p:00004,"Potassium phosphate, dibasic",2,UO_0000021,g,,
414,"EMB agar, Levine",N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
415,"EMB agar, Levine",N4L.m_p:00005,Peptic digest of animal tissue (peptone A),10,UO_0000021,g,,
416,"EMB agar, Levine",CHEBI:52053,#NAME?,0.4,UO_0000021,g,,
417,"EMB agar, Levine",CHEBI:6872,#NAME?,0.065,UO_0000021,g,,
418,"EMB agar, Levine",N4L.m_p:00004,"Potassium phosphate, dibasic",2,UO_0000021,g,,
419,"EMB agar, Levine",CHEBI:17716,#NAME?,10,UO_0000021,g,,
420,EMB agar,N4L.m_p:00001,Bacto™ agar,13.5,UO_0000021,g,,
421,EMB agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,bacto peptone in difco,
422,EMB agar,CHEBI:52053,#NAME?,0.4,UO_0000021,g,,
423,EMB agar,CHEBI:6872,#NAME?,0.065,UO_0000021,g,,
424,EMB agar,N4L.m_p:00004,"Potassium phosphate, dibasic",2,UO_0000021,g,,
425,EMB agar,CHEBI:17716,#NAME?,5,UO_0000021,g,,
426,EMB agar,CHEBI:17992,#NAME?,5,UO_0000021,g,,
427,ISP 5,N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,,
428,ISP 5,CHEBI:17754,#NAME?,10,UO_0000021,g,,
429,ISP 5,CHEBI:17196,#NAME?,1,UO_0000021,g,,
430,ISP 5,N4L.m_p:00004,"Potassium phosphate, dibasic",1,UO_0000021,g,,
431,ISP 5,10.1601/mixture.exemplar.14,Err:504,1,UO_0000098,mL,,
432,Brain heart infusion agar BBL,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),16,UO_0000021,g,,
433,Brain heart infusion agar BBL,N4L.m_p:00001,Bacto™ agar,13.5,UO_0000021,g,,
434,Brain heart infusion agar BBL,N4L.m_p:00051,Brain-heart infusion solids,8,UO_0000021,g,,
435,Brain heart infusion agar BBL,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
436,Brain heart infusion agar BBL,CHEBI:26710,#NAME?,5,UO_0000021,g,,
437,Brain heart infusion agar BBL,CHEBI:17634,#NAME?,2,UO_0000021,g,,
438,Brain heart infusion agar BBL,CHEBI:34683,#NAME?,2.5,UO_0000021,g,,
439,Brain heart infusion agar Difco,N4L.m_p:00061,infusion from calf brains,200,UO_0000021,g,as calf brain infusion,
440,Brain heart infusion agar Difco,N4L.m_p:00030,Beef heart infusion,250,UO_0000021,g,,
441,Brain heart infusion agar Difco,N4L.m_p:00036,Proteose peptone,10,UO_0000021,g,,
442,Brain heart infusion agar Difco,CHEBI:17634,#NAME?,2,UO_0000021,g,,
443,Brain heart infusion agar Difco,CHEBI:26710,#NAME?,5,UO_0000021,g,,
444,Brain heart infusion agar Difco,CHEBI:34683,#NAME?,2.5,UO_0000021,g,,
445,Brain heart infusion agar Difco,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
446,brain heart infusion BBL,N4L.m_p:00010,Pancreatic digest of gelatin (peptone G),14.5,UO_0000021,g,,
447,brain heart infusion BBL,N4L.m_p:00051,Brain-heart infusion solids,6,UO_0000021,g,,
448,brain heart infusion BBL,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),6,UO_0000021,g,,
449,brain heart infusion BBL,CHEBI:26710,#NAME?,5,UO_0000021,g,,
450,brain heart infusion BBL,CHEBI:17634,#NAME?,3,UO_0000021,g,,
451,brain heart infusion BBL,CHEBI:34683,#NAME?,2.5,UO_0000021,g,,
452,brain heart infusion Difco,N4L.m_p:00061,infusion from calf brains,200,UO_0000021,g,as calf brain infusion,
453,brain heart infusion Difco,N4L.m_p:00030,Beef heart infusion,250,UO_0000021,g,,
454,brain heart infusion Difco,N4L.m_p:00036,Proteose peptone,10,UO_0000021,g,,
455,brain heart infusion Difco,CHEBI:26710,#NAME?,5,UO_0000021,g,,
456,brain heart infusion Difco,CHEBI:17634,#NAME?,2,UO_0000021,g,,
457,brain heart infusion Difco,CHEBI:34683,#NAME?,2.5,UO_0000021,g,,
458,brain heart infusion with PABA (PBA),N4L.m_p:00010,Pancreatic digest of gelatin (peptone G),14.5,UO_0000021,g,,
459,brain heart infusion with PABA (PBA),N4L.m_p:00051,Brain-heart infusion solids,6,UO_0000021,g,,
460,brain heart infusion with PABA (PBA),N4L.m_p:00005,Peptic digest of animal tissue (peptone A),6,UO_0000021,g,,
461,brain heart infusion with PABA (PBA),CHEBI:26710,#NAME?,5,UO_0000021,g,,
462,brain heart infusion with PABA (PBA),CHEBI:17634,#NAME?,3,UO_0000021,g,,
463,brain heart infusion with PABA (PBA),CHEBI:34683,#NAME?,2.5,UO_0000021,g,,
464,brain heart infusion with PABA (PBA),CHEBI:30753,#NAME?,0.05,UO_0000021,g,,
465,brain heart infusion with agar & PABA (PBA),N4L.m_p:00010,Pancreatic digest of gelatin (peptone G),14.5,UO_0000021,g,,
466,brain heart infusion with agar & PABA (PBA),N4L.m_p:00051,Brain-heart infusion solids,6,UO_0000021,g,,
467,brain heart infusion with agar & PABA (PBA),N4L.m_p:00005,Peptic digest of animal tissue (peptone A),6,UO_0000021,g,,
468,brain heart infusion with agar & PABA (PBA),CHEBI:26710,#NAME?,5,UO_0000021,g,,
469,brain heart infusion with agar & PABA (PBA),CHEBI:17634,#NAME?,3,UO_0000021,g,,
470,brain heart infusion with agar & PABA (PBA),CHEBI:34683,#NAME?,2.5,UO_0000021,g,,
471,brain heart infusion with agar & PABA (PBA),CHEBI:30753,#NAME?,0.05,UO_0000021,g,,
472,brain heart infusion with agar & PABA (PBA),N4L.m_p:00001,Bacto™ agar,1,UO_0000021,g,,
473,Anacker and Ordal,N4L.m_p:00001,Bacto™ agar,10,UO_0000021,g,,
474,Anacker and Ordal,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),0.5,UO_0000021,g,,
475,Anacker and Ordal,N4L.m_p:00006,Yeast extract,0.5,UO_0000021,g,,
476,Anacker and Ordal,CHEBI:32954,#NAME?,0.2,UO_0000021,g,,
477,Anacker and Ordal,N4L.m_p:00015,Beef extract,0.2,UO_0000021,g,,
478,Thayer-Martin medium,CHEBI:35143,#NAME?,10,UO_0000021,g,Add to medium base during preparation.,
479,Thayer-Martin medium,10.1601/mixture.exemplar.3,Err:504,980,UO_0000098,mL,,
480,Thayer-Martin medium,10.1601/mixture.exemplar.31,Err:504,10,UO_0000098,mL,,
481,Thayer-Martin medium,N4L.m_p:00039,Supplement B Difco,10,UO_0000098,mL,,
482,MacConkey II agar (BBL),N4L.m_p:00010,Pancreatic digest of gelatin (peptone G),17,UO_0000021,g,BBL,
483,MacConkey II agar (BBL),N4L.m_p:00002,Casitone™ (pancreatic digest of casein),1.5,UO_0000021,g,BBL,
484,MacConkey II agar (BBL),N4L.m_p:00005,Peptic digest of animal tissue (peptone A),1.5,UO_0000021,g,BBL,
485,MacConkey II agar (BBL),CHEBI:17716,#NAME?,10,UO_0000021,g,BBL,
486,MacConkey II agar (BBL),CHEBI:26710,#NAME?,5,UO_0000021,g,BBL,
487,MacConkey II agar (BBL),N4L.m_p:00011,Bile salts,1.5,UO_0000021,g,BBL,
488,MacConkey II agar (BBL),N4L.m_p:00001,Bacto™ agar,13.5,UO_0000021,g,BBL,
489,MacConkey II agar (BBL),N4L.m_p:00012,Neutral red,0.03,UO_0000021,g,BBL,
490,MacConkey II agar (BBL),N4L.m_p:00013,Crystal violet,0.001,UO_0000021,g,BBL,
491,MacConkey II agar (Oxoid),N4L.m_p:00005,Peptic digest of animal tissue (peptone A),20,UO_0000021,g,Oxoid Unipath,
492,MacConkey II agar (Oxoid),N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,Oxoid Unipath,
493,MacConkey II agar (Oxoid),CHEBI:17716,#NAME?,10,UO_0000021,g,Oxoid Unipath,
494,MacConkey II agar (Oxoid),CHEBI:26710,#NAME?,5,UO_0000021,g,Oxoid Unipath,
495,MacConkey II agar (Oxoid),N4L.m_p:00011,Bile salts,1.5,UO_0000021,g,Oxoid Unipath as Bile salts #2,
496,MacConkey II agar (Oxoid),N4L.m_p:00012,Neutral red,0.03,UO_0000021,g,Oxoid Unipath,
497,MacConkey II agar (Oxoid),N4L.m_p:00013,Crystal violet,0.001,UO_0000021,g,Oxoid Unipath,
498,Plate count agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
499,Plate count agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),5,UO_0000021,g,,
500,Plate count agar,N4L.m_p:00006,Yeast extract,2.5,UO_0000021,g,,
501,Plate count agar,CHEBI:17634,#NAME?,1,UO_0000021,g,,
502,"Modified, plate count agar",N4L.m_p:00002,Casitone™ (pancreatic digest of casein),20,UO_0000021,g,,
503,"Modified, plate count agar",N4L.m_p:00006,Yeast extract,20,UO_0000021,g,,
504,"Modified, plate count agar",N4L.m_p:00001,Bacto™ agar,10,UO_0000021,g,,
505,"Modified, plate count agar",CHEBI:17634,#NAME?,4,UO_0000021,g,,
506,potato dextrose agar,N4L.m_p:00044,Potato infusion,200,UO_0000021,g,"or use ""Potatoes, infusion from scratch"" see (N4L.S_I:00034)",
507,potato dextrose agar,CHEBI:17634,#NAME?,20,UO_0000021,g,,
508,potato dextrose agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
509,AMS agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
510,AMS agar,CHEBI:31795,#NAME?,1,UO_0000021,g,,
511,AMS agar,CHEBI:63036,#NAME?,0.54,UO_0000021,g,,
512,AMS agar,N4L.m_p:00004,"Potassium phosphate, dibasic",0.7,UO_0000021,g,,
513,AMS agar,CHEBI:31206,#NAME?,0.5,UO_0000021,g,,
514,AMS agar,CHEBI:3312,#NAME?,0.2,UO_0000021,g,as CaCl2 2H2O,
515,AMS agar,N4L.m_p:00014,FeSO4 7H2O,4,UO_0000022,mg,,
516,AMS agar,CHEBI:33118,#NAME?,0.3,UO_0000022,mg,,
517,AMS agar,CHEBI:35696,#NAME?,0.2,UO_0000022,mg,as CoCl2 6H2O,
518,AMS agar,CHEBI:32312,#NAME?,0.1,UO_0000022,mg,,
519,AMS agar,N4L.m_p:00038,Na2MoO4 2H2O,0.06,UO_0000022,mg,,
520,AMS agar,CHEBI:63041,#NAME?,0.03,UO_0000022,mg,as MnCl2 4H2O,
521,AMS agar,CHEBI:53542,#NAME?,0.02,UO_0000022,mg,,
522,AMS agar,CHEBI:49553,#NAME?,0.01,UO_0000022,mg,as CuCl2 2H2O,
523,AMS agar without methanol,CHEBI:17790,#NAME?,,,#N/A,"see preparation, difference in preparation, none added after autoclave.",
524,Marine agar 2216,CHEBI:26710,#NAME?,19.45,UO_0000021,g,,
525,Marine agar 2216,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
526,Marine agar 2216,CHEBI:6636,#NAME?,8.8,UO_0000021,g,,
527,Marine agar 2216,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
528,Marine agar 2216,N4L.m_p:00008,Sodium thiosulfate,3.24,UO_0000021,g,,
529,Marine agar 2216,CHEBI:3312,#NAME?,1.8,UO_0000021,g,,
530,Marine agar 2216,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
531,Marine agar 2216,CHEBI:32588,#NAME?,0.55,UO_0000021,g,,
532,Marine agar 2216,CHEBI:32139,#NAME?,0.16,UO_0000021,g,,
533,Marine agar 2216,N4L.m_p:00027,Ferric citrate,0.1,UO_0000021,g,,
534,Marine agar 2216,CHEBI:32030,#NAME?,0.08,UO_0000021,g,,
535,Marine agar 2216,CHEBI:36383,#NAME?,0.034,UO_0000021,g,,
536,Marine agar 2216,CHEBI:33118,#NAME?,0.022,UO_0000021,g,,
537,Marine agar 2216,CHEBI:34683,#NAME?,8,UO_0000022,mg,,
538,Marine agar 2216,CHEBI:60720,#NAME?,4,UO_0000022,mg,,
539,Marine agar 2216,CHEBI:28741,#NAME?,2.4,UO_0000022,mg,,
540,Marine agar 2216,CHEBI:63038,#NAME?,1.6,UO_0000022,mg,,
541,Marine broth 2216,CHEBI:26710,#NAME?,19.45,UO_0000021,g,,
542,Marine broth 2216,CHEBI:6636,#NAME?,8.8,UO_0000021,g,,
543,Marine broth 2216,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
544,Marine broth 2216,N4L.m_p:00008,Sodium thiosulfate,3.24,UO_0000021,g,,
545,Marine broth 2216,CHEBI:3312,#NAME?,1.8,UO_0000021,g,,
546,Marine broth 2216,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
547,Marine broth 2216,CHEBI:32588,#NAME?,0.55,UO_0000021,g,,
548,Marine broth 2216,CHEBI:32139,#NAME?,0.16,UO_0000021,g,,
549,Marine broth 2216,N4L.m_p:00027,Ferric citrate,0.1,UO_0000021,g,,
550,Marine broth 2216,CHEBI:32030,#NAME?,0.08,UO_0000021,g,,
551,Marine broth 2216,CHEBI:36383,#NAME?,0.034,UO_0000021,g,,
552,Marine broth 2216,CHEBI:33118,#NAME?,0.022,UO_0000021,g,,
553,Marine broth 2216,CHEBI:34683,#NAME?,8,UO_0000022,mg,,
554,Marine broth 2216,CHEBI:60720,#NAME?,4,UO_0000022,mg,,
555,Marine broth 2216,CHEBI:28741,#NAME?,2.4,UO_0000022,mg,,
556,Marine broth 2216,CHEBI:63038,#NAME?,1.6,UO_0000022,mg,,
557,Mueller-Hinton agar,N4L.m_p:00015,Beef extract,300,UO_0000021,g,or beef infusion,
558,Mueller-Hinton agar,N4L.m_p:00021,Acidicase™ Peptone,17.5,UO_0000021,g,or acid digest of casein,
559,Mueller-Hinton agar,N4L.m_p:00001,Bacto™ agar,17,UO_0000021,g,,
560,Mueller-Hinton agar,CHEBI:28017,#NAME?,1.5,UO_0000021,g,,
561,Mueller-Hinton broth,N4L.m_p:00015,Beef extract,300,UO_0000021,g,or beef infusion,
562,Mueller-Hinton broth,N4L.m_p:00021,Acidicase™ Peptone,17.5,UO_0000021,g,or acid digest of casein,
563,Mueller-Hinton broth,CHEBI:28017,#NAME?,1.5,UO_0000021,g,,
564,Mueller-Hinton II agar,N4L.m_p:00021,Acidicase™ Peptone,17.5,UO_0000021,g,or acid digest of casein,
565,Mueller-Hinton II agar,N4L.m_p:00001,Bacto™ agar,17,UO_0000021,g,,
566,Mueller-Hinton II agar,N4L.m_p:00015,Beef extract,2,UO_0000021,g,,
567,Mueller-Hinton II agar,CHEBI:28017,#NAME?,1.5,UO_0000021,g,,
568,Gauze's medium #1,N4L.m_p:00001,Bacto™ agar,30,UO_0000021,g,per liter of tap water,
569,Gauze's medium #1,N4L.m_p:00009,Soluble starch,20,UO_0000021,g,per liter of tap water,
570,Gauze's medium #1,CHEBI:63043,#NAME?,1,UO_0000021,g,per liter of tap water,
