ID	label	TYPE	deprecated	obsolescence reason
METPO:000192	obsolete % NaCl Range low (<= 1)	owl:Class	true	OMO:0001000
METPO:0000193	obsolete NaCl Range mid2	owl:Class	true	OMO:0001000
METPO:000193	obsolete % NaCl Range mid1 (1 - 3)	owl:Class	true	OMO:0001000
METPO:0000194	obsolete NaCl Range high	owl:Class	true	OMO:0001000
METPO:000194	obsolete % NaCl Range mid2 (3 - 8)	owl:Class	true	OMO:0001000
METPO:0000195	obsolete pH Delta very low	owl:Class	true	OMO:0001000
METPO:000195	obsolete % NaCl Range high (> 8)	owl:Class	true	OMO:0001000
METPO:0000196	obsolete pH Delta low	owl:Class	true	OMO:0001000
METPO:000196	obsolete pH delta very low (<= 1)	owl:Class	true	OMO:0001000
METPO:0000197	obsolete pH Delta mid1	owl:Class	true	OMO:0001000
METPO:000197	obsolete pH delta low (1 - 2)	owl:Class	true	OMO:0001000
METPO:0000198	obsolete pH Delta mid2	owl:Class	true	OMO:0001000
METPO:000198	obsolete pH delta mid1 (2 - 3)	owl:Class	true	OMO:0001000
METPO:0000199	obsolete pH Delta mid3	owl:Class	true	OMO:0001000
METPO:000199	obsolete pH delta mid2 (3 - 4)	owl:Class	true	OMO:0001000
METPO:0000200	obsolete pH Delta high	owl:Class	true	OMO:0001000
METPO:000200	obsolete pH delta mid3 (4 - 5)	owl:Class	true	OMO:0001000
METPO:0000201	obsolete NaCl Delta low	owl:Class	true	OMO:0001000
METPO:000201	obsolete pH delta high (5 - 9)	owl:Class	true	OMO:0001000
METPO:0000202	obsolete NaCl Delta mid2	owl:Class	true	OMO:0001000
METPO:000202	obsolete % NaCl delta low (<= 1)	owl:Class	true	OMO:0001000
METPO:0000203	obsolete NaCl Delta mid2	owl:Class	true	OMO:0001000
METPO:000203	obsolete % NaCl delta mid2 (1 - 3)	owl:Class	true	OMO:0001000
METPO:0000204	obsolete NaCl Delta high	owl:Class	true	OMO:0001000
METPO:000204	obsolete % NaCl delta mid2 (3 - 8)	owl:Class	true	OMO:0001000
METPO:0000205	obsolete Temperature Delta very low	owl:Class	true	OMO:0001000
METPO:000205	obsolete % NaCl delta high (>= 8)	owl:Class	true	OMO:0001000
METPO:0000206	obsolete Temperature Delta low	owl:Class	true	OMO:0001000
METPO:000206	obsolete Temperature C delta very low (1 - 5)	owl:Class	true	OMO:0001000
METPO:0000207	obsolete Temperature Delta mid1	owl:Class	true	OMO:0001000
METPO:000207	obsolete Temperature C delta low (5 - 10)	owl:Class	true	OMO:0001000
METPO:0000208	obsolete Temperature Delta mid2	owl:Class	true	OMO:0001000
METPO:000208	obsolete Temperature C delta mid1 (10 - 20)	owl:Class	true	OMO:0001000
METPO:0000209	obsolete Temperature Delta high	owl:Class	true	OMO:0001000
METPO:000209	obsolete Temperature C delta mid2 (20 - 30)	owl:Class	true	OMO:0001000
METPO:0000210	obsolete Bacillus	owl:Class	true	OMO:0001000
METPO:000210	obsolete Temperature C delta high (>= 30)	owl:Class	true	OMO:0001000
METPO:0000211	obsolete Branced	owl:Class	true	OMO:0001000
METPO:000211	obsolete bacillus	owl:Class	true	OMO:0001000
METPO:0000212	obsolete Coccobacillus	owl:Class	true	OMO:0001000
METPO:000212	obsolete branced	owl:Class	true	OMO:0001000
METPO:0000213	obsolete Coccus	owl:Class	true	OMO:0001000
METPO:000213	obsolete coccobacillus	owl:Class	true	OMO:0001000
METPO:0000214	obsolete Crescent	owl:Class	true	OMO:0001000
METPO:000214	obsolete coccus	owl:Class	true	OMO:0001000
METPO:0000215	obsolete Curved	owl:Class	true	OMO:0001000
METPO:000215	obsolete crescent	owl:Class	true	OMO:0001000
METPO:0000216	obsolete Curved Spiral	owl:Class	true	OMO:0001000
METPO:000216	obsolete curved	owl:Class	true	OMO:0001000
METPO:0000217	obsolete Diplococcus	owl:Class	true	OMO:0001000
METPO:000217	obsolete curved spiral	owl:Class	true	OMO:0001000
METPO:0000218	obsolete Disc	owl:Class	true	OMO:0001000
METPO:000218	obsolete diplococcus	owl:Class	true	OMO:0001000
METPO:0000219	obsolete Dumbbell	owl:Class	true	OMO:0001000
METPO:000219	obsolete disc	owl:Class	true	OMO:0001000
METPO:0000220	obsolete Ellipsoidal	owl:Class	true	OMO:0001000
METPO:000220	obsolete dumbbell	owl:Class	true	OMO:0001000
METPO:0000221	obsolete Filament	owl:Class	true	OMO:0001000
METPO:000221	obsolete ellipsoidal	owl:Class	true	OMO:0001000
METPO:0000222	obsolete Flask	owl:Class	true	OMO:0001000
METPO:000222	obsolete filament	owl:Class	true	OMO:0001000
METPO:0000223	obsolete Fusiform	owl:Class	true	OMO:0001000
METPO:000223	obsolete flask	owl:Class	true	OMO:0001000
METPO:0000224	obsolete Helical	owl:Class	true	OMO:0001000
METPO:000224	obsolete fusiform	owl:Class	true	OMO:0001000
METPO:0000225	obsolete Irregular	owl:Class	true	OMO:0001000
METPO:000225	obsolete helical	owl:Class	true	OMO:0001000
METPO:0000226	obsolete Oval	owl:Class	true	OMO:0001000
METPO:000226	obsolete irregular	owl:Class	true	OMO:0001000
METPO:0000227	obsolete Ovoid	owl:Class	true	OMO:0001000
METPO:000227	obsolete oval	owl:Class	true	OMO:0001000
METPO:0000228	obsolete Pleomorphic	owl:Class	true	OMO:0001000
METPO:000228	obsolete ovoid	owl:Class	true	OMO:0001000
METPO:0000229	obsolete Ring	owl:Class	true	OMO:0001000
METPO:000229	obsolete pleomorphic	owl:Class	true	OMO:0001000
METPO:0000230	obsolete Rod	owl:Class	true	OMO:0001000
METPO:000230	obsolete ring	owl:Class	true	OMO:0001000
METPO:0000231	obsolete Sphere	owl:Class	true	OMO:0001000
METPO:000231	obsolete rod	owl:Class	true	OMO:0001000
METPO:0000232	obsolete Spindle	owl:Class	true	OMO:0001000
METPO:000232	obsolete sphere	owl:Class	true	OMO:0001000
METPO:0000233	obsolete Spiral	owl:Class	true	OMO:0001000
METPO:000233	obsolete spindle	owl:Class	true	OMO:0001000
METPO:0000234	obsolete Spirochete	owl:Class	true	OMO:0001000
METPO:000234	obsolete spiral	owl:Class	true	OMO:0001000
METPO:0000235	obsolete Spore	owl:Class	true	OMO:0001000
METPO:000235	obsolete spirochete	owl:Class	true	OMO:0001000
METPO:0000236	obsolete Square	owl:Class	true	OMO:0001000
METPO:000236	obsolete spore	owl:Class	true	OMO:0001000
METPO:0000237	obsolete Star	owl:Class	true	OMO:0001000
METPO:000237	obsolete square	owl:Class	true	OMO:0001000
METPO:0000238	obsolete Star - Dumbbell - Pleomorphic	owl:Class	true	OMO:0001000
METPO:000238	obsolete star	owl:Class	true	OMO:0001000
METPO:0000239	obsolete Tailed	owl:Class	true	OMO:0001000
METPO:000239	obsolete star - dumbbell - pleomorphic	owl:Class	true	OMO:0001000
METPO:0000240	obsolete Triangular	owl:Class	true	OMO:0001000
METPO:000240	obsolete tailed	owl:Class	true	OMO:0001000
METPO:0000241	obsolete Vibrio	owl:Class	true	OMO:0001000
METPO:000241	obsolete triangular	owl:Class	true	OMO:0001000
METPO:0000242	obsolete Environmental Parameter	owl:Class	true	OMO:0001000
METPO:000242	obsolete vibrio	owl:Class	true	OMO:0001000
METPO:0000243	obsolete Growth Condition	owl:Class	true	OMO:0001000
METPO:000243	obsolete Environmental Parameter	owl:Class	true	OMO:0001000
METPO:0000244	obsolete Physiological Trait	owl:Class	true	OMO:0001000
METPO:000244	obsolete Growth Condition	owl:Class	true	OMO:0001000
METPO:0000245	obsolete Metabolic Classification	owl:Class	true	OMO:0001000
METPO:000245	obsolete Physiological Trait	owl:Class	true	OMO:0001000
METPO:0000246	obsolete Cellular Characteristic	owl:Class	true	OMO:0001000
METPO:000246	obsolete Metabolic Classification	owl:Class	true	OMO:0001000
METPO:0000247	obsolete Taxonomic Feature	owl:Class	true	OMO:0001000
METPO:000247	obsolete Cellular Characteristic	owl:Class	true	OMO:0001000
METPO:0000248	obsolete Microbial Adaptation	owl:Class	true	OMO:0001000
METPO:000248	obsolete Taxonomic Feature	owl:Class	true	OMO:0001000
METPO:0000249	obsolete Growth Parameter	owl:Class	true	OMO:0001000
METPO:000249	obsolete Microbial Adaptation	owl:Class	true	OMO:0001000
METPO:0000250	obsolete Structural Feature	owl:Class	true	OMO:0001000
METPO:000250	obsolete Growth Parameter	owl:Class	true	OMO:0001000
METPO:0000251	obsolete Temperature Adaptation	owl:Class	true	OMO:0001000
METPO:000251	obsolete Structural Feature	owl:Class	true	OMO:0001000
METPO:0000252	obsolete Salinity Adaptation	owl:Class	true	OMO:0001000
METPO:000252	obsolete Temperature Adaptation	owl:Class	true	OMO:0001000
METPO:0000253	obsolete pH Adaptation	owl:Class	true	OMO:0001000
METPO:000253	obsolete Salinity Adaptation	owl:Class	true	OMO:0001000
METPO:0000254	obsolete Oxygen Requirement	owl:Class	true	OMO:0001000
METPO:000254	obsolete pH Adaptation	owl:Class	true	OMO:0001000
METPO:0000255	obsolete Carbon Source Utilization	owl:Class	true	OMO:0001000
METPO:000255	obsolete Oxygen Requirement	owl:Class	true	OMO:0001000
METPO:0000256	obsolete Energy Acquisition Mode	owl:Class	true	OMO:0001000
METPO:000256	obsolete Carbon Source Utilization	owl:Class	true	OMO:0001000
METPO:0000257	obsolete Electron Donor Type	owl:Class	true	OMO:0001000
METPO:000257	obsolete Energy Acquisition Mode	owl:Class	true	OMO:0001000
METPO:0000258	obsolete Motility Mechanism	owl:Class	true	OMO:0001000
METPO:000258	obsolete Electron Donor Type	owl:Class	true	OMO:0001000
METPO:0000259	obsolete Motility Structure	owl:Class	true	OMO:0001000
METPO:000259	obsolete Motility Mechanism	owl:Class	true	OMO:0001000
METPO:0000260	obsolete Bacterial Spore Type	owl:Class	true	OMO:0001000
METPO:000260	obsolete Motility Structure	owl:Class	true	OMO:0001000
METPO:0000261	obsolete Fungal Spore Type	owl:Class	true	OMO:0001000
METPO:000261	obsolete Bacterial Spore Type	owl:Class	true	OMO:0001000
METPO:0000262	obsolete Reproductive Structure	owl:Class	true	OMO:0001000
METPO:000262	obsolete Fungal Spore Type	owl:Class	true	OMO:0001000
METPO:0000263	obsolete Dormancy Structure	owl:Class	true	OMO:0001000
METPO:000263	obsolete Reproductive Structure	owl:Class	true	OMO:0001000
METPO:0000264	obsolete Pressure Adaptation Type	owl:Class	true	OMO:0001000
METPO:000264	obsolete Dormancy Structure	owl:Class	true	OMO:0001000
METPO:0000265	obsolete Pressure Tolerance Range	owl:Class	true	OMO:0001000
METPO:000265	obsolete Pressure Adaptation Type	owl:Class	true	OMO:0001000
METPO:0000266	obsolete Genomic Feature	owl:Class	true	OMO:0001000
METPO:000266	obsolete Pressure Tolerance Range	owl:Class	true	OMO:0001000
METPO:0000267	obsolete Cell Dimension	owl:Class	true	OMO:0001000
METPO:000267	obsolete GenomicFeature	owl:Class	true	OMO:0001000
METPO:0000268	obsolete Optimal Growth Parameter	owl:Class	true	OMO:0001000
METPO:000268	obsolete Cell Dimension	owl:Class	true	OMO:0001000
METPO:0000269	obsolete Growth Range Parameter	owl:Class	true	OMO:0001000
METPO:000269	obsolete Optimal Growth Parameter	owl:Class	true	OMO:0001000
METPO:0000270	obsolete Growth Tolerance Metric	owl:Class	true	OMO:0001000
METPO:000270	obsolete Growth Range Parameter	owl:Class	true	OMO:0001000
METPO:0000271	obsolete Cell Shape	owl:Class	true	OMO:0001000
METPO:000271	obsolete Growth Tolerance Metric	owl:Class	true	OMO:0001000
METPO:0000272	obsolete Cell Arrangement	owl:Class	true	OMO:0001000
METPO:000272	obsolete Cell Shape	owl:Class	true	OMO:0001000
METPO:0000273	obsolete Colony Morphology	owl:Class	true	OMO:0001000
METPO:000273	obsolete Cell Arrangement	owl:Class	true	OMO:0001000
METPO:0000274	obsolete Physical Property	owl:Class	true	OMO:0001000
METPO:000274	obsolete Colony Morphology	owl:Class	true	OMO:0001000
METPO:0000275	obsolete Environmental Context	owl:Class	true	OMO:0001000
METPO:0000276	obsolete Biological Property	owl:Class	true	OMO:0001000
METPO:0000277	obsolete Functional Classification	owl:Class	true	OMO:0001000
METPO:0000278	obsolete Classification Property	owl:Class	true	OMO:0001000
METPO:0000279	obsolete METPO Biological Process	owl:Class	true	OMO:0001000
METPO:0000280	obsolete Measurable Property	owl:Class	true	OMO:0001000
METPO:0000281	obsolete Gram-stain negative	owl:Class	true	OMO:0001000
METPO:0000282	obsolete Gram-stain positive	owl:Class	true	OMO:0001000
METPO:0001000	obsolete sensitivity to oxygen	owl:Class	true	OMO:0001000
METPO:0001001	obsolete sensitivity toward	owl:Class	true	OMO:0001000
METPO:0001002	obsolete 'organismal quality'	owl:Class	true	OMO:0001000
METPO:0001003	obsolete 'physicial object quality'	owl:Class	true	OMO:0001000
METPO:0001004	obsolete 'quality'	owl:Class	true	OMO:0001000
METPO:0001006	obsolete size	owl:Class	true	OMO:0001000
METPO:0001007	obsolete 1-D extent	owl:Class	true	OMO:0001000
METPO:0001008	obsolete width	owl:Class	true	OMO:0001000
METPO:0001009	obsolete length	owl:Class	true	OMO:0001000
METPO:0001010	obsolete 'prokaryotic metabolically differentiated cell'	owl:Class	true	OMO:0001000
METPO:0001012	obsolete heterotrophy	owl:Class	true	OMO:0001000
METPO:0001013	obsolete structure	owl:Class	true	OMO:0001000
METPO:0001014	obsolete spore type	owl:Class	true	OMO:0001000
METPO:0001016	obsolete sensitivity toward pressure	owl:Class	true	OMO:0001000
METPO:0001017	obsolete sensitivity toward NaCl	owl:Class	true	OMO:0001000
METPO:0001018	obsolete sensitivity toward pH	owl:Class	true	OMO:0001000
METPO:0001019	obsolete sensitivity toward temperature	owl:Class	true	OMO:0001000
METPO:0001020	obsolete metabolic constraints	owl:Class	true	OMO:0001000
METPO:0001021	obsolete cell by chemical produced	owl:Class	true	OMO:0001000
METPO:1000001	obsolete acid-fast	owl:Class	true	OMO:0001000
METPO:1000002	obsolete acidophile	owl:Class	true	OMO:0001000
METPO:1000003	obsolete active transport	owl:Class	true	OMO:0001000
METPO:1000004	obsolete adaptation	owl:Class	true	OMO:0001000
METPO:1000005	obsolete adaptive trait	owl:Class	true	OMO:0001000
METPO:1000006	obsolete adhesin	owl:Class	true	OMO:0001000
METPO:1000007	obsolete adhesion structure	owl:Class	true	OMO:0001000
METPO:1000008	obsolete aerobe	owl:Class	true	OMO:0001000
METPO:1000009	obsolete aerobic respiration	owl:Class	true	OMO:0001000
METPO:1000010	obsolete aerotolerant	owl:Class	true	OMO:0001000
METPO:1000011	obsolete aggregate	owl:Class	true	OMO:0001000
METPO:1000012	obsolete akinete	owl:Class	true	OMO:0001000
METPO:1000013	obsolete alkaliphile	owl:Class	true	OMO:0001000
METPO:1000014	obsolete ammonification	owl:Class	true	OMO:0001000
METPO:1000015	obsolete amylolysis	owl:Class	true	OMO:0001000
METPO:1000016	obsolete anaerobe	owl:Class	true	OMO:0001000
METPO:1000017	obsolete anaerobic respiration	owl:Class	true	OMO:0001000
METPO:1000018	obsolete anoxygenic photosynthesis	owl:Class	true	OMO:0001000
METPO:1000019	obsolete antibiotic production	owl:Class	true	OMO:0001000
METPO:1000020	obsolete antibiotic resistance	owl:Class	true	OMO:0001000
METPO:1000021	obsolete antimicrobial resistance	owl:Class	true	OMO:0001000
METPO:1000022	obsolete appendage	owl:Class	true	OMO:0001000
METPO:1000023	obsolete arthrospore	owl:Class	true	OMO:0001000
METPO:1000024	obsolete ascospore	owl:Class	true	OMO:0001000
METPO:1000025	obsolete autotroph	owl:Class	true	OMO:0001000
METPO:1000026	obsolete autotrophic process	owl:Class	true	OMO:0001000
METPO:1000027	obsolete auxotroph	owl:Class	true	OMO:0001000
METPO:1000028	obsolete axial filament	owl:Class	true	OMO:0001000
METPO:1000029	obsolete bacillus	owl:Class	true	OMO:0001000
METPO:1000030	obsolete barophile	owl:Class	true	OMO:0001000
METPO:1000031	obsolete barotolerant	owl:Class	true	OMO:0001000
METPO:1000032	obsolete basidiospore	owl:Class	true	OMO:0001000
METPO:1000033	obsolete binary fission	owl:Class	true	OMO:0001000
METPO:1000034	obsolete biofilm	owl:Class	true	OMO:0001000
METPO:1000035	obsolete biofilm component	owl:Class	true	OMO:0001000
METPO:1000036	obsolete biofilm formation	owl:Class	true	OMO:0001000
METPO:1000037	obsolete biogeochemical cycling	owl:Class	true	OMO:0001000
METPO:1000038	obsolete bioluminescence	owl:Class	true	OMO:0001000
METPO:1000039	obsolete budding	owl:Class	true	OMO:0001000
METPO:1000040	obsolete buoyancy structure	owl:Class	true	OMO:0001000
METPO:1000041	obsolete capnophile	owl:Class	true	OMO:0001000
METPO:1000042	obsolete capsule	owl:Class	true	OMO:0001000
METPO:1000043	obsolete carbon fixation	owl:Class	true	OMO:0001000
METPO:1000044	obsolete carbon source	owl:Class	true	OMO:0001000
METPO:1000045	obsolete carboxydotroph	owl:Class	true	OMO:0001000
METPO:1000046	obsolete cell arrangement	owl:Class	true	OMO:0001000
METPO:1000047	obsolete cell envelope	owl:Class	true	OMO:0001000
METPO:1000048	obsolete cell length category	owl:Class	true	OMO:0001000
METPO:1000049	obsolete cell shape	owl:Class	true	OMO:0001000
METPO:1000050	obsolete cell size	owl:Class	true	OMO:0001000
METPO:1000051	obsolete cell wall characteristic	owl:Class	true	OMO:0001000
METPO:1000052	obsolete cell wall component	owl:Class	true	OMO:0001000
METPO:1000053	obsolete cell width category	owl:Class	true	OMO:0001000
METPO:1000054	obsolete cellular characteristic	owl:Class	true	OMO:0001000
METPO:1000055	obsolete cellular component	owl:Class	true	OMO:0001000
METPO:1000056	obsolete cellular process	owl:Class	true	OMO:0001000
METPO:1000057	obsolete cellular product	owl:Class	true	OMO:0001000
METPO:1000058	obsolete cellulolysis	owl:Class	true	OMO:0001000
METPO:1000061	obsolete chemoheterotroph	owl:Class	true	OMO:0001000
METPO:1000062	obsolete chemotaxis	owl:Class	true	OMO:0001000
METPO:1000063	obsolete chlamydospore	owl:Class	true	OMO:0001000
METPO:1000064	obsolete class	owl:Class	true	OMO:0001000
METPO:1000065	obsolete clinically relevant feature	owl:Class	true	OMO:0001000
METPO:1000066	obsolete coccus	owl:Class	true	OMO:0001000
METPO:1000067	obsolete cold shock protein	owl:Class	true	OMO:0001000
METPO:1000068	obsolete cold shock response	owl:Class	true	OMO:0001000
METPO:1000069	obsolete colonization	owl:Class	true	OMO:0001000
METPO:1000070	obsolete colony elevation	owl:Class	true	OMO:0001000
METPO:1000071	obsolete colony margin	owl:Class	true	OMO:0001000
METPO:1000072	obsolete colony morphology	owl:Class	true	OMO:0001000
METPO:1000073	obsolete colony texture	owl:Class	true	OMO:0001000
METPO:1000074	obsolete commensalism	owl:Class	true	OMO:0001000
METPO:1000075	obsolete community behavior	owl:Class	true	OMO:0001000
METPO:1000076	obsolete community structure	owl:Class	true	OMO:0001000
METPO:1000077	obsolete compatible solute	owl:Class	true	OMO:0001000
METPO:1000078	obsolete competence	owl:Class	true	OMO:0001000
METPO:1000079	obsolete component	owl:Class	true	OMO:0001000
METPO:1000080	obsolete conidium	owl:Class	true	OMO:0001000
METPO:1000081	obsolete conjugation	owl:Class	true	OMO:0001000
METPO:1000082	obsolete CRISPR	owl:Class	true	OMO:0001000
METPO:1000083	obsolete culturability	owl:Class	true	OMO:0001000
METPO:1000084	obsolete cyst	owl:Class	true	OMO:0001000
METPO:1000085	obsolete death phase	owl:Class	true	OMO:0001000
METPO:1000086	obsolete denitrification	owl:Class	true	OMO:0001000
METPO:1000087	obsolete developmental process	owl:Class	true	OMO:0001000
METPO:1000088	obsolete diagnostic enzyme	owl:Class	true	OMO:0001000
METPO:1000089	obsolete diagnostic feature	owl:Class	true	OMO:0001000
METPO:1000090	obsolete diazotroph	owl:Class	true	OMO:0001000
METPO:1000091	obsolete differentiation	owl:Class	true	OMO:0001000
METPO:1000092	obsolete dimorphism	owl:Class	true	OMO:0001000
METPO:1000093	obsolete disc-shaped cell	owl:Class	true	OMO:0001000
METPO:1000094	obsolete domain	owl:Class	true	OMO:0001000
METPO:1000095	obsolete dormancy	owl:Class	true	OMO:0001000
METPO:1000096	obsolete dormancy structure	owl:Class	true	OMO:0001000
METPO:1000097	obsolete dumbbell-shaped cell	owl:Class	true	OMO:0001000
METPO:1000098	obsolete ecological niche	owl:Class	true	OMO:0001000
METPO:1000099	obsolete ecological process	owl:Class	true	OMO:0001000
METPO:1000100	obsolete ecological trait	owl:Class	true	OMO:0001000
METPO:1000101	obsolete ectosymbiosis	owl:Class	true	OMO:0001000
METPO:1000102	obsolete electron acceptor	owl:Class	true	OMO:0001000
METPO:1000103	obsolete electron donor	owl:Class	true	OMO:0001000
METPO:1000104	obsolete endospore	owl:Class	true	OMO:0001000
METPO:1000105	obsolete endosymbiosis	owl:Class	true	OMO:0001000
METPO:1000106	obsolete energy metabolism process	owl:Class	true	OMO:0001000
METPO:1000107	obsolete enzyme activity	owl:Class	true	OMO:0001000
METPO:1000108	obsolete epigenetic modification	owl:Class	true	OMO:0001000
METPO:1000109	obsolete evolutionary process	owl:Class	true	OMO:0001000
METPO:1000110	obsolete exospore	owl:Class	true	OMO:0001000
METPO:1000111	obsolete exponential phase	owl:Class	true	OMO:0001000
METPO:1000112	obsolete extracellular	owl:Class	true	OMO:0001000
METPO:1000113	obsolete extracellular polysaccharide	owl:Class	true	OMO:0001000
METPO:1000114	obsolete extreme halophile	owl:Class	true	OMO:0001000
METPO:1000115	obsolete extremophile	owl:Class	true	OMO:0001000
METPO:1000116	obsolete facultative	owl:Class	true	OMO:0001000
METPO:1000117	obsolete facultative anaerobe	owl:Class	true	OMO:0001000
METPO:1000118	obsolete family	owl:Class	true	OMO:0001000
METPO:1000119	obsolete fastidious	owl:Class	true	OMO:0001000
METPO:1000120	obsolete fermentation	owl:Class	true	OMO:0001000
METPO:1000121	obsolete filamentous	owl:Class	true	OMO:0001000
METPO:1000122	obsolete fimbriae	owl:Class	true	OMO:0001000
METPO:1000123	obsolete flagellum	owl:Class	true	OMO:0001000
METPO:1000124	obsolete flask-shaped cell	owl:Class	true	OMO:0001000
METPO:1000125	obsolete fungal spore	owl:Class	true	OMO:0001000
METPO:1000126	obsolete gas vesicle	owl:Class	true	OMO:0001000
METPO:1000128	obsolete high GC content	owl:Class	true	OMO:0001000
METPO:1000129	obsolete low GC content	owl:Class	true	OMO:0001000
METPO:1000130	obsolete lower-mid GC content	owl:Class	true	OMO:0001000
METPO:1000131	obsolete upper-mid GC content	owl:Class	true	OMO:0001000
METPO:1000132	obsolete generation time	owl:Class	true	OMO:0001000
METPO:1000133	obsolete genetic element	owl:Class	true	OMO:0001000
METPO:1000134	obsolete genetic exchange	owl:Class	true	OMO:0001000
METPO:1000135	obsolete genetic process	owl:Class	true	OMO:0001000
METPO:1000136	obsolete genome size	owl:Class	true	OMO:0001000
METPO:1000137	obsolete genomic element	owl:Class	true	OMO:0001000
METPO:1000138	obsolete genomic island	owl:Class	true	OMO:0001000
METPO:1000139	obsolete genomic trait	owl:Class	true	OMO:0001000
METPO:1000140	obsolete genus	owl:Class	true	OMO:0001000
METPO:1000141	obsolete gliding motility	owl:Class	true	OMO:0001000
METPO:1000142	obsolete global regulator	owl:Class	true	OMO:0001000
METPO:1000143	obsolete Gram-negative	owl:Class	true	OMO:0001000
METPO:1000144	obsolete Gram-positive	owl:Class	true	OMO:0001000
METPO:1000145	obsolete Gram stain	owl:Class	true	OMO:0001000
METPO:1000146	obsolete growth characteristic	owl:Class	true	OMO:0001000
METPO:1000147	obsolete growth conditions constraints	owl:Class	true	OMO:0001000
METPO:1000148	obsolete growth pattern	owl:Class	true	OMO:0001000
METPO:1000149	obsolete growth rate	owl:Class	true	OMO:0001000
METPO:1000150	obsolete habitat	owl:Class	true	OMO:0001000
METPO:1000151	obsolete halophile	owl:Class	true	OMO:0001000
METPO:1000152	obsolete halotolerant	owl:Class	true	OMO:0001000
METPO:1000153	obsolete heat shock protein	owl:Class	true	OMO:0001000
METPO:1000154	obsolete heat shock response	owl:Class	true	OMO:0001000
METPO:1000155	obsolete hemolysis	owl:Class	true	OMO:0001000
METPO:1000156	obsolete heterocyst	owl:Class	true	OMO:0001000
METPO:1000157	obsolete heterotroph	owl:Class	true	OMO:0001000
METPO:1000158	obsolete holdfast	owl:Class	true	OMO:0001000
METPO:1000159	obsolete horizontal gene transfer	owl:Class	true	OMO:0001000
METPO:1000160	obsolete hydrolase	owl:Class	true	OMO:0001000
METPO:1000161	obsolete hyperthermophile	owl:Class	true	OMO:0001000
METPO:1000162	obsolete inclusion body	owl:Class	true	OMO:0001000
METPO:1000163	obsolete infection	owl:Class	true	OMO:0001000
METPO:1000164	obsolete interaction	owl:Class	true	OMO:0001000
METPO:1000165	obsolete interaction with a phage	owl:Class	true	OMO:0001000
METPO:1000166	obsolete interaction with an environment	owl:Class	true	OMO:0001000
METPO:1000167	obsolete interaction with host	owl:Class	true	OMO:0001000
METPO:1000168	obsolete interaction within a community	owl:Class	true	OMO:0001000
METPO:1000169	obsolete intracellular	owl:Class	true	OMO:0001000
METPO:1000170	obsolete invasion	owl:Class	true	OMO:0001000
METPO:1000171	obsolete laboratory characteristic	owl:Class	true	OMO:0001000
METPO:1000172	obsolete lag phase	owl:Class	true	OMO:0001000
METPO:1000173	obsolete life cycle	owl:Class	true	OMO:0001000
METPO:1000174	obsolete life cycle phase	owl:Class	true	OMO:0001000
METPO:1000175	obsolete lipolysis	owl:Class	true	OMO:0001000
METPO:1000176	obsolete lipopolysaccharide	owl:Class	true	OMO:0001000
METPO:1000177	obsolete localization	owl:Class	true	OMO:0001000
METPO:1000178	obsolete lysogeny	owl:Class	true	OMO:0001000
METPO:1000179	obsolete macroscopic trait	owl:Class	true	OMO:0001000
METPO:1000180	obsolete magnetotaxis	owl:Class	true	OMO:0001000
METPO:1000181	obsolete mesophile	owl:Class	true	OMO:0001000
METPO:1000182	obsolete metabolic partner	owl:Class	true	OMO:0001000
METPO:1000183	obsolete metabolic trait	owl:Class	true	OMO:0001000
METPO:1000184	obsolete methanogenesis	owl:Class	true	OMO:0001000
METPO:1000185	obsolete methylation	owl:Class	true	OMO:0001000
METPO:1000187	obsolete process	owl:Class	true	OMO:0001000
METPO:1000189	obsolete system	owl:Class	true	OMO:0001000
METPO:1000190	obsolete microaerophile	owl:Class	true	OMO:0001000
METPO:1000191	obsolete mobile genetic element	owl:Class	true	OMO:0001000
METPO:1000192	obsolete moderate halophile	owl:Class	true	OMO:0001000
METPO:1000193	obsolete morphological trait	owl:Class	true	OMO:0001000
METPO:1000194	obsolete motility process	owl:Class	true	OMO:0001000
METPO:1000195	obsolete motility structure	owl:Class	true	OMO:0001000
METPO:1000196	obsolete mutualism	owl:Class	true	OMO:0001000
METPO:1000197	obsolete mycolic acid	owl:Class	true	OMO:0001000
METPO:1000198	obsolete mycorrhization	owl:Class	true	OMO:0001000
METPO:1000199	obsolete neutrophile	owl:Class	true	OMO:0001000
METPO:1000200	obsolete nitrification	owl:Class	true	OMO:0001000
METPO:1000201	obsolete nitrogen fixation	owl:Class	true	OMO:0001000
METPO:1000202	obsolete nodulation	owl:Class	true	OMO:0001000
METPO:1000203	obsolete nucleoid	owl:Class	true	OMO:0001000
METPO:1000204	obsolete nutrient utilization	owl:Class	true	OMO:0001000
METPO:1000205	obsolete obligate	owl:Class	true	OMO:0001000
METPO:1000206	obsolete obligate aerobe	owl:Class	true	OMO:0001000
METPO:1000207	obsolete obligate anaerobe	owl:Class	true	OMO:0001000
METPO:1000208	obsolete oospore	owl:Class	true	OMO:0001000
METPO:1000209	obsolete order	owl:Class	true	OMO:0001000
METPO:1000210	obsolete microbe characterized by growth conditions	owl:Class	true	OMO:0001000
METPO:1000211	obsolete microbe characterized by nutritional requirement	owl:Class	true	OMO:0001000
METPO:1000212	obsolete microbe characterized by product produced	owl:Class	true	OMO:0001000
