?class	?labels	?synonyms	?definitions
<https://purl.dsmz.de/schema/Metazoa>	"Metazoa"		"Multicellular animals that form a distinct group characterized by differentiated cells and tissues. Metazoans include all animal species, ranging from simple sponges to highly complex mammals. They play diverse roles in ecosystems and have complex life cycles."
<https://purl.dsmz.de/schema/Method>	"Method"		"Method to identify the details of the bacteria and it's related property | A general concept referring to a systematic procedure or technique used to accomplish a task or achieve a result in a scientific or experimental setting."
<https://purl.dsmz.de/schema/MicrobialPhenotype>	"Microbial Phenotype"		"The observable traits and characteristics of microorganisms, including cell structure, colony appearance, motility, and the ability to form spores."
<https://purl.dsmz.de/schema/Microbiome>	"Microbiome"		"A community of microorganisms living in a particular environment, such as the human gut, soil, or marine ecosystems."
<https://purl.dsmz.de/schema/Microorganism>	"Microorganism"		"A broad class encompassing microscopic organisms that can be single-celled or multicellular. Microorganisms include bacteria, archaea, fungi, and protists. They play a crucial role in ecosystems, health, and biotechnology."
<https://purl.dsmz.de/schema/MinimumPH>	"Minimum pH"		
<https://purl.dsmz.de/schema/MinimumSalinity>	"Minimum Salinity"		"The lowest concentration of salt that an organism can tolerate for survival or growth. Below this threshold, biological functions may be impaired."
<https://purl.dsmz.de/schema/MinimumTemperature>	"Minimum Temperature"		"The lowest temperature at which an organism can survive or remain active. Below this temperature, cellular processes slow down or cease, affecting the organism’s growth and survival."
<https://purl.dsmz.de/schema/MolecularProperty>	"Molecular Property"		"A measurable characteristic of a molecule, such as its chemical structure, stability, molecular weight, or behavior in chemical reactions. Molecular properties are fundamental for understanding chemical and biological function."
<https://purl.dsmz.de/schema/MolecularWeight>	"Molecular Weight"		"The total mass of a molecule, typically expressed in Daltons (Da) or atomic mass units (amu). Molecular weight is crucial for understanding molecular behavior in biochemical and physical processes. | The total mass of a molecule, calculated as the sum of the atomic masses of its constituent atoms. Molecular weight is a critical parameter in understanding molecular interactions and reactions."
<https://purl.dsmz.de/schema/MoleculeIdentifier>	"Molecule Identifier"		"A general category for identifiers that refer to specific molecules in chemical and biological databases."
<https://purl.dsmz.de/schema/MotilityPathway>	"Motility Pathway"		"A biochemical pathway involved in the processes that allow organisms or cells to move, often through mechanisms such as flagella, cilia, or muscle contraction."
<https://purl.dsmz.de/schema/Mucus>	"Mucus"		
<https://purl.dsmz.de/schema/MulticelluarOrganism>	"Multicelluar Organism"		"Organisms composed of multiple cells that form specialized tissues and organs. Multicellular organisms include plants, animals, and fungi, and they display a complex organization that allows for the division of labor between cells."
<https://purl.dsmz.de/schema/Mutation>	"Mutation"		"A change in the genetic material of an organism that can result in different traits or characteristics. Mutations can occur naturally or be induced and can have various impacts on organisms."
<https://purl.dsmz.de/schema/NCBIGeneID>	"NCBIGeneID"		"An identifier used by the National Center for Biotechnology Information (NCBI) to uniquely refer to a gene."
<https://purl.dsmz.de/schema/NCBIGenomeAccession>	"NCBIGenome Accession"		"A unique identifier assigned to a genome sequence in the NCBI database, used for retrieval and reference."
<https://purl.dsmz.de/schema/NitrogenSource>	"Nitrogen Source"		"A biological role in which a substance provides nitrogen, often necessary for the synthesis of amino acids, nucleic acids, and other vital compounds in organisms. Examples include ammonia, nitrates, and nitrogen gas."
<https://purl.dsmz.de/schema/NucleotideMetabolism>	"Nucleotide Metabolism"		"A metabolic pathway involved in the synthesis and degradation of nucleotides, the building blocks of DNA and RNA, essential for cell division and genetic information transmission."
<https://purl.dsmz.de/schema/NucleotideSequence>	"Nucleotide Sequence"		"A sequence of nucleotides (adenine, thymine, cytosine, guanine in DNA; adenine, uracil, cytosine, guanine in RNA) that carries genetic information. Nucleotide sequences form the basis of DNA and RNA structures."
<https://purl.dsmz.de/schema/NutritionType>	"Nutrition Type"		"The classification of an organism based on how it obtains its nutrients, such as autotrophic (producing its own food) or heterotrophic (obtaining food from external sources)."
<https://purl.dsmz.de/schema/OBO>	"OBO"		"A file format used for representing ontologies in a structured format. OBO (Open Biological and Biomedical Ontology) is widely used in bioinformatics for sharing and curating ontologies."
<https://purl.dsmz.de/schema/OpenAlexID>	"Open AlexID"		"An identifier used in the OpenAlex database for tracking scholarly works and academic entities."
<https://purl.dsmz.de/schema/OptimumPH>	"Optimum pH"		
<https://purl.dsmz.de/schema/OptimumSalinity>	"Optimum Salinity"		"The salinity range that supports the most efficient growth and reproduction of an organism, representing ideal environmental conditions for biological activity."
<https://purl.dsmz.de/schema/OptimumTemperature>	"Optimum Temperature"		"The temperature range at which an organism exhibits the most efficient growth and biological activity. This is typically the mid-range temperature between the maximum and minimum limits for growth."
<https://purl.dsmz.de/schema/Order>	"Order"		"A taxonomic rank used to group families with shared traits, placed below class and above family."
<https://purl.dsmz.de/schema/Organ>	"Organ"		
<https://purl.dsmz.de/schema/OrganicCompound>	"Organic Compound"		"Compounds that contain carbon atoms bonded to hydrogen and often other elements like oxygen, nitrogen, or sulfur. Organic compounds are the basis of life on Earth and are essential in biochemistry, pharmaceuticals, and materials science."
<https://purl.dsmz.de/schema/OrganismGroup>	"Organism Group"		"A classification of organisms based on shared characteristics, such as oxygen requirements, gram staining, or genetic modifications."
<https://purl.dsmz.de/schema/OrganismIdentifier>	"Organism Identifier"		"A general identifier used to refer to specific organisms or strains in biological databases."
<https://purl.dsmz.de/schema/Origin>	"Origin"		"A general concept referring to the source or place from which a biological specimen, strain, or sample was derived. This includes information about the isolation procedure, host, and location of origin."
<https://purl.dsmz.de/schema/OxidationStability>	"Oxidation Stability"		"The resistance of a substance to oxidation, a chemical process in which it loses electrons. Oxidation stability is important for determining the shelf-life and reactivity of compounds, especially in organic chemistry."
<https://purl.dsmz.de/schema/Oxidoreductases>	"Oxidoreductases"		"Enzymes that catalyze oxidation-reduction (redox) reactions, transferring electrons between molecules. These enzymes are vital for energy production and metabolic processes such as respiration."
<https://purl.dsmz.de/schema/OxygenTolerance>	"Oxygen Tolerance"		"The ability of an organism to survive and grow in the presence or absence of oxygen, ranging from obligate aerobes to obligate anaerobes, as well as facultative anaerobes."
<https://purl.dsmz.de/schema/Parasite>	"Parasite"		"An organism that lives on or inside a host organism and benefits at the host’s expense, often causing harm or disease."
<https://purl.dsmz.de/schema/Pathogenicity>	"Pathogenicity"		"Describes the ability of an organism to cause disease in a host organism, varying in severity and specificity to different hosts."
<https://purl.dsmz.de/schema/Phenotype>	"Phenotype"		"The observable characteristics or traits of an organism, which result from the interaction of its genotype with the environment. Phenotypes can include metabolic, morphological, and behavioral traits."
<https://purl.dsmz.de/schema/Phylum>	"Phylum"		"A taxonomic rank used to classify organisms based on major body plans or organizational characteristics, placed below kingdom and above class."
<https://purl.dsmz.de/schema/PhysicalParameter>	"Physical Parameter"		"A measurable characteristic that defines the physical conditions or properties of a system or environment, such as temperature, light, pressure, and salinity."
<https://purl.dsmz.de/schema/PlantPathogenicity>	"Plant Pathogenicity"		"The ability of an organism to cause disease in plants, leading to agricultural damage and economic losses."
<https://purl.dsmz.de/schema/Precision>	"Precision"		"A measure of the exactness or reproducibility of a result or measurement, often used in scientific experiments and data analysis to ensure accuracy and reliability."
<https://purl.dsmz.de/schema/Pressure>	"Pressure"		"The force exerted per unit area by gases or liquids on surfaces. Pressure plays a crucial role in physical and biological processes, influencing gas exchange and structural integrity of cells and organisms."
<https://purl.dsmz.de/schema/Process>	"Process"		"A sequence of events or actions carried out by biological or chemical mechanisms, resulting in a specific outcome or transformation within an organism or system."
<https://purl.dsmz.de/schema/Product>	"Product"		"The final chemical compound or substance that results from a chemical reaction. Products are the outcomes of metabolic or synthetic processes and can be intermediates in further reactions."
<https://purl.dsmz.de/schema/Prokaryotes>	"Prokaryotes"		"Organisms that lack a defined nucleus and other membrane-bound organelles. Prokaryotes include bacteria and archaea, which are known for their diverse metabolic pathways and roles in the environment."
<https://purl.dsmz.de/schema/PropertyOrAttribute>	"Property or Attribute"		"A general concept referring to measurable or observable characteristics of an entity, such as physical properties, biological attributes, or other traits used for analysis and classification."
<https://purl.dsmz.de/schema/Protein>	"Protein"		"A complex macromolecule composed of one or more chains of amino acids. Proteins perform a wide range of functions in organisms, including catalyzing metabolic reactions, providing structural support, and regulating gene expression."
<https://purl.dsmz.de/schema/ProteinIdentifier>	"Protein Identifier"		"A unique identifier for a specific protein sequence or structure in a biological database."
<https://purl.dsmz.de/schema/Protozoa>	"Protozoa"		"A diverse group of unicellular eukaryotic organisms, often considered animal-like due to their ability to move and consume organic material. Protozoa are found in diverse environments and can be free-living or parasitic."
<https://purl.dsmz.de/schema/PubmedID>	"PubmedID"		"A unique identifier for articles in the PubMed database, which contains references and abstracts on life sciences and biomedical topics."
<https://purl.dsmz.de/schema/Purification>	"Purification"		"The process of isolating a specific molecule or substance from a mixture, removing contaminants and unwanted substances, often to achieve a high degree of purity for experimental or industrial use."
<https://purl.dsmz.de/schema/RDF>	"RDF"		"A framework for representing information about resources in the web, where the data is modeled in triples. RDF (Resource Description Framework) is used in semantic web technologies for linking and querying data."
<https://purl.dsmz.de/schema/RNASequence>	"RNASequence"		"A sequence of nucleotides in RNA that plays various roles in gene expression and regulation. RNA sequences include mRNA, rRNA, tRNA, and other types of RNA involved in cellular processes."
<https://purl.dsmz.de/schema/Rate>	"Rate"		"A property or attribute that describes the speed or frequency at which a process occurs, such as growth, reaction, or survival rates."
<https://purl.dsmz.de/schema/ReactionRate>	"Reaction Rate"		"The speed at which a chemical or biochemical reaction occurs, often influenced by factors such as temperature, concentration, and catalyst presence."
<https://purl.dsmz.de/schema/Record>	"Record"		"A documented or stored piece of information or data that is maintained for reference or analysis. Records can take many forms, including datasets, literature, and references."
<https://purl.dsmz.de/schema/Reference>	"Reference"		"A citation or mention of a source that provides support, evidence, or additional information for a particular statement or finding. References are commonly used in academic and scientific work to attribute credit to previous research."
<https://purl.dsmz.de/schema/RegulatoryPathway>	"Regulatory Pathway"		"A biochemical pathway that regulates the activity of enzymes, genes, or other cellular processes, ensuring proper function and response to internal or external stimuli."
<https://purl.dsmz.de/schema/Riboprotein>	"Riboprotein"		"A complex formed by the association of proteins and ribonucleic acids (RNAs), often involved in protein synthesis. Riboproteins are a key component of the ribosome and other ribonucleoprotein complexes."
<https://purl.dsmz.de/schema/RiskAssessment>	"Risk Assessment"		"A systematic process used to identify, evaluate, and estimate the potential risks to health, safety, environment, or assets. Risk assessments help in decision-making by determining the likelihood and impact of adverse events and suggesting mitigation strategies."
<https://purl.dsmz.de/schema/SMILES>	"SMILES"		"A text-based representation of a molecule's structure, using a line notation to describe the arrangement of atoms and bonds."
<https://purl.dsmz.de/schema/SSU>	"SSU"		"The rRNA component of the small subunit of the ribosome, responsible for decoding the mRNA sequence during protein synthesis."
<https://purl.dsmz.de/schema/Salinity>	"Salinity"		"The concentration of salts in a given environment, typically expressed in parts per thousand (ppt) or percent. Salinity is a critical factor in determining the survival and growth of organisms in aquatic ecosystems."
<https://purl.dsmz.de/schema/Salt>	"Salt"		"An ionic compound formed by the neutralization reaction between an acid and a base. Salts consist of a cation (positive ion) and an anion (negative ion) and are essential in biological systems, chemistry, and industrial applications. Sodium chloride (NaCl) is a common example."
<https://purl.dsmz.de/schema/SaltTolerance>	"Salt Tolerance"		"The ability of an organism to tolerate and thrive in environments with varying concentrations of salt, ranging from non-halophiles to extreme halophiles."
<https://purl.dsmz.de/schema/Sea>	"Sea"		"A large saline body of water that connects to the ocean and provides a habitat for marine life. Seas play a significant role in global ecosystems and can support a wide diversity of organisms."
<https://purl.dsmz.de/schema/SecondaryMetaboliteBiosynthesis>	"Secondary Metabolite Biosynthesis"		"A biochemical pathway involved in the production of secondary metabolites, compounds that are not directly involved in growth or reproduction but play roles in defense, competition, or signaling in microorganisms, plants, and animals."
<https://purl.dsmz.de/schema/SequenceFeature>	"Sequence Feature"		"A defined region within a nucleotide or protein sequence that has functional or structural significance, such as exons, promoters, binding sites, or motifs."
<https://purl.dsmz.de/schema/Serum>	"Serum"		
<https://purl.dsmz.de/schema/Shape>	"Shape"		"The geometric form or outline of an object or organism, which can vary based on its structure, function, or environmental influences."
<https://purl.dsmz.de/schema/SignalingPathway>	"Signaling Pathway"		"A sequence of molecular events initiated by a signal (e.g., a hormone, neurotransmitter, or environmental stimulus) that triggers a specific cellular response, such as growth, division, or metabolism."
<https://purl.dsmz.de/schema/Size>	"Size"		"The overall dimensions or magnitude of an object or organism, often measured in terms of height, length, or volume."
<https://purl.dsmz.de/schema/Soil>	"Soil"		"A terrestrial environment composed of minerals, organic matter, water, and air. Soil is critical for plant growth and acts as a habitat for microorganisms and other life forms."
<https://purl.dsmz.de/schema/Species>	"Species"		"The basic unit of biological classification, representing a group of organisms capable of interbreeding and producing fertile offspring."
<https://purl.dsmz.de/schema/Speed>	"Speed"		"The rate at which an object or organism moves, often expressed as distance traveled per unit of time (e.g., meters per second)."
<https://purl.dsmz.de/schema/SporeFormation>	"Spore Formation"		"The ability of certain microorganisms to form spores, a resistant structure that allows survival in adverse conditions. Spore formation is a significant trait for microbial classification and survival strategies."
<https://purl.dsmz.de/schema/Stability>	"Stability"		"A property that describes how resistant a molecule, compound, or material is to changes or degradation over time, under various environmental or chemical conditions."
<https://purl.dsmz.de/schema/Strain>	"Strain"		"A genetic variant or subtype of a microorganism (e.g., bacteria, virus, or fungus). Strains are distinguished by differences in their genetic material, often exhibiting unique traits that can be important for research, medicine, and industrial applications."
<https://purl.dsmz.de/schema/StrainDesignation>	"Strain Designation"		"A name or label assigned to a microbial strain, often reflecting its source or notable characteristics."
<https://purl.dsmz.de/schema/StrainNumber>	"Strain Number"		"A unique number or identifier assigned to a specific strain of microorganism, used for identification and reference."
<https://purl.dsmz.de/schema/StructuralProtein>	"Structural Protein"		"Proteins that provide mechanical support and shape to cells and tissues. Examples include collagen in connective tissue and keratin in hair and nails."
<https://purl.dsmz.de/schema/Subphylum>	"Subphylum"		"A rank below the phylum, used to classify organisms that share certain characteristics distinct from other members of the same phylum."
<https://purl.dsmz.de/schema/Substrate>	"Substrate"		"A substance on which an enzyme acts during a biochemical reaction, usually being transformed into one or more products."
<https://purl.dsmz.de/schema/Superphylum>	"Superphylum"		"A taxonomic rank used to group together several phyla with common evolutionary traits, placed above phylum."
<https://purl.dsmz.de/schema/SurvivalRate>	"Survival Rate"		"The proportion of individuals in a population that survive over a specified period, often used in ecological and medical studies to assess the effects of environmental conditions or treatments."
<https://purl.dsmz.de/schema/Symbiont>	"Symbiont"		"An organism that lives in a symbiotic relationship with another organism, where both may benefit, or one may benefit without harming the other."
<https://purl.dsmz.de/schema/TaxonomicRank>	"Taxonomic Rank"		"A hierarchical level in the classification of organisms, used in biological taxonomy to organize living things based on shared characteristics."
<https://purl.dsmz.de/schema/Temperature>	"Temperature"		"Describes the degree of heat in an environment or cultivation, which can influence biological processes, metabolic rates, and organism survival. Temperature is a key factor in defining the suitable living conditions for many organisms."
<https://purl.dsmz.de/schema/TemperatureStability>	"Temperature Stability"		"The resistance of a substance or molecule to changes in structure or function due to fluctuations in temperature. Temperature stability is critical for enzymes, proteins, and other biomolecules."
<https://purl.dsmz.de/schema/Time>	"Time"		"A property that refers to the duration or specific point when an event occurs. Time is fundamental in measuring processes such as growth, reactions, and changes in biological or chemical systems."
<https://purl.dsmz.de/schema/Tissue>	"Tissue"		
<https://purl.dsmz.de/schema/TranscriptionFactor>	"Transcription Factor"		"Proteins that bind to specific DNA sequences and regulate the transcription of genetic information from DNA to mRNA. Transcription factors play a crucial role in gene expression, allowing cells to respond to internal and external signals."
<https://purl.dsmz.de/schema/Transferases>	"Transferases"		"Enzymes that catalyze the transfer of functional groups (e.g., phosphate, methyl, or acyl groups) from one molecule to another. Transferases are involved in numerous metabolic processes, including phosphorylation and glycosylation."
<https://purl.dsmz.de/schema/Translocases>	"Translocases"		"A class of enzymes that assist in the movement of molecules across membranes, such as proteins or nucleic acids. These enzymes are essential for transporting substances into and out of cells or organelles."
<https://purl.dsmz.de/schema/TransportProcess>	"Transport Process"		"The movement of molecules, ions, or other substances across cell membranes or within an organism, which is essential for maintaining homeostasis, nutrient uptake, and waste removal."
<https://purl.dsmz.de/schema/TurnoverNumber>	"Turnover Number"		"The number of substrate molecules converted to product per enzyme molecule per second, under optimal conditions. The turnover number is a measure of enzyme efficiency and catalytic activity."
<https://purl.dsmz.de/schema/TypeStrain>	"Type Strain"		"A strain of a microorganism that is used as the reference strain for defining a species. Type strains are essential for taxonomic classification."
<https://purl.dsmz.de/schema/UncategorizedTaxon>	"Uncategorized Taxon"		"A placeholder category for organisms that have not been definitively classified into a specific taxonomic rank."
<https://purl.dsmz.de/schema/UnicellularAlgae>	"Unicellular Algae"		"Photosynthetic eukaryotic microorganisms found in aquatic environments. These algae are important for their role in producing oxygen and serving as the base of many aquatic food chains."
<https://purl.dsmz.de/schema/UnicellularFungi>	"Unicellular Fungi"		"Fungi that exist as a single cell, such as yeast. These organisms are often involved in fermentation processes and can also be pathogens or symbiotic organisms."
<https://purl.dsmz.de/schema/UnitOfMeasure>	"Unit OfMeasure"		"A standardized quantity used to express and measure physical, chemical, or biological attributes, such as meters, liters, grams, or moles."
<https://purl.dsmz.de/schema/Urine>	"Urine"		
<https://purl.dsmz.de/schema/Value>	"Value"		"A numerical or qualitative representation of a property or attribute, often used to quantify characteristics such as size, concentration, or rate."
<https://purl.dsmz.de/schema/Volume>	"Volume"		"The amount of three-dimensional space occupied by a substance or object, typically measured in liters or cubic meters."
<https://purl.dsmz.de/schema/Weight>	"Weight"		"The force exerted by gravity on an object, often expressed in grams, kilograms, or other units of mass."
<https://purl.dsmz.de/schema/Width>	"Width"		"A measure of the distance from one side of an object to the other, typically in a dimension perpendicular to its length."
<https://purl.dsmz.de/schema/XLSX>	"XLSX"		"A spreadsheet file format used by Microsoft Excel, typically storing tabular data with rows and columns, which can include text, numbers, and formulas."
<https://purl.dsmz.de/schema/XML>	"XML"		"An extensible markup language used for encoding documents in a format that is both human-readable and machine-readable. XML is used for data interchange between systems."
<https://purl.dsmz.de/schema/YAML>	"YAML"		"A human-readable data serialization format commonly used for configuration files and data exchange between applications."
<https://purl.dsmz.de/schema/gcMethod>	"gc Method"		"A method referring to Gas Chromatography (GC), a technique used to separate and analyze compounds that can be vaporized without decomposition. It is commonly used in chemistry for qualitative and quantitative analysis."
<https://purl.dsmz.de/schema/kcat>	"kcat"		"The catalytic constant (kcat) is a measure of the efficiency of an enzyme in converting substrate molecules to product per unit time, providing insights into enzyme activity and turnover."
<https://purl.dsmz.de/schema/mRNA>	"mRNA"		"A type of RNA that carries genetic information from DNA to the ribosome, where it is used as a template for protein synthesis. mRNA serves as the intermediary between a gene and its corresponding protein product."
<https://purl.dsmz.de/schema/ncRNA>	"ncRNA"		"RNA molecules that do not encode proteins but have important roles in gene regulation, RNA processing, and structural functions. Examples include microRNAs (miRNAs) and long non-coding RNAs (lncRNAs)."
<https://purl.dsmz.de/schema/pH>	"pH"		"A measure of the acidity or alkalinity of an environment, which can affect the biological processes of organisms. pH is critical for enzyme activity, microbial growth, and the solubility of nutrients in an environment. Different organisms thrive at different pH levels, from acidic to neutral to alkaline environments."
<https://purl.dsmz.de/schema/pHStability>	"pHStability"		"The ability of a molecule, compound, or material to maintain its structural integrity or functional properties when exposed to different pH levels, which is important for enzymes and other biological molecules."
<https://purl.dsmz.de/schema/rRNA>	"rRNA"		"A type of RNA that forms the structural and functional components of the ribosome, the molecular machine responsible for protein synthesis."
<https://purl.dsmz.de/schema/rRNASequence>	"rRNASequence"		"The nucleotide sequence that composes ribosomal RNA (rRNA), a key component of ribosomes, which are responsible for protein synthesis in all living cells."
<https://purl.dsmz.de/schema/tRNA>	"tRNA"		"A type of RNA that helps decode mRNA sequences into proteins during translation. Each tRNA molecule carries a specific amino acid to the ribosome and matches it to the corresponding codon in the mRNA through its anticodon region."
