?class	?labels	?synonyms	?definitions
<https://purl.dsmz.de/schema/MISO_6_49_285>	"Abtreibung | Abort"		
<https://purl.dsmz.de/schema/MISO_6_49_286>	"Fruchtwasser | Amniotic fluid"		
<https://purl.dsmz.de/schema/MISO_6_49_287>	"Blasenstein | Bladder stone"		
<https://purl.dsmz.de/schema/MISO_6_49_288>	"Semen | Samen"		
<https://purl.dsmz.de/schema/MISO_6_49_289>	"Vaginalsekret | Vaginal secretion"		
<https://purl.dsmz.de/schema/MISO_6_49_319>	"Ovum (Egg)"		
<https://purl.dsmz.de/schema/MISO_6_50>	"Other Body Product | Anderes Körperprodukt"		
<https://purl.dsmz.de/schema/MISO_6_50_290>	"Tierisch produzierte Nahrung (natürlich) | Animal produced food (natural)"		
<https://purl.dsmz.de/schema/MISO_7>	"Zustand | Condition"		
<https://purl.dsmz.de/schema/MISO_7_51>	"Sauer | Acidic"		
<https://purl.dsmz.de/schema/MISO_7_52>	"Alkalisch | Alkaline"		
<https://purl.dsmz.de/schema/MISO_7_53>	"Anoxisch (anaerob) | Anoxic (anaerobic)"		
<https://purl.dsmz.de/schema/MISO_7_54>	"Psychrophil | Psychrophilic (<10°C)"		
<https://purl.dsmz.de/schema/MISO_7_55>	"Salzig | Saline"		
<https://purl.dsmz.de/schema/MISO_7_56>	"Sulfuric | Schwefelig"		
<https://purl.dsmz.de/schema/MISO_7_57>	"Thermophilic (>45°C) | Thermophil (>45°C)"		
<https://purl.dsmz.de/schema/MISO_7_58>	"Xerotolerant | Xerophilic"		
<https://purl.dsmz.de/schema/MISO_7_66>	"Humid | Feucht"		
<https://purl.dsmz.de/schema/MISO_8>	"Klima | Climate"		
<https://purl.dsmz.de/schema/MISO_8_59>	"Hot | Heiß"		
<https://purl.dsmz.de/schema/MISO_8_59_291>	"Trockenes Klima | Arid climate"		
<https://purl.dsmz.de/schema/MISO_8_59_292>	"Semiarid | Halbtrocken"		
<https://purl.dsmz.de/schema/MISO_8_59_293>	"Tropisches Klima | Tropical"		
<https://purl.dsmz.de/schema/MISO_8_60>	"Temperate | Gemäßigt"		
<https://purl.dsmz.de/schema/MISO_8_60_294>	"Boreal | Boreal"		
<https://purl.dsmz.de/schema/MISO_8_60_295>	"Kontinental | Continental"		
<https://purl.dsmz.de/schema/MISO_8_60_296>	"Subtropisch | Subtropical"		
<https://purl.dsmz.de/schema/MISO_8_61>	"Kalt | Cold"		
<https://purl.dsmz.de/schema/MISO_8_61_297>	"Alpine | Alpin"		
<https://purl.dsmz.de/schema/MISO_8_61_298>	"Polar | Polar"		
<https://purl.dsmz.de/schema/MISO_8_61_299>	"Subarktisch | Subarctic"		
<https://purl.dsmz.de/schema/MISO_8_61_300>	"Tundra | Tundra"		
