?class	?labels	?synonyms	?definitions
<http://purl.obolibrary.org/obo/OMP_0000115>	"transparent colony"		"A colony opacity phenotype characterized by a clear appearance."
<http://purl.obolibrary.org/obo/OMP_0000116>	"pigmented colony"		"A colony pigmentation phenotype where colonies are pigmented."
<http://purl.obolibrary.org/obo/OMP_0000117>	"diplococcus"		"A cell arrangement phenotype where an organism forms pairs of coccus cells, which arise from a division event in one plane."
<http://purl.obolibrary.org/obo/OMP_0000118>	"streptococcus"		"A cell arrangement phenotype where chains of coccus cells arise from division events in one plane."
<http://purl.obolibrary.org/obo/OMP_0000119>	"tetrad"	"micrococcus arrangement"	"A cell arrangement phenotype where squares of four coccus cells arise from division in two planes."
<http://purl.obolibrary.org/obo/OMP_0000120>	"sarcina"		"A cell arrangement phenotype where cubes of eight coccus cells arise from a division event in three planes."
<http://purl.obolibrary.org/obo/OMP_0000121>	"staphylococcus"		"A cell arrangement phenotype where irregular clumps of coccus cells arise from division events in random planes."
<http://purl.obolibrary.org/obo/OMP_0000122>	"streptobacillus"		"A cell arrangement phenotype where bacillis cells are arranged in chains."
<http://purl.obolibrary.org/obo/OMP_0000123>	"coccobacillus cell shape"		"A cell shape phenotype where a cell is intermediate in shape between a coccus (sphere) and a bacillus (rod)."
<http://purl.obolibrary.org/obo/OMP_0000124>	"spirillum"		"A spiral cell shape phenotype where a cell forms a rigid spiral."
<http://purl.obolibrary.org/obo/OMP_0000125>	"spirochete"		"A spiral cell shape phenotype where a cell forms a flexible spiral."
<http://purl.obolibrary.org/obo/OMP_0000126>	"trichome-forming"		"A cell arrangement phenotype that consists of chains of cells in which the individual cells, which are usually wider than long, are closely appressed for the whole or the greater part of their width."
<http://purl.obolibrary.org/obo/OMP_0000127>	"sheathed"		"A cell arrangement phenotype where chains of cells are enclosed in a hyaline envelope or sheath."
<http://purl.obolibrary.org/obo/OMP_0000128>	"stalked cell shape"	"prosthecate bacterium"	"A cell shape phenotype where a cell possesses an appendage called a stalk or prostheca (plural, prosthecae), which is a tubular extension of the cell envelope and contains cytosol."
<http://purl.obolibrary.org/obo/OMP_0000129>	"cuboidal cell shape"	"square"	"A cell shape phenotype where a cell has a cube-like shape; there are six sides and the width is approximately equal to the height of the cell."
<http://purl.obolibrary.org/obo/OMP_0000130>	"star-shaped cell shape"		"A cell shape phenotype where a cell has projections that form points."
<http://purl.obolibrary.org/obo/OMP_0000131>	"lobed cell shape"		"A cell shape phenotype where a cell has curved or rounded projections or divisions (lobes)."
<http://purl.obolibrary.org/obo/OMP_0000132>	"pleomorphic cell shape"		"A cell shape phenotype where a cell is variable in shape and lacks a single, characteristic form."
<http://purl.obolibrary.org/obo/OMP_0000133>	"absence of motility"	"non-motile"	"A motility phenotype where a microbe lacks the ability to perform controlled self-propelled movement that results in translocation of the cell from one place to another."
<http://purl.obolibrary.org/obo/OMP_0000134>	"spherical akinete"		"An akinete morphology phenotype where the organism forms a spherical akinete."
<http://purl.obolibrary.org/obo/OMP_0000135>	"akinete envelope attribute"		"An akinete formation phenotype where the traits described are from the cells thick-walled outer membrane."
<http://purl.obolibrary.org/obo/OMP_0000136>	"in vitro nucleoid shape"		"A nucleoid phenotype dealing with shape of the nucleoid region."
<http://purl.obolibrary.org/obo/OMP_0000137>	"non-pigmented colony"	"colorless colony"	"A colony pigmentation phenotype colonies are non-pigmented."
<http://purl.obolibrary.org/obo/OMP_0000138>	"altered cell circularity variability"		"Cell circularity is defined as (2*pi*cell area/(cell perimeter)^2)."
<http://purl.obolibrary.org/obo/OMP_0000139>	"dull colony sheen"	"matte | rough"	"A colony form phenotype characterized by a dull luster on the surface."
<http://purl.obolibrary.org/obo/OMP_0000140>	"nucleoid spacing"		"A nucleoid phenotype that describes the distribution of within a cell or cells."
<http://purl.obolibrary.org/obo/OMP_0000141>	"regular nucleoid spacing"		"A nucleoid spacing phenotype where multiple nucleoids within a single cell exhibit regular spacing."
<http://purl.obolibrary.org/obo/OMP_0000142>	"irregular nucleoid spacing"		"A nucleoid spacing phenotype where multiple nucleoids within a single cell exhibit irregular spacing."
<http://purl.obolibrary.org/obo/OMP_0000143>	"single nucleoid"		"A nucleoid number phenotype where there is only one nucleoid region in the cell."
<http://purl.obolibrary.org/obo/OMP_0000144>	"multiple nucleoids"		"A nucleoid number phenotype where there is more than one nucleoid regions in the cell."
<http://purl.obolibrary.org/obo/OMP_0000145>	"nucleoid localization"		"A nucleoid phenotype that describes the location of the nucleoid within a cell or cells."
<http://purl.obolibrary.org/obo/OMP_0000146>	"midcell nucleoid localization"		"A nucleoid localization phenotype where the nucleoid is localized at the center of the cell."
<http://purl.obolibrary.org/obo/OMP_0000147>	"polar nucleoid localization"		"A nucleoid localization phenotype where the nucleoid is located in one of the polar regions of the cell."
<http://purl.obolibrary.org/obo/OMP_0000148>	"quarter cell nucleoid localization"		"A nucleoid localization phenotype where the nucleoid is localized midway between the pole and midpoint of a cell."
<http://purl.obolibrary.org/obo/OMP_0000149>	"colony margin phenotype"		"A colony morphology phenotype dealing with the shape of the edge of a colony viewed with magnification."
<http://purl.obolibrary.org/obo/OMP_0000150>	"nucleoid phenotype"	"genophore"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A genetic material phenotype where the trait in question is the nucleoid, the region of a bacterial or archaeal cell to which the DNA is confined."
<http://purl.obolibrary.org/obo/OMP_0000151>	"entire margin"		"A colony margin phenotype characterized by smooth growth, with no projections along the edge."
<http://purl.obolibrary.org/obo/OMP_0000152>	"doublet nucleoid"	"dumbbell nucleoid"	"A nucleoid shape phenotype where the nucleoid isolated from a cell is shaped like a dumbbell."
<http://purl.obolibrary.org/obo/OMP_0000153>	"singlet nucleoid"		"A nucleoid shape phenotype where the nucleoid isolated from a cell is compacted."
<http://purl.obolibrary.org/obo/OMP_0000154>	"undulate margin"		"A colony margin phenotype characterized by wavy growth along the colony edge."
<http://purl.obolibrary.org/obo/OMP_0000155>	"lobate margin"		"A colony margin phenotype characterized by lobed growth along the colony edge."
<http://purl.obolibrary.org/obo/OMP_0000156>	"erose margin"		"A colony margin phenotype characterized by growth that appears jagged or zig-zagged along the edge of the colony."
<http://purl.obolibrary.org/obo/OMP_0000157>	"filiform margin"	"filamentous margin"	"A colony margin phenotype characterized by thread or filamentous shaped edge."
<http://purl.obolibrary.org/obo/OMP_0000158>	"curled margin"		"A colony margin phenotype characterized by growth that appears as waves or curls along the edge of the colony."
<http://purl.obolibrary.org/obo/OMP_0000159>	"absence of aerotaxis"		"An aerotaxis phenotype where a motile microbe doesn't display directed movement in response to environmental oxygen (O2)."
<http://purl.obolibrary.org/obo/OMP_0000160>	"flat colony elevation"		"A colony elevation phenotype characterized by no growth above the medium."
<http://purl.obolibrary.org/obo/OMP_0000161>	"raised colony elevation"		"A colony elevation phenotype characterized by uniform growth above the medium."
<http://purl.obolibrary.org/obo/OMP_0000162>	"convex colony elevation"		"A colony elevation phenotype characterized by sloping up from the edges."
<http://purl.obolibrary.org/obo/OMP_0000163>	"pulvinate colony elevation"		"A colony elevation phenotype characterized by sloping steeply from edges and very high in the center."
<http://purl.obolibrary.org/obo/OMP_0000164>	"umbonate colony elevation"		"A colony elevation phenotype characterized by raised growth in the center."
<http://purl.obolibrary.org/obo/OMP_0000165>	"increased colony size"		"A colony size phenotype where colony size is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000166>	"circular colony"		"A colony form phenotype characterized by growth in a round shape."
<http://purl.obolibrary.org/obo/OMP_0000167>	"irregular colony"		"A colony form phenotype characterized by growth without a defined shape or size."
<http://purl.obolibrary.org/obo/OMP_0000168>	"rhizoid colony"		"A colony form phenotype characterized by the growth of thin, branching projections."
<http://purl.obolibrary.org/obo/OMP_0000169>	"spindle colony"		"A colony form phenotype characterized by growth being wide in the middle then tapering at both ends."
<http://purl.obolibrary.org/obo/OMP_0000170>	"decreased cell circularity variability"		
<http://purl.obolibrary.org/obo/OMP_0000171>	"microaerophile"		"Optimal oxygen levels for growth of typical  microaerophilic bacteria is 2 to 10% O2, and growth is impaired by atmospheric oxygen levels (approx. 21%). | An oxygen growth range phenotype where growth and reproduction requires oxygen but at levels below that found in air (approx. 21%).\n\nA microbial phenotype that describes a microorganism that requires O2 for growth, but doesn't grow in the presence of atmospheric levels of O2. Optimal growth of a microaerophile occurs in environments with xx% - xx% O2."
<http://purl.obolibrary.org/obo/OMP_0000172>	"response to chemical stimulus phenotype"		"A stress response phenotype dealing with the response to exposure to chemical stimuli. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000173>	"response to stress phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A biological process phenotype related to a change in state or activity of a microbe (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."
<http://purl.obolibrary.org/obo/OMP_0000174>	"growth phenotype"		"A microbial phenotype related to the increase in size or mass over time of an entire organism, a part of an organism, or a cell. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype.\n\nFor phenotypes affecting growth of a population, see OMP:0007167 ! population growth phenotype."
<http://purl.obolibrary.org/obo/OMP_0000175>	"nanotube phenotype"		"A cell projection phenotype where the structure in question is a tube."
<http://purl.obolibrary.org/obo/OMP_0000176>	"biofilm formation phenotype"		"A multi-organism phenotype dealing with the process in which microorganisms attach to and grow on a surface and produce extracellular polymers that facilitate attachment and matrix formation. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000177>	"liquid culture morphology phenotype"		"A growth phenotype dealing with the morphological characteristics of a culture growing in a liquid medium."
<http://purl.obolibrary.org/obo/OMP_0000178>	"flocculation phenotype"	"clumping | flocculation"	"A liquid culture morphology phenotype where cells aggregate together in suspension to form clumps of many cells known as flocs."
<http://purl.obolibrary.org/obo/OMP_0000179>	"colony size phenotype"		"A colony morphology phenotype dealing with the size of the colony."
<http://purl.obolibrary.org/obo/OMP_0000180>	"metabolic phenotype"	"Metabolism"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype that deals with the chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances."
<http://purl.obolibrary.org/obo/OMP_0000181>	"colony with diffusible pigment"		"A colony pigmentation phenotype characterized by the presence of diffusible/water soluble pigments that color the agar around the colony."
<http://purl.obolibrary.org/obo/OMP_0000182>	"gas production test"		"A differential test phenotype that describes ability of an organism to produce a gas, such as CO2, as the result of metabolic activities during growth."
<http://purl.obolibrary.org/obo/OMP_0000183>	"anaerobic respiration with sulfate as the terminal acceptor"	"dissimilatory sulfate reduction | sulfide production"	"A presence of anaerobic respiration phenotype where sulfate (SO4) is used as the terminal electron acceptor."
<http://purl.obolibrary.org/obo/OMP_0000184>	"obligate anaerobe"	"strict anaerobe"	"A microbial phenotype that describes a microorganism that does not grow in the presence of oxygen gas (O2)."
<http://purl.obolibrary.org/obo/OMP_0000185>	"obligate aerobe"	"strict aerobe"	"A microbial phenotype that describes a microorganism that requires the presence of oxygen gas (O2) for growth."
<http://purl.obolibrary.org/obo/OMP_0000186>	"increased cell circularity variability"		
<http://purl.obolibrary.org/obo/OMP_0000187>	"granulation phenotype"	"precipitation in liquid culture | granulation in liquid"	"A liquid culture morphology phenotype where cells group together and form small particles in the medium."
<http://purl.obolibrary.org/obo/OMP_0000188>	"gram positive"		"A gram stain phenotype where a cell or cells retain crystal violet stain when decolorized with an organic solvent such as ethanol."
<http://purl.obolibrary.org/obo/OMP_0000189>	"gram negative"		"A gram stain phenotype where a cell or cells do not retain crystal violet stain when decolorized with an organic solvent such as ethanol."
<http://purl.obolibrary.org/obo/OMP_0000190>	"gram variable"		"A gram stain phenotype where a cell or cells give variable results to the gram stain."
<http://purl.obolibrary.org/obo/OMP_0000191>	"gram stain phenotype"		"A cell staining phenotype where microorganisms are grouped based on their ability to retain crystal violet stain when decolorized with an organic solvent such as ethanol. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000192>	"chemical production phenotype"		"A metabolic phenotype that deals with the chemical reactions and pathways resulting in the formation of chemicals. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000193>	"altered cell aspect ratio"		"An altered cell shape phenotype where the cell aspect ratio (cell diameter/cell length) of a microbial cell is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000194>	"catalase positive"		"A catalase test phenotype where an organism exhibits catalase activity."
<http://purl.obolibrary.org/obo/OMP_0000195>	"decreased catalase activity"		"An altered catalase activity phenotype where catalase activity is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000196>	"increased catalase activity"	"positive regulation of catalase activity"	"An altered catalase activity phenotype where catalase activity is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000197>	"microbe-host interaction phenotype"		"A microbial phenotype related to the interactions between a microbe and its host(s). | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000198>	"catalase negative"		"A catalase test phenotype where an organism doesn't exhibit catalase activity."
<http://purl.obolibrary.org/obo/OMP_0000199>	"acid-fast staining phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A cell-staining phenotype where a cell or cells are classified based on whether they are decolorized by an acid-alcohol mixture after staining, typically with carbolfuchsin."
<http://purl.obolibrary.org/obo/OMP_0000200>	"colony with non-diffusible pigment"		"A colony pigmentation phenotype characterized by pigmentation only in the colony."
<http://purl.obolibrary.org/obo/OMP_0000201>	"nanotube mediated communication"	"nanotubule mediated communication"	"A microbial communication phenotype communication is facilitated between one or more microbes by a connected nanotube."
<http://purl.obolibrary.org/obo/OMP_0000202>	"outer membrane vesicles phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A cell envelope phenotype that describes the ability of a cell or cells to produce outer membrane vesicles."
<http://purl.obolibrary.org/obo/OMP_0000203>	"capsule phenotype"	"glycocalyx | slime layer"	"A cell envelope phenotype where the trait in question is the capsule, a layer of polysaccharide or poly-amino acids surrounding a microbial cell.  When present, the capsule is the outermost layer of the cell envelope."
<http://purl.obolibrary.org/obo/OMP_0000204>	"presence of capsule"	"glycocalyx | slime layer"	"A capsule phenotype where a cell or cells have a capsule. | When present, the capsule layer lies outside the cell wall and/or outer membrane."
<http://purl.obolibrary.org/obo/OMP_0000205>	"forms single species biofilm"		"A biofilm phenotype where the biofilm is formed by a single species."
<http://purl.obolibrary.org/obo/OMP_0000206>	"altered hemolysis test result"		"A hemolysis test phenotype where the ability to cause hemolysis is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000207>	"serotype phenotype"	"serological test phenotype | serovar | antigenic typing phenotype"	"A microbial phenotype that is distinguished by the presence a specific surface antigen. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000208>	"absence of hemolysis"		"A hemolysis test phenotype where a cell or cells does not cause hemolysis."
<http://purl.obolibrary.org/obo/OMP_0000209>	"fluorescent colony"		"A colony pigmentation phenotype where the prominent morphological characteristic of the colony(ies) is the presence of fluorescence."
<http://purl.obolibrary.org/obo/OMP_0000210>	"colony surface phenotype"		"A colony morphology phenotype that describes the appearance of the surface of a colony or colonies."
<http://purl.obolibrary.org/obo/OMP_0000211>	"absence of capsule"		"A capsule phenotype where a cell or cells lack capsule."
<http://purl.obolibrary.org/obo/OMP_0000212>	"smooth colony surface"		"A colony surface phenotype where colonies have a shiny glistening surface."
<http://purl.obolibrary.org/obo/OMP_0000213>	"increased number of flagella"		"An altered flagellum phenotype where the number of flagella per cell is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000214>	"cell staining phenotype"		"A microbial phenotype where a cell or cells are treated with a dye or dyes for purposes of identification and classification. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000215>	"decreased number of flagella"		"An altered flagellum phenotype where the number of flagella per cell is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000216>	"aerobic respiration phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A respiration phenotype where oxygen (O2) is used as the terminal electron acceptor."
<http://purl.obolibrary.org/obo/OMP_0000217>	"increased hemolysis"		"An altered hemolysis phenotype where hemolysis is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000218>	"catalase test phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype.\n\nCatalysis of the reaction: 2 hydrogen peroxide = O2 + 2 H2O [EC:1.11.1.6]. | A differential test phenotype that relates to the presence or absence of catalase, an enzyme that catalyzes the decomposition of hydrogen peroxide into oxygen and water."
<http://purl.obolibrary.org/obo/OMP_0000219>	"decarboxylase test phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A differential test phenotype that describes the ability of an organism to catalyze the removal of a carboxyl group from an amino acid, typically lysine, ornithine, or arginine."
<http://purl.obolibrary.org/obo/OMP_0000220>	"oxidase test phenotype"		"A differential test phenotype that relates to the presence or absence of cytochrome oxidase based on the ability of an organism to oxidize certain aromatic amines to form colored end products. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000221>	"enzymatic activity phenotype"	"catalytic activity"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype that affects an enzymatic activity. Enzymes are biological molecules that catalyze biochemical reactions at physiological temperatures. Enzymes possess specific binding sites for their substrates (reactants) and are usually composed wholly or largely of protein or RNA. Catalytic RNAs are also called ribozymes."
<http://purl.obolibrary.org/obo/OMP_0000222>	"urease test phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A differential test phenotype that relates to the presence or absence of urease, an enzyme that hydrolyzes urea to ammonia and carbon dioxide."
<http://purl.obolibrary.org/obo/OMP_0000223>	"decreased cell aspect ratio"		"An altered cell aspect ratio phenotype where the cell aspect ratio (cell diameter/cell length) of a microbial cell is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000224>	"energy metabolism phenotype"	"bioenergetics"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A metabolic phenotype that deals with the specific process an organism uses to produce energy carriers."
<http://purl.obolibrary.org/obo/OMP_0000225>	"carbon dioxide production"		"A chemical production phenotype where carbon dioxide is produced."
<http://purl.obolibrary.org/obo/OMP_0000226>	"increased cell aspect ratio"		"An altered cell aspect ratio phenotype where the cell aspect ratio (cell diameter/cell length) of a microbial cell is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000227>	"altered cell aspect ratio variability"		
<http://purl.obolibrary.org/obo/OMP_0000228>	"rough colony surface"		"A colony surface phenotype where a colony or colonies have a dull, bumpy, granular, or matte surface."
<http://purl.obolibrary.org/obo/OMP_0000229>	"colony consistency phenotype"	"colony texture"	"A colony morphology phenotype that describes the consistency or texture of a colony or colonies when tested with a needle."
<http://purl.obolibrary.org/obo/OMP_0000230>	"rugose colony surface"	"wrinkled colony surface"	"A colony surface phenotype that is characterized by a surface that is wrinkled."
<http://purl.obolibrary.org/obo/OMP_0000231>	"growth into medium"		"A colony elevation phenotype characterized by growth into the medium not above it."
<http://purl.obolibrary.org/obo/OMP_0000232>	"iridescent colony"		"A colony opacity phenotype characterized by varying colors being observed in reflected light."
<http://purl.obolibrary.org/obo/OMP_0000233>	"decreased cell aspect ratio variability"		
<http://purl.obolibrary.org/obo/OMP_0000234>	"butyrous colony consistency"	"buttery colony consistency"	"A colony consistency phenotype where a colony or colonies have a butter-like consistency."
<http://purl.obolibrary.org/obo/OMP_0000235>	"increased cell aspect ratio variability"		
<http://purl.obolibrary.org/obo/OMP_0000236>	"dry colony consistency"	"friable colony"	"A colony consistency phenotype where a colony or colonies have a brittle or powdery consistency."
<http://purl.obolibrary.org/obo/OMP_0000237>	"colony odor phenotype"		"A morphology phenotype dealing with the smell a colony produces."
<http://purl.obolibrary.org/obo/OMP_0000238>	"crateriform colony elevation"		"A colony elevation phenotype characterized by crater like growth."
<http://purl.obolibrary.org/obo/OMP_0000239>	"plicate colony surface"		"A colony surface phenotype that is characterized by a surface arranged in parallel folds or ridges; pleated."
<http://purl.obolibrary.org/obo/OMP_0000240>	"punctiform colony"		"A colony form phenotype where a colony or colonies are small, but not microscopic, with a diameter of <1 mm."
<http://purl.obolibrary.org/obo/OMP_0000241>	"decreased colony size"		"A colony size phenotype where colony size is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000242>	"concentrically ringed surface colony"	"concentric colony surface texture"	"A colony surface phenotype characterized by rippled surface that radiate outward from a central point or axis."
<http://purl.obolibrary.org/obo/OMP_0000243>	"sectored colony"		"A colony form phenotype characterized by the formation of wedged shaped sectors of varying colors and appearance in colonies growing on a solid substrate."
<http://purl.obolibrary.org/obo/OMP_0000244>	"papillated colony"	"colony papillation"	"A colony form phenotype characterized by growth of small, round or cone-shaped protuberances."
<http://purl.obolibrary.org/obo/OMP_0000245>	"participates in multi-species biofilm"		"A biofilm phenotype where the formation involves two or more species."
<http://purl.obolibrary.org/obo/OMP_0000246>	"presence of nanotubes"		"A nanotube phenotype where a cell or cells have the ability to produce nanotubes."
<http://purl.obolibrary.org/obo/OMP_0000247>	"absence of nanotubes"		"A nanotube phenotype where a cell or cells lack the ability to produce nanotubes."
<http://purl.obolibrary.org/obo/OMP_0000248>	"biofilm architecture phenotype"		"A biofilm phenotype dealing with the structural formation of the biofilm."
<http://purl.obolibrary.org/obo/OMP_0000249>	"decreased hemolysis"		"An altered hemolysis phenotype where hemolysis is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000250>	"altered cell division"	"abnormal cell division"	"A cellular process phenotype observed in the vegetative growth phase of the life cycle in which cell division is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000251>	"altered cell division ratio variability"		
<http://purl.obolibrary.org/obo/OMP_0000252>	"metabolite accumulation"		"A metabolic phenotype that deals with the accumulation of small intermediate or products of metabolism."
<http://purl.obolibrary.org/obo/OMP_0000253>	"gene expression phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype that affects expression of a gene or genes.  Gene expression includes transcription, RNA processing, and, for protein-coding genes, translation and protein maturation."
<http://purl.obolibrary.org/obo/OMP_0000254>	"constitutive transcription"	"constitutive gene expression"	"An increased transcription phenotype where a gene or genes whose transcription is normally regulated are now transcribed constitutively."
<http://purl.obolibrary.org/obo/OMP_0000255>	"plating morphology phenotype"		"This term was made obsolete because it is redundant with OMP:0000100 ! colony morphology phenotype. | A growth phenotype related to the morphology of colonies on solid medium."
<http://purl.obolibrary.org/obo/OMP_0000256>	"MacConkey agar phenotype"		"This term was made obsolete because the appearance of colonies on MacConkey agar was determined to be evidence for a phenotype rather than a phenotype itself. | A colony morphology phenotype that describes the appearance of colonies on MacConkey agar indicator medium.\n\n** This term was made obsolete because the appearance of colonies on MacConkey agar was determined to be evidence for a phenotype rather than a phenotype itself."
<http://purl.obolibrary.org/obo/OMP_0000257>	"decreased cell division ratio variability"		
<http://purl.obolibrary.org/obo/OMP_0000258>	"red colony on MacConkey agar"		"This term was made obsolete because 'red colony on MacConkey agar' was determined to be evidence for a phenotype, i.e. utilization of a particular sugar, rather than the phenotype itself. | A colony morphology phenotype where cells form a red colony on MacConkey agar medium."
<http://purl.obolibrary.org/obo/OMP_0000259>	"increased cell division ratio variability"		
<http://purl.obolibrary.org/obo/OMP_0000260>	"altered nucleoid area"		
<http://purl.obolibrary.org/obo/OMP_0000261>	"decreased nucleoid area"		
<http://purl.obolibrary.org/obo/OMP_0000262>	"increased nucleoid area"		
<http://purl.obolibrary.org/obo/OMP_0000263>	"altered nucleoid area variability"		
<http://purl.obolibrary.org/obo/OMP_0000264>	"decreased nucleoid area variability"		
<http://purl.obolibrary.org/obo/OMP_0000265>	"increased nucleoid area variability"		
<http://purl.obolibrary.org/obo/OMP_0000266>	"altered cell population growth rate"		
<http://purl.obolibrary.org/obo/OMP_0000267>	"increased gene expression"		"An altered gene expression phenotype where expression of a gene or genes is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000268>	"decreased gene expression"		"An altered gene expression phenotype where expression of a gene or genes is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000269>	"protein activity phenotype"		"This term was created to organize terms beneath it in the ontology. We recommend that it not be used for annotation unless an appropriate child term cannot be found or requested.\n\nDuring OMP call on 2016-01-27 we decided to delete the term OMP:0000269 ! protein activity phenotype because when observing a phenotype we don't know what kind of molecule is doing something, just that a particular activity is absent, present, or altered. | A microbial phenotype related to the enzymatic or other activity of a protein."
<http://purl.obolibrary.org/obo/OMP_0000270>	"decreased cell population growth rate"		
<http://purl.obolibrary.org/obo/OMP_0000271>	"increased cell population growth rate"		
<http://purl.obolibrary.org/obo/OMP_0000272>	"cell morphology variability"		
<http://purl.obolibrary.org/obo/OMP_0000273>	"altered cell perimeter length"		
<http://purl.obolibrary.org/obo/OMP_0000274>	"antimicrobial agent resistance phenotype"	"antiviral resistance phenotype | antibiotic resistance phenotype | antimicrobial compound sensitivity phenotype | antifungal resistance phenotype | antibiotic sensitivity phenotype | antimetabolite resistance phenotype"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype related to the resistance or sensitivity of a microbe to antimicrobial agents that kill (microbiocidal) or inhibit growth (microbiostatic) of a microbe."
<http://purl.obolibrary.org/obo/OMP_0000275>	"decreased cell perimeter"		
<http://purl.obolibrary.org/obo/OMP_0000276>	"increased cell perimeter"		
<http://purl.obolibrary.org/obo/OMP_0000277>	"altered cell perimeter length variability"		
<http://purl.obolibrary.org/obo/OMP_0000278>	"decreased cell perimeter length variability"		
<http://purl.obolibrary.org/obo/OMP_0000279>	"increased cell perimeter length variability"		
