provenance,original_subject,organism,predicate,raw_text
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.6860_nm.11121,http://purl.obolibrary.org/obo/NCBITaxon_340097,http://example.com/n4l/na_cl_range,0-4%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.7073_nm.5292,http://purl.obolibrary.org/obo/NCBITaxon_157228,http://example.com/n4l/na_cl_(does_not_grow),"15%, 0%"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.13180_nm.209,http://purl.obolibrary.org/obo/NCBITaxon_54120,http://example.com/n4l/na_cl_optimum,1 - 3%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet3,http://example.com/n4l/nm.3778,http://purl.obolibrary.org/obo/NCBITaxon_80816,http://example.com/n4l/na_cl_optimum,1–3%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2333_nm.714,http://purl.obolibrary.org/obo/NCBITaxon_1223,http://example.com/n4l/na_cl_(does_not_grow),"25 mM, 100 mM"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2624_nm.11582,http://purl.obolibrary.org/obo/NCBITaxon_419477,http://example.com/n4l/na_cl_(grows),5 % (weak)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.10644_nm.10581,http://purl.obolibrary.org/obo/NCBITaxon_405212,http://example.com/n4l/na_cl_(does_not_grow),5% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2476_nm.11410,http://purl.obolibrary.org/obo/NCBITaxon_420952,http://example.com/n4l/na_cl_(does_not_grow),"0.5, 1.5, 3.0, 4.5 or 6.0 %"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/nm.10964,http://purl.obolibrary.org/obo/NCBITaxon_228,http://example.com/n4l/na_cl_(does_not_grow),0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2753_nm.10771,http://purl.obolibrary.org/obo/NCBITaxon_184067,http://example.com/n4l/na_cl_range,3–25 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2544_nm.11481,http://purl.obolibrary.org/obo/NCBITaxon_419474,http://example.com/n4l/na_cl_(grows),5 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.1753__nm.8762,http://purl.obolibrary.org/obo/NCBITaxon_225917,http://example.com/n4l/na_cl_(grows),5% (w/v) NaCl
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.9593_nm.14786,http://purl.obolibrary.org/obo/NCBITaxon_426226,http://example.com/n4l/na_cl_range,0 and 2% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.5905_nm.4091,http://purl.obolibrary.org/obo/NCBITaxon_218205,http://example.com/n4l/na_cl_range,"Halotolerant, -10%"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.4887_nm.351,http://purl.obolibrary.org/obo/NCBITaxon_29288,http://example.com/n4l/na_cl_(does_not_grow),< 1.5M NaCl
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2815_nm.1904,http://purl.obolibrary.org/obo/NCBITaxon_81682,http://example.com/n4l/na_cl_(grows),3 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.6054_nm.10151,http://purl.obolibrary.org/obo/NCBITaxon_217090,http://example.com/n4l/na_cl_(does_not_grow),0.03
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.8686_nm.13768,http://purl.obolibrary.org/obo/NCBITaxon_451374,http://example.com/n4l/na_cl_(grows),0–2% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.10092_nm.15045,http://purl.obolibrary.org/obo/NCBITaxon_552063,http://example.com/n4l/na_cl_range,0–5% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.14431_nm.4504,http://purl.obolibrary.org/obo/NCBITaxon_108007,http://example.com/n4l/na_cl_range,0-35 g l-1
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.9071_nm.14246,http://purl.obolibrary.org/obo/NCBITaxon_531310,http://example.com/n4l/na_cl_optimum,0–1% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.4599_nm.6047,http://purl.obolibrary.org/obo/NCBITaxon_159896,http://example.com/n4l/na_cl_(grows),"5%, 7%, 10%, 12% (w/v)"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2732_nm.10022,http://purl.obolibrary.org/obo/NCBITaxon_328075,http://example.com/n4l/na_cl_(does_not_grow),1–7 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.5330_nm.3552,http://purl.obolibrary.org/obo/NCBITaxon_90728,http://example.com/n4l/na_cl_optimum,14 g NaCl/l
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2610_nm.253,http://purl.obolibrary.org/obo/NCBITaxon_38023,http://example.com/n4l/na_cl_optimum,0.5 M
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2775_nm.4522,http://purl.obolibrary.org/obo/NCBITaxon_911092,http://example.com/n4l/na_cl_(grows),up to 3 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.6654_nm.9407,http://purl.obolibrary.org/obo/NCBITaxon_273164,http://example.com/n4l/na_cl_optimum,2–5 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2391_nm.11256,http://purl.obolibrary.org/obo/NCBITaxon_380397,http://example.com/n4l/na_cl_(does_not_grow),6.5 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2599_nm.11566,http://purl.obolibrary.org/obo/NCBITaxon_427683,http://example.com/n4l/na_cl_(does_not_grow),≥1 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.6074_nm.10206,http://purl.obolibrary.org/obo/NCBITaxon_304895,http://example.com/n4l/na_cl_range,up to 3 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2756_nm.8670,http://purl.obolibrary.org/obo/NCBITaxon_256846,http://example.com/n4l/na_cl_(does_not_grow),0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.6325_nm.11529,http://purl.obolibrary.org/obo/NCBITaxon_428712,http://example.com/n4l/na_cl_(grows),0
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2389_nm.11253,http://purl.obolibrary.org/obo/NCBITaxon_415425,http://example.com/n4l/na_cl_range,0–2 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2439_nm.11318,http://purl.obolibrary.org/obo/NCBITaxon_358592,http://example.com/n4l/na_cl_(does_not_grow),3 %
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.4179_nm.828,http://purl.obolibrary.org/obo/NCBITaxon_34011,http://example.com/n4l/na_cl_optimum,less than 0.01 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.12809_nm.9647,http://purl.obolibrary.org/obo/NCBITaxon_191579,http://example.com/n4l/na_cl_optimum,obligate 0%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2389_nm.11253,http://purl.obolibrary.org/obo/NCBITaxon_415425,http://example.com/n4l/na_cl_range,0–2 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2501_nm.11438,http://purl.obolibrary.org/obo/NCBITaxon_415209,http://example.com/n4l/na_cl_(grows),up to 8 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2423_nm.11302,http://purl.obolibrary.org/obo/NCBITaxon_418701,http://example.com/n4l/na_cl_range,1.5–10.0 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.8596_nm.13556,http://purl.obolibrary.org/obo/NCBITaxon_444919,http://example.com/n4l/na_cl_(does_not_grow),"0%, >6%"
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.6214_nm.9356,http://purl.obolibrary.org/obo/NCBITaxon_286420,http://example.com/n4l/na_cl_optimum,4–6 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.6536_nm.9377,http://purl.obolibrary.org/obo/NCBITaxon_271155,http://example.com/n4l/na_cl_range,0–4 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.9272_nm.14554,http://purl.obolibrary.org/obo/NCBITaxon_561966,http://example.com/n4l/na_cl_optimum,2–3 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.5619_nm.8831,http://purl.obolibrary.org/obo/NCBITaxon_265425,http://example.com/n4l/na_cl_(does_not_grow),"0%, >15% (w/v)"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2447_nm.11343,http://purl.obolibrary.org/obo/NCBITaxon_366534,http://example.com/n4l/na_cl_(does_not_grow),"7 %, 0%"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.14413_nm.8167,http://purl.obolibrary.org/obo/NCBITaxon_195907,http://example.com/n4l/na_cl_(does_not_grow),"10%,"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.1551_nm.7530,http://purl.obolibrary.org/obo/NCBITaxon_220378,http://example.com/n4l/na_cl_(does_not_grow),0.1
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.8640_nm.13239,http://purl.obolibrary.org/obo/NCBITaxon_392838,http://example.com/n4l/na_cl_optimum,0.01
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.9198_nm.14448,http://purl.obolibrary.org/obo/NCBITaxon_433660,http://example.com/n4l/na_cl_range,0–10%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.8819_nm.13777,http://purl.obolibrary.org/obo/NCBITaxon_447471,http://example.com/n4l/na_cl_(does_not_grow),"0, 8–10% (w/v),"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.683_nm.8637,http://purl.obolibrary.org/obo/NCBITaxon_261964,http://example.com/n4l/na_cl_(does_not_grow),"0%, >13%,"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.3910_nm.11418,http://purl.obolibrary.org/obo/NCBITaxon_363259,http://example.com/n4l/na_cl_(grows),2% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2765_nm.5211,http://purl.obolibrary.org/obo/NCBITaxon_114975,http://example.com/n4l/na_cl_(does_not_grow),more than 14%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.9593_nm.14786,http://purl.obolibrary.org/obo/NCBITaxon_426226,http://example.com/n4l/na_cl_optimum,0% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/nm.8337,http://purl.obolibrary.org/obo/NCBITaxon_29549,http://example.com/n4l/na_cl_optimum,2% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.7183_nm.5561,http://purl.obolibrary.org/obo/NCBITaxon_64642,http://example.com/n4l/na_cl_range,1 to 25%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2852_nm.8322,http://purl.obolibrary.org/obo/NCBITaxon_59739,http://example.com/n4l/na_cl_(does_not_grow),0
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2873_nm.8104,http://purl.obolibrary.org/obo/NCBITaxon_465820,http://example.com/n4l/na_cl_(does_not_grow),0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.13174_nm.4594,http://purl.obolibrary.org/obo/NCBITaxon_28187,http://example.com/n4l/na_cl_optimum,15-18% NaCl
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.9272_nm.14553,http://purl.obolibrary.org/obo/NCBITaxon_561965,http://example.com/n4l/na_cl_range,"halophilic, 1–7% (w/v)"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.235_nm.207,http://purl.obolibrary.org/obo/NCBITaxon_2315,http://example.com/n4l/na_cl_optimum,0.01
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.2039_nm.10986,http://purl.obolibrary.org/obo/NCBITaxon_211669,http://example.com/n4l/na_cl_(does_not_grow),0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.9223_nm.14478,http://purl.obolibrary.org/obo/NCBITaxon_552061,http://example.com/n4l/na_cl_range,0.25–20%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.3611_nm.10138,http://purl.obolibrary.org/obo/NCBITaxon_337243,http://example.com/n4l/na_cl_optimum,0.2
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.5424_nm.9471,http://purl.obolibrary.org/obo/NCBITaxon_78126,http://example.com/n4l/na_cl_(does_not_grow),0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2468_nm.11384,http://purl.obolibrary.org/obo/NCBITaxon_413812,http://example.com/n4l/na_cl_range,7.5–30.0 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.3828_nm.6772,http://purl.obolibrary.org/obo/NCBITaxon_37926,http://example.com/n4l/na_cl_(grows),"5%, 10%"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2556_nm.11508,http://purl.obolibrary.org/obo/NCBITaxon_414778,http://example.com/n4l/na_cl_(grows),12 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.6060_nm.9383,http://purl.obolibrary.org/obo/NCBITaxon_299567,http://example.com/n4l/na_cl_range,up to 4.0 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.5687_nm.9938,http://purl.obolibrary.org/obo/NCBITaxon_197461,http://example.com/n4l/na_cl_range,0.5–17.5% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.7157_nm.6166,http://purl.obolibrary.org/obo/NCBITaxon_84757,http://example.com/n4l/na_cl_range,up to 4% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2444_nm.11329,http://purl.obolibrary.org/obo/NCBITaxon_373675,http://example.com/n4l/na_cl_range,2.0-18.0 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.314_nm.7646,http://purl.obolibrary.org/obo/NCBITaxon_53461,http://example.com/n4l/na_cl_(does_not_grow),≥7%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2788_nm.1081,http://purl.obolibrary.org/obo/NCBITaxon_144026,http://example.com/n4l/na_cl_range,0-80 g NaCl−1
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.10009_nm.7760,http://purl.obolibrary.org/obo/NCBITaxon_125,http://example.com/n4l/na_cl_optimum,0.035
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2873_nm.8104,http://purl.obolibrary.org/obo/NCBITaxon_465820,http://example.com/n4l/na_cl_(does_not_grow),0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2471_nm.11388,http://purl.obolibrary.org/obo/NCBITaxon_425498,http://example.com/n4l/na_cl_range,1–6 %
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.9593_nm.14786,http://purl.obolibrary.org/obo/NCBITaxon_426226,http://example.com/n4l/na_cl_range,0 and 2% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.5687_nm.9938,http://purl.obolibrary.org/obo/NCBITaxon_197461,http://example.com/n4l/na_cl_(grows),"13.5% (w/v). 0.5–13.5%,"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.3556_nm.3475,http://purl.obolibrary.org/obo/NCBITaxon_81425,http://example.com/n4l/na_cl_(grows),0
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2725_nm.5464,http://purl.obolibrary.org/obo/NCBITaxon_1376,http://example.com/n4l/na_cl_(grows),0.065
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2774_nm.10132,http://purl.obolibrary.org/obo/NCBITaxon_221822,http://example.com/n4l/na_cl_optimum,0.51 and 0.68 M
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2586_nm.11445,http://purl.obolibrary.org/obo/NCBITaxon_427078,http://example.com/n4l/na_cl_(does_not_grow),0
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2603_nm.11574,http://purl.obolibrary.org/obo/NCBITaxon_444060,http://example.com/n4l/na_cl_range,0 to 12 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2452_nm.11359,http://purl.obolibrary.org/obo/NCBITaxon_381830,http://example.com/n4l/na_cl_range,1.5–25 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2604_nm.11575,http://purl.obolibrary.org/obo/NCBITaxon_380174,http://example.com/n4l/na_cl_(does_not_grow),>1 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2371_nm.11225,http://purl.obolibrary.org/obo/NCBITaxon_258475,http://example.com/n4l/na_cl_range,0–0.5%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2398_nm.10812,http://purl.obolibrary.org/obo/NCBITaxon_1599,http://example.com/n4l/na_cl_(grows),10% (most strains)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.5886_nm.2936,http://purl.obolibrary.org/obo/NCBITaxon_213783,http://example.com/n4l/na_cl_range,1–6 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.8571_nm.13408,http://purl.obolibrary.org/obo/NCBITaxon_420402,http://example.com/n4l/na_cl_range,1–5 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.10365_nm.16884,http://purl.obolibrary.org/obo/NCBITaxon_493376,http://example.com/n4l/na_cl_optimum,2–3 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.1706_nm.10906,http://purl.obolibrary.org/obo/NCBITaxon_375761,http://example.com/n4l/na_cl_range,0-10%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.9939_nm.14916,http://purl.obolibrary.org/obo/NCBITaxon_396005,http://example.com/n4l/na_cl_(does_not_grow),0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2650_nm.352,http://purl.obolibrary.org/obo/NCBITaxon_44470,http://example.com/n4l/na_cl_range,8 and 30%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2368_nm.11198,http://purl.obolibrary.org/obo/NCBITaxon_415221,http://example.com/n4l/na_cl_(grows),up to 4%(w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2389_nm.11253,http://purl.obolibrary.org/obo/NCBITaxon_415425,http://example.com/n4l/na_cl_range,0–2 %
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.8571_nm.13408,http://purl.obolibrary.org/obo/NCBITaxon_420402,http://example.com/n4l/na_cl_optimum,3 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2638_nm.11180,http://purl.obolibrary.org/obo/NCBITaxon_414046,http://example.com/n4l/na_cl_optimum,0.6 M
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2977_nm.9174,http://purl.obolibrary.org/obo/NCBITaxon_43595,http://example.com/n4l/na_cl_optimum,7.5 to 12.5%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.5274_nm.259,http://purl.obolibrary.org/obo/NCBITaxon_101192,http://example.com/n4l/na_cl_(does_not_grow),higher than 0.4 M
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2423_nm.11302,http://purl.obolibrary.org/obo/NCBITaxon_418701,http://example.com/n4l/na_cl_(does_not_grow),1.0 or 15 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2361_nm.11209,http://purl.obolibrary.org/obo/NCBITaxon_299480,http://example.com/n4l/na_cl_range,2–30%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.1320_nm.8056,http://purl.obolibrary.org/obo/NCBITaxon_28131,http://example.com/n4l/na_cl_(does_not_grow),0.065
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2392_nm.11257,http://purl.obolibrary.org/obo/NCBITaxon_361280,http://example.com/n4l/na_cl_(grows),"0%, 18 %"
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2604_nm.11575,http://purl.obolibrary.org/obo/NCBITaxon_380174,http://example.com/n4l/na_cl_(does_not_grow),>1 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.9223_nm.14478,http://purl.obolibrary.org/obo/NCBITaxon_552061,http://example.com/n4l/na_cl_optimum,1.5–10%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/Sheet2,http://example.com/n4l/nm.9872,http://purl.obolibrary.org/obo/NCBITaxon_298163,http://example.com/n4l/na_cl_(does_not_grow),2 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.7446_nm.4444,http://purl.obolibrary.org/obo/NCBITaxon_78120,http://example.com/n4l/na_cl_(does_not_grow),24g 1^-1
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2855_nm.10952,http://purl.obolibrary.org/obo/NCBITaxon_326078,http://example.com/n4l/na_cl_range,0 and 14 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.5759_nm.2955,http://purl.obolibrary.org/obo/NCBITaxon_91359,http://example.com/n4l/na_cl_optimum,2.5-3.5 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2758_nm.2854,http://purl.obolibrary.org/obo/NCBITaxon_2743,http://example.com/n4l/na_cl_range,0.08 to 3.5 M
