ref,year,pubmedid,prot,protStatementCount,org,rank,ncbiTaxonIRI,doi,kgMicrobeAssertionCount,orgName
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1138452,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1138585,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1138587,,54.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1138822,,19.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1138871,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1139219,,18.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1139996,,22.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1140,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1140002,,18.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1140003,,22.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114090,,29.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141101,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141102,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141106,,22.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141221,,20.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141647,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141657,,15.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141660,,24.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141661,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141662,,21.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141663,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141845,,11.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141846,,14.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141874,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141878,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141882,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141883,,28.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141887,,8.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141888,,23.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141889,,48.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141890,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1141892,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114197,,19.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1142134,,47.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1142234,,13.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1142239,,46.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1142394,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114249,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114259,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1143,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1143190,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1143711,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144253,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144271,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144272,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144273,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144275,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144278,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144302,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144306,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144307,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144312,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144314,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144321,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144323,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144332,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144333,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144339,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144343,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144477,,57.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144478,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144547,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144548,,41.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144553,,45.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144617,,54.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144618,,56.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144672,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144680,,14.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144682,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144708,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144748,,30.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144750,,29.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144873,,48.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144882,,50.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1144883,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145106,,18.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145110,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145111,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145112,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145113,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145114,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145115,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145116,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145117,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145118,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114527,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145276,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114528,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114529,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1145318,,61.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114615,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114616,,8.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114683,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114685,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114686,,14.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114687,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114688,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1146882,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1146883,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1146890,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1146892,,22.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114702,,17.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147123,,36.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147130,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147159,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147161,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147164,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147165,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147166,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147167,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147168,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147169,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147170,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147171,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147172,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147173,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147174,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147175,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147176,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147177,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147178,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147179,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147180,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147181,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147182,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147183,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147184,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147185,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147186,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147187,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147188,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147189,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147190,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147191,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147192,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147193,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147194,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147195,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147196,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147197,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147198,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147199,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147200,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147201,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147202,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147203,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147204,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147205,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147206,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147207,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147208,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147209,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147210,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147211,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147212,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147213,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147214,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147215,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147216,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147217,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147218,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147219,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147220,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147221,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147222,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147223,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147224,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147225,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147226,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147227,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147228,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147229,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147230,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147231,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147232,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147233,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147786,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1147787,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1148,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1148057,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1148157,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1148196,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1148509,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1148757,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1148759,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1148786,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_114885,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1149132,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1149133,,24.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1149134,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1149773,,24.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1149858,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1149863,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1149864,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150112,,32.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150157,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150298,,36.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150368,,43.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150369,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150371,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150423,,31.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150460,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150461,,31.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150468,,23.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150469,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150474,,27.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150476,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150600,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150601,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150612,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150613,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150621,,8.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150624,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150625,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150626,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150674,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150773,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150776,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150864,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1150867,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151113,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151117,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_115117,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151213,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151214,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151215,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151216,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151217,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151219,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151220,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151221,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151222,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151224,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151225,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151226,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151227,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151228,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151231,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151232,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151233,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151234,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151235,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151236,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151237,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151238,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151239,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151240,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151241,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151242,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151243,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151244,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151246,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151247,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151248,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151249,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151250,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151251,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151252,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151253,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151254,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151255,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151256,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151257,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151258,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151259,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151260,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151261,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151262,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151263,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151264,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151265,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151266,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151267,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151268,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151269,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151270,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151271,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151272,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151273,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151274,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151275,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151276,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151277,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151278,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151279,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151280,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151281,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151282,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151283,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151284,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151285,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151286,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151287,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151288,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151289,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151290,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151291,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151292,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151293,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151294,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151295,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151296,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151297,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151298,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151299,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151300,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151301,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151302,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151303,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151304,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151305,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151307,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151308,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151309,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151310,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151311,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151312,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151313,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151314,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151315,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151316,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151317,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151318,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151319,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151320,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151321,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151322,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151323,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151324,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151325,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151326,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151327,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151328,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151329,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151330,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151331,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151332,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151333,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151334,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1151335,,2.0,
