term_id	value_type	lang	note	modified	user
332	ET	en	<p>from discovering scientist Hans Christian Gram</p>	2014-01-30 15:51:20	2
333	DE	en	<p>referring to a physiological phenomenon of the peptidoglycan in a bacterial cell wall degrading over the life of a culture. Subsequently, the cell wall becomes leaky and does not retain crystal violet dye when stained.</p>	2014-01-30 15:52:37	2
330	NA	en	<p>Referring to:</p>\n<ul>\n<li>Gram stain variable (stain result)</li>\n<li>Gram type variable (physiology)</li>\n</ul>	2015-04-02 18:17:39	3
333	PS	en	<p>adjective</p>	2014-01-30 15:52:06	2
333	ET	en	<p>from discovering scientist Hans Christian Gram</p>	2014-01-30 15:52:16	2
330	PS	en	<p>adjective</p>	2014-01-30 15:56:03	2
330	PR	en	<p>/ˈgr&aelig;mˈvɛəriəbəl/</p>	2014-01-30 15:56:19	2
330	ET	en	<p>from discovering scientist Hans Christian Gram</p>	2014-01-30 15:56:28	2
339	NA	en	<p>see Gram-stain-variable</p>	2015-04-02 16:00:11	3
994	DE	en	<p>A strain or set of similar strains which may be distinguished from other strains (within a given subspecies) based upon morphological characteristics.</p>	2015-04-02 19:05:29	3
339	PS	en	<p>adjective</p>	2014-01-30 15:57:05	2
339	ET	en	<p>from discovering scientist Hans Christian Gram</p>	2014-01-30 15:57:31	2
547	DE	en	<p>Organic compounds that must be supplied in an organism's diet. This is because these compounds are essential cell components (or precursors) and cannot be synthesized by the organism.</p>	2014-01-30 15:58:01	2
566	DE	en	<p>The location in nature where an organism resides.</p>	2014-01-30 15:58:31	2
566	PS	en	<p>noun</p>	2014-01-30 15:58:43	2
566	PR	en	<p>/ˈh&aelig;bɪˌt&aelig;t/</p>	2014-01-30 15:58:54	2
566	ET	en	<p>Latin, from habitāre</p>	2014-01-30 15:59:03	2
215	DE	en	<p>pertaining to spore ornamentation, a spore surface which has numerous long filament like projections, longer and duller than the projections on a spiny spore.</p>	2014-01-30 15:59:39	2
215	PS	en	<p>adjective</p>	2014-01-30 15:59:49	2
215	PR	en	<p>/ˈhɛəri/</p>	2014-01-30 16:00:00	2
215	ET	en	<p>Middle English, from heeri</p>	2014-01-30 16:00:11	2
452	DE	en	<p>salt loving organism. An organism which grows optimally at high electrolyte concentrations (above .2 M), typically growing poorly or not at all in low concentrations of electrolyte. A common electrolyte being sodium chloride NaCl.</p>	2014-01-30 16:01:05	2
452	PS	en	<p>noun</p>	2014-01-30 16:03:01	2
452	PR	en	<p>/ˈh&aelig;ləˌfaɪl/</p>	2014-01-30 16:03:13	2
452	ET	en	<p>Greek, from h&aacute;ls &amp; Latin, from philus</p>	2014-01-30 16:03:26	2
453	DE	en	<p>salt loving organisms. Organisms which grows optimally at high electrolyte concentrations (above .2 M), typically growing poorly or not at all in low concentrations of electrolyte. A common electrolyte being sodium chloride NaCl.</p>	2014-01-30 16:07:47	2
453	PS	en	<p>noun</p>	2014-01-30 16:08:23	2
453	PR	en	<p>/ˈh&aelig;ləˌfaɪl/</p>	2014-01-30 16:08:33	2
453	ET	en	<p>Greek, from h&aacute;ls &amp; Latin, from philus</p>	2014-01-30 16:08:41	2
454	DE	en	<p>pertaining to optimal growth at high electrolyte concentrations, concentrations above .2 M</p>	2014-01-30 16:09:22	2
454	PS	en	<p>adjective</p>	2014-01-30 16:09:31	2
454	ET	en	<p>Greek, from h&aacute;ls &amp; Latin, from philus</p>	2014-01-30 16:09:42	2
455	DE	en	<p>describing non-halophiles. The ability of a organism to grow in the presence of high electrolyte concentrations, without the obligation to do so.</p>	2014-01-30 16:12:10	2
455	PS	en	<p>adjective</p>	2014-01-30 16:12:20	2
455	ET	en	<p>Greek, from h&aacute;ls &amp; Latin, from tolerant</p>	2014-01-30 16:12:29	2
402	DE	en	<p>an organism whose carbon requirements are fulfilled completely or mostly by organic compounds.</p>	2014-01-30 16:13:09	2
402	PS	en	<p>noun</p>	2014-01-30 16:13:18	2
402	PR	en	<p>/ˈhɛtərəˌtrɒf/</p>	2014-01-30 16:13:28	2
402	ET	en	<p>Greek,from h&eacute;teros&nbsp; &amp; trophik&oacute;s</p>	2014-01-30 16:13:40	2
403	DE	en	<p>an organism whose carbon requirements are fulfilled completely or mostly by organic compounds.</p>	2014-01-30 16:14:03	2
403	PS	en	<p>noun</p>	2014-01-30 16:14:14	2
403	PR	en	<p>/ˈhɛtərəˌtrɒf/</p>	2014-01-30 16:15:31	2
403	ET	en	<p>Greek,from h&eacute;teros&nbsp; &amp; trophik&oacute;s</p>	2014-01-30 16:15:42	2
202	DE	en	<p>a branched or unbranched filamentous organization of growth many of which together constitute the vegetative form of a colony. A mass of vegetative hyphae is referred to as a mycelium.</p>	2014-02-03 18:50:16	2
202	PS	en	<p>noun</p>	2014-01-30 16:22:31	2
202	PR	en	<p>/ˈhaɪfə/</p>	2014-01-30 16:22:42	2
202	ET	en	<p>Greek, from huphē</p>	2014-01-30 16:22:50	2
203	DE	en	<p>a branched or unbranched filamentous organization of growth many of which together constitute the vegetative form of a colony. A mass of vegetative hyphae is referred to as a mycelium.</p>	2014-02-03 18:50:45	2
203	PS	en	<p>noun</p>	2014-01-30 16:23:22	2
203	PR	en	<p>/ˈhaɪfə/</p>	2014-01-30 16:24:52	2
203	ET	en	<p>Greek, from huphē</p>	2014-01-30 16:25:02	2
204	DE	en	<p>pertaining to hyphae.</p>	2014-01-30 16:25:26	2
204	PS	en	<p>adjective</p>	2014-01-30 16:25:35	2
204	PR	en	<p>/ˈhaɪfə/</p>	2014-01-30 16:25:44	2
204	ET	en	<p>Greek, from huphē</p>	2014-01-30 16:25:53	2
613	DE	en	<p>fimbria class three. These fimbriae have adhesive properties which are not inhibited by mannose.</p>	2014-01-30 16:27:56	2
613	PS	en	<p>noun</p>	2014-01-30 16:28:09	2
613	PR	en	<p>/&theta;ri/</p>	2014-01-30 16:28:20	2
613	ET	en	<p>Old English, from thrēo</p>	2014-01-30 16:28:31	2
612	DE	en	<p>fimbria class two. These fimbriae do not display the adhesive and haemagglutinating properties of class one fimbriae.</p>	2014-01-30 16:28:56	2
612	PS	en	<p>noun</p>	2014-01-30 16:30:22	2
612	PR	en	<p>/tu/</p>	2014-01-30 16:30:32	2
612	ET	en	<p>Old English, from twā</p>	2014-01-30 16:30:59	2
611	DE	en	<p>fimbria class one. Chromosome-encoded fimbriae. Adhere via lateral sites along the fimbria, this adherence is inhibited by D-mannose. Cause mannose sensitive haemagglutination.</p>	2014-01-30 16:32:42	2
611	PS	en	<p>noun</p>	2014-01-30 16:31:32	2
611	PR	en	<p>/wʌn/</p>	2014-01-30 16:31:44	2
611	ET	en	<p>Middle English, from oon</p>	2014-01-30 16:31:57	2
68	DE	en	<p>not capable of locomotion, non-moving. Not motile.</p>	2014-01-30 16:35:00	2
68	PS	en	<p>adjective</p>	2014-01-30 16:35:16	2
68	PR	en	<p>/ɪˈmoʊtl/</p>	2014-01-30 16:35:27	2
68	ET	en	<p>Latin, from movēre</p>	2014-01-30 16:35:42	2
578	DE	en	<p>A series of tests used in the identification of bacteria, often enteric bacteria. The IMViC tests are; indole test, methyl red test, Voges-Proskauer test, and Citrate test.</p>	2014-01-30 16:36:29	2
483	DE	en	<p>the process of maintaining an inoculated media at a particular ambient temperature over a period of time in order to provide conditions suitable for growth.</p>	2014-01-30 16:36:54	2
483	PS	en	<p>noun</p>	2014-01-30 16:37:06	2
483	PR	en	<p>/ˌɪnkyəˈbeɪʃən/</p>	2014-01-30 16:37:16	2
483	ET	en	<p>Latin, from incubātiō</p>	2014-01-30 16:37:25	2
484	DE	en	<p>a thermally insulated and thermostatically controlled container which is used for incubation.</p>	2014-01-30 16:40:42	2
484	PS	en	<p>noun</p>	2014-01-30 16:40:56	2
484	PR	en	<p>/ˈɪnkyəˌbeɪtər/</p>	2014-01-30 16:41:09	2
484	ET	en	<p>Latin, from incubātiō</p>	2014-01-30 16:41:22	2
485	DE	en	<p>plural of incubator, see incubator.</p>	2014-01-30 16:41:40	2
485	PS	en	<p>noun</p>	2014-01-30 16:41:53	2
485	PR	en	<p>/ˈɪnkyəˌbeɪtər/</p>	2014-01-30 16:42:13	2
485	ET	en	<p>Latin, from incubātiō</p>	2014-01-30 16:42:20	2
553	DE	en	<p>a bicyclic organic compound consisting of a fused benzene and pyrrole ring. Produced by many bacteria during the degradation of tryptophan. Indole also has an intense fecal odor and occurs naturally in human feces.</p>	2014-01-30 16:43:32	2
553	PS	en	<p>noun</p>	2014-01-30 16:43:46	2
553	PR	en	<p>/ˈɪndoʊl/</p>	2014-01-30 16:43:59	2
553	ET	en	<p>Latin, from Indus &amp; olus</p>	2014-01-30 16:44:11	2
574	DE	en	<p>A test used to determine if an organism is able to produce indole from tryptophan. The test consists of incubating the organism in peptone or tryptone water at 37&deg;C for 48 hours . Then, .5 ml of Kov&aacute;cs' indole reagent is added to 5 ml of culture (this only represents one possible procedure). In a positive test, a floating layer which is pink or red is produced. Part of the IMViC tests.</p>	2015-04-01 16:50:48	3
521	DE	en	<p>plural of inoculum. See inoculum.</p>	2014-01-30 16:45:12	2
521	PS	en	<p>noun</p>	2014-01-30 16:45:29	2
521	PR	en	<p>/ɪˈnɒkyələ/</p>	2014-01-30 16:45:43	2
521	ET	en	<p>Neo-Latin, &nbsp;from inoculāre</p>	2014-01-30 16:45:57	2
519	DE	en	<p>to preform an inoculation.</p>	2014-01-30 16:50:20	2
519	PS	en	<p>verb</p>	2014-01-30 16:50:30	2
519	PR	en	<p>/ɪˈnɒkyəˌleɪt/</p>	2014-01-30 16:50:41	2
519	ET	en	<p>Latin, from inoculātiōn</p>	2014-01-30 16:50:50	2
518	DE	en	<p>the process of placing of material onto or into a medium using aseptic technique to initiate a culture.</p>	2014-01-30 16:51:19	2
518	PS	en	<p>noun</p>	2014-01-30 16:51:39	2
518	PR	en	<p>/ɪˌnɒkyəˈleɪʃən/</p>	2014-01-30 16:51:48	2
518	ET	en	<p>Latin, from inoculātiōn</p>	2014-01-30 16:51:57	2
520	DE	en	<p>the material used in an inoculation, typically contains viable microorganisms.</p>	2014-01-30 16:52:26	2
520	PS	en	<p>noun</p>	2014-01-30 16:52:38	2
520	PR	en	<p>/ɪˈnɒkyələm/</p>	2014-01-30 16:52:48	2
520	ET	en	<p>Neo-Latin, &nbsp;from inoculāre</p>	2014-01-30 16:52:59	2
206	DE	en	<p>pertaining to spore ornamentation, a spore surface which has a loose, wrinkly, prune like, appearance.</p>	2014-01-30 16:55:50	2
206	PS	en	<p>adjective</p>	2014-01-30 16:56:01	2
206	PR	en	<p>/ɪˈrɛgyələr ˈrugoʊs/</p>	2014-01-30 16:56:11	2
206	ET	en	<p>Late Latin, from irrēgulāris &amp; rūgōsus</p>	2014-01-30 16:56:21	2
567	DE	en	<ul>\n<li>Pertaining to a microbiological procedure in which a species of organism is obtained in pure culture.</li>\n<li>Pertaining to a medical procedure in which patients or animals are separated in order to prevent the spread of disease. (see quarantine)</li>\n</ul>	2014-01-30 16:57:31	2
567	PS	en	<p>noun</p>	2014-01-30 16:58:00	2
567	PR	en	<p>/ˌaɪsəˈleɪʃən/</p>	2014-01-30 16:58:15	2
567	ET	en	<p>French, from isol&eacute; &amp; ion</p>	2014-01-30 16:58:27	2
614	DE	en	<p>fimbria class four. These fimbriae have adhesive properties and promote mannose resistant haemagglutination.</p>	2014-01-30 16:59:36	2
614	PS	en	<p>noun</p>	2014-01-30 16:59:09	2
614	PR	en	<p>/foʊr/</p>	2014-01-30 16:59:19	2
614	ET	en	<p>Middle English, from four</p>	2014-01-30 16:59:29	2
209	DE	en	<p>pertaining to spore ornamentation, a spore surface which as numerous lumpy knob shaped projections on its surface.</p>	2014-01-30 17:00:44	2
209	PS	en	<p>adjective</p>	2014-01-30 17:00:53	2
209	PR	en	<p>/ˈnɒbi/</p>	2014-01-30 17:01:02	2
209	ET	en	<p>Middle English, from knobbe</p>	2014-01-30 17:01:15	2
523	DE	en	<p>the first of four main phases of growth that a bacterial population undergoes in a closed system (e.g. batch culture). Occurs when cells are first introduced into a new environment. during this phase the growth curve exhibits a minimal rate of increase in cell numbers, this is often due to cells adapting to their new environment and growth conditions.</p>	2014-01-30 17:01:37	2
523	PS	en	<p>noun</p>	2014-01-30 17:04:00	2
523	PR	en	<p>/l&aelig;g'feɪz/</p>	2014-01-30 17:04:17	2
523	ET	en	<p>Norwegian, from lagga &amp; New Latin, from phasis</p>	2014-01-30 17:04:24	2
114	DE	en	<p>Great in size, scale, and scope</p>	2014-01-30 17:04:52	2
114	PS	en	<p>adjective</p>	2014-01-30 17:05:04	2
114	PR	en	<p>/lɑrdʒ/</p>	2014-01-30 17:05:13	2
114	ET	en	<p>Latin, from largus</p>	2014-01-30 17:05:24	2
14	PR	en	<p>/ˌfɪləˈmɛntəs/</p>	2014-01-30 17:09:33	2
14	PS	en	<p>adjective</p>	2014-01-30 17:09:50	2
14	ET	en	<p>Medieval Latin, from filamentum</p>	2014-01-30 17:10:01	2
298	DE	en	<p>pertaining to a sporangium.</p>	2014-02-04 18:30:51	2
298	PS	en	<p>adjective</p>	2014-02-04 18:30:38	2
14	DE	en	<p>A greatly elongated rod shaped cell which is much longer than it is wide. The length/width ratios for filamentious cells ranges from 10 to 16 or greater.</p>	2015-10-16 16:09:50	3
72	DE	en	<p>Pertaining to colony form morphology, having several thread-like projections extending in each direction radiating from the colony center, having an overall fuzzy appearance (similar to a cotton ball)</p>	2014-01-30 17:11:49	2
72	PR	en	<p>/ˌfɪləˈmɛntəs/</p>	2014-01-30 17:12:01	2
72	PS	en	<p>adjective</p>	2014-01-30 17:12:11	2
72	ET	en	<p>Medieval Latin, from filamentum</p>	2014-01-30 17:12:24	2
220	DE	en	<p>Pertaining to colony form morphology, having a structure which lacks symmetry and regular form</p>	2014-01-30 18:35:10	2
220	PS	en	<p>adjective</p>	2014-01-30 18:35:20	2
220	PR	en	<p>/ɪˈrɛgyələr/</p>	2014-01-30 18:35:33	2
220	ET	en	<p>Late Latin, from irrēgulāris</p>	2014-01-30 18:35:43	2
89	DE	en	<p>lacking symmetry, regular form, or normality</p>	2014-01-30 18:36:06	2
89	PS	en	<p>adjective</p>	2014-01-30 18:36:19	2
89	PR	en	<p>/ɪˈrɛgyələr/</p>	2014-01-30 18:36:30	2
89	ET	en	<p>Late Latin, from irrēgulāris</p>	2014-01-30 18:36:43	2
82	DE	en	<p>pertaining to sporangium shape, having a sporangium which lacks symmetry and regular form however still somewhat globular in shape. Often a polysporous arrangement, where spores are arranged in a clump or tangled chain.</p>	2014-01-30 18:37:53	2
82	PS	en	<p>adjective</p>	2014-01-30 18:38:05	2
82	PR	en	<p>/ɪˈrɛgyələr/</p>	2014-01-30 18:38:14	2
82	ET	en	<p>Late Latin, from irrēgulāris</p>	2014-01-30 18:38:31	2
137	PS	en	<p>adjective</p>	2014-01-30 18:38:58	2
137	PR	en	<p>/ˈl&aelig;tərəl/</p>	2014-01-30 18:39:12	2
137	ET	en	<p>Latin, from laterālis</p>	2014-01-30 18:39:25	2
121	DE	en	<p>pertaining to distribution about the cell, located at or positioned at the side of the cell. (for a rod shaped bacterium lateral would refer to the long surfaces running the length of the cell and polar would refer to the short rounded ends which form the tip of the rod.)</p>	2014-01-30 18:39:44	2
121	PS	en	<p>adjective</p>	2014-01-30 18:39:55	2
121	PR	en	<p>/ˈl&aelig;tərəl/</p>	2014-01-30 18:40:07	2
121	ET	en	<p>Latin, from laterālis</p>	2014-01-30 18:40:21	2
379	DE	en	<p>the greatest extent of anything measured end to end.</p>	2014-01-30 18:40:51	2
379	PS	en	<p>noun</p>	2014-01-30 18:41:01	2
379	PR	en	<p>/lɛŋk&theta;/</p>	2014-01-30 18:41:10	2
379	ET	en	<p>Middle English, from length</p>	2014-01-30 18:41:22	2
93	PS	en	<p>adjective</p>	2014-01-30 18:41:45	2
93	PR	en	<p>/lɛnz/</p>	2014-01-30 18:42:02	2
93	ET	en	<p>Latin, from lēns</p>	2014-01-30 18:42:13	2
84	PR	en	<p>/lɛnz/</p>	2014-01-30 18:42:36	2
84	ET	en	<p>Latin, from lēns</p>	2014-01-30 18:42:45	2
272	DE	en	<p>to rest down upon, to remain in a position of inactivity.</p>	2014-01-30 18:43:04	2
272	PS	en	<p>verb</p>	2014-01-30 18:43:14	2
272	PR	en	<p>/laɪ/</p>	2014-01-30 18:43:24	2
272	ET	en	<p>Middle English, from lien</p>	2014-01-30 18:43:37	2
404	DE	en	<p>an organism who uses an inorganic substance as a substrate in energy metabolism.</p>	2014-01-30 18:45:01	2
404	PS	en	<p>noun</p>	2014-01-30 18:45:11	2
404	ET	en	<p>Greek, from trophik&oacute;s</p>	2014-02-03 18:52:19	2
405	DE	en	<p>organisms who use an inorganic substance as a substrate in energy metabolism.</p>	2014-01-30 18:45:47	2
405	PS	en	<p>noun</p>	2014-01-30 18:46:02	2
405	ET	en	<p>Greek,from trophik&oacute;s</p>	2014-01-30 18:46:18	2
69	DE	en	<p>Pertaining to colony edge morphology, having margins with lobe like projections</p>	2014-01-30 18:46:45	2
69	PS	en	<p>adjective</p>	2014-01-30 18:46:56	2
69	PR	en	<p>/ˈloʊbeɪt/</p>	2014-01-30 18:47:06	2
69	ET	en	<p>Neo-Latin, from lobātus</p>	2014-01-30 18:47:15	2
218	DE	en	<p>pertaining to sporangium shape, having a sporangium with lobe like branching. Often a polysporous arrangement, where spores are arranged in close chains.</p>	2014-01-30 18:47:39	2
218	PS	en	<p>adjective</p>	2014-01-30 18:47:47	2
218	PR	en	<p>/ˈloʊbeɪt/</p>	2014-01-30 18:47:58	2
218	ET	en	<p>Neo-Latin, from lobātus</p>	2014-01-30 18:48:07	2
525	DE	en	<p>the second of four main phases of growth that a bacterial population undergoes in a closed system (e.g. batch culture). Occurs directly after lag phase. The growth curve exhibits an exponential rate of increase in cell numbers. Growth rate at this time is constant and maximal given the environment and growth conditions.</p>	2014-01-30 18:49:51	2
525	PS	en	<p>noun</p>	2014-01-30 18:50:13	2
525	PR	en	<p>/lɔg'feɪz/</p>	2014-01-30 18:50:23	2
525	ET	en	<p>New Latin, from logarithmus &amp; phasis</p>	2014-01-30 18:50:34	2
526	DE	en	<p>the second of four main phases of growth that a bacterial population undergoes in a closed system (e.g. batch culture). Occurs directly after lag phase. The growth curve exhibits an exponential rate of increase in cell numbers. Growth rate at this time is constant and maximal given the environment and growth conditions.</p>	2014-01-30 18:51:02	2
526	PS	en	<p>noun</p>	2014-01-30 18:51:13	2
526	PR	en	<p>/ˌlɔgəˈrɪ&eth;mɪk'feɪz/</p>	2014-01-30 18:51:21	2
526	ET	en	<p>New Latin, from logarithmus &amp; phasis</p>	2014-01-30 18:51:34	2
159	DE	en	<p>multiple flagella arranged in a tuft at one or both cell poles or elsewhere. This term can overlap with "amphitrichous" because both terms can be applied to a cell which has multiple flagella situated at both poles of the cell.</p>	2015-10-19 13:40:13	3
159	PS	en	<p>adjective</p>	2014-01-30 18:52:31	2
159	PR	en	<p>/lə-ˈf&auml;-trə-kəs/</p>	2014-01-30 18:52:43	2
159	ET	en	<p>Greek, from thrix</p>	2014-01-30 18:52:55	2
124	DE	en	<p>Pertaining to colony elevation, curved outward from the surface of the agar slightly</p>	2014-01-30 18:56:23	2
124	PS	en	<p>adjective</p>	2014-01-30 18:56:33	2
124	PR	en	<p>/<span class="pron ipapron" style="display: inline;">loʊ</span> kɒnˈvɛks/</p>	2015-03-30 16:11:08	3
124	ET	en	<p>Latin, from convexus</p>	2014-01-30 18:56:57	2
381	DE	en	<ul>\n<li>a coherent body of matter.</li>\n<li>a collection or aggregation of parts or particles.</li>\n<li>the amount of matter contained in a physical body, commonly denoted by the SI unit: kilogram.</li>\n</ul>	2014-01-30 18:57:43	2
381	PS	en	<p>noun</p>	2014-01-30 18:57:50	2
381	PR	en	<p>/m&aelig;s/</p>	2014-01-30 18:58:01	2
381	ET	en	<p>Middle English, from masse</p>	2014-01-30 18:58:13	2
304	DE	en	<p>the state of being fully developed or grown.</p>	2014-01-30 18:58:37	2
304	PS	en	<p>noun</p>	2014-01-30 18:58:48	2
304	PR	en	<p>/məˈtʃʊərɪti/</p>	2014-01-30 18:58:59	2
304	ET	en	<p>Middle English, from maturite</p>	2014-01-30 18:59:11	2
481	DE	en	<p>plural of medium. Any liquid or solid prepared specifically for the growth, storage, or transport of microorganisms.</p>	2014-01-30 19:03:17	2
481	PS	en	<p>noun</p>	2014-01-30 19:00:23	2
481	PR	en	<p>/ˈmidiə/</p>	2014-01-30 19:00:35	2
481	ET	en	<p>Latin, from medius</p>	2014-01-30 19:00:46	2
482	DE	en	<p>any liquid or solid prepared specifically for the growth, storage, or transport of microorganisms.</p>	2014-01-30 19:02:20	2
482	PS	en	<p>noun</p>	2014-01-30 19:02:30	2
482	PR	en	<p>/ˈmidiəm/</p>	2014-01-30 19:02:44	2
482	ET	en	<p>Latin, from medius</p>	2014-01-30 19:02:55	2
196	DE	en	<p>a thin covering, comprised mostly of lipids, encapsulating parts of the cell.</p>	2014-01-30 19:03:37	2
196	PS	en	<p>noun</p>	2014-01-30 19:03:54	2
196	PR	en	<p>/ˈmɛmbreɪn/</p>	2014-01-30 19:04:02	2
196	ET	en	<p>Middle English, from membraan</p>	2014-01-30 19:04:14	2
445	DE	en	<p>An organism whose optimal growth temperature is between twenty and forty five degrees Celsius. Keeping in mind the definition for "psychrophile" this range is often extended; fifteen to forty five.</p>	2015-10-19 14:14:06	3
445	PS	en	<p>noun</p>	2014-01-30 19:05:03	2
445	PR	en	<p>/ˈmɛzəˌfaɪl/</p>	2014-01-30 19:05:17	2
445	ET	en	<p>Greek, from m&eacute;sos&nbsp; &amp; Latin, from philus</p>	2014-01-30 19:05:28	2
446	DE	en	<p>organisms whose optimum growth temperature lies between twenty and forty five degrees Celsius.</p>	2014-01-30 19:06:01	2
446	PS	en	<p>noun</p>	2014-01-30 19:06:22	2
446	PR	en	<p>/ˈmɛzəˌfaɪl/</p>	2014-01-30 19:06:31	2
446	ET	en	<p>Greek, from m&eacute;sos&nbsp; &amp; Latin, from philus</p>	2014-01-30 19:06:41	2
447	DE	en	<p>pertaining to an optimal growth temperature between twenty and forty five degrees Celsius.</p>	2014-01-30 19:25:26	2
447	PS	en	<p>adjective</p>	2014-01-30 19:25:39	2
447	PR	en	<p>/ˌmɛzəˈfɪlɪk/</p>	2014-01-30 19:25:52	2
447	ET	en	<p>Greek, from m&eacute;sos&nbsp; &amp; Latin, from philus</p>	2014-01-30 19:26:03	2
544	DE	en	<p>the total of all chemical reactions in a cell, consisting of all anabolic and catabolic reactions.</p>	2014-01-30 19:26:51	2
544	PS	en	<p>noun</p>	2014-01-30 19:27:01	2
544	PR	en	<p>/məˈt&aelig;bəˌlɪzəm/</p>	2014-01-30 19:27:10	2
544	ET	en	<p>Greek, from metabol &amp; ismos</p>	2014-01-30 19:27:22	2
26	DE	en	<p>phenomenon of substances developing a color different from the dye used to stain them</p>	2014-01-30 19:27:49	2
26	PS	en	<p>noun</p>	2014-01-30 19:28:04	2
25	DE	en	<p>characterized by staining in a different color than what is typical</p>	2014-01-30 19:28:26	2
25	PS	en	<p>adjective</p>	2014-01-30 19:28:40	2
25	PR	en	<p>/ˌmɛtəˈkroʊməˌtɪzəm/</p>	2014-01-30 19:28:54	2
575	DE	en	<p>A test used to determine if an organism is able to acidify a phosphate buffered glucose peptone medium to pH 4.4 or below. The test consists of inoculating phosphate buffered glucose peptone medium and subsequent incubation at 37&deg;C (for 48 hrs) or 30&deg;C (for 5 days). Part of the IMViC tests.</p>	2015-04-01 16:53:31	3
365	DE	en	<p>pertaining to an environment where oxygen is present but at a partial pressure, usually significantly lower than that of air.</p>	2014-01-30 19:30:37	2
365	PS	en	<p>adjective</p>	2014-01-30 19:30:50	2
365	PR	en	<p>/ɛəˈroʊbɪk/</p>	2014-01-30 19:31:03	2
365	ET	en	<p>Greek, from āer &amp; mīkro &amp; b&iacute;os</p>	2014-01-30 19:31:14	2
364	DE	en	<p>pertaining to an organism which grows optimally in a microaerobic environment. Organisms which, in nature, normally grow in the presence of small amounts of oxygen.</p>	2014-01-30 19:31:39	2
364	PS	en	<p>adjective</p>	2014-01-30 19:31:51	2
364	PR	en	<p>/ˌmaɪkrəʊˈɛərəʊˌfaɪl/</p>	2014-01-30 19:32:01	2
364	ET	en	<p>Greek, from mīkro &amp; āer &amp; philos</p>	2014-01-30 19:32:13	2
371	DE	en	<p>manganese (II) sulfate.</p>	2014-01-30 19:34:06	2
320	DE	en	<p>type of resting cell which may or may not be resistant to environmental stresses.</p>	2014-01-30 19:34:25	2
320	PS	en	<p>noun</p>	2014-01-30 19:34:36	2
320	PR	en	<p>/mī'krə-sĭst'/</p>	2014-01-30 19:34:47	2
320	ET	en	<p>Greek, from mīkr&oacute;s &amp; Neo-Latin, from cystis</p>	2014-01-30 19:35:02	2
319	DE	en	<p>type of resting cell which may or may not be resistant to environmental stresses.</p>	2014-01-30 19:36:16	2
319	PS	en	<p>noun</p>	2014-01-30 19:36:29	2
319	PR	en	<p>/mī'krə-sĭst'/</p>	2014-01-30 19:36:39	2
319	ET	en	<p>Greek, from mīkr&oacute;s &amp; Neo-Latin, from cystis</p>	2014-01-30 19:36:48	2
438	DE	en	<p>a photograph or drawing taken of an object as is seen through a microscope.</p>	2014-01-30 19:37:10	2
438	PS	en	<p>noun</p>	2014-01-30 19:37:19	2
438	PR	en	<p>/ˈmaɪkrəˌgr&aelig;f/</p>	2014-01-30 19:37:31	2
438	ET	en	<p>Greek, from mīkro &amp; graphos</p>	2014-01-30 19:37:57	2
439	DE	en	<p>photographs or drawings taken of an object as is seen through a microscope.</p>	2014-01-30 19:38:26	2
439	PS	en	<p>noun</p>	2014-01-30 19:38:37	2
439	PR	en	<p>/ˈmaɪkrəˌgr&aelig;f/</p>	2014-01-30 19:38:47	2
439	ET	en	<p>Greek, from mīkro &amp; graphos</p>	2014-01-30 19:38:58	2
434	DE	en	<p>an optical instrument used for inspecting objects too small to be seen by the unaided eye.</p>	2014-01-30 19:39:28	2
434	PS	en	<p>noun</p>	2014-01-30 19:39:39	2
434	PR	en	<p>/ˈmaɪkrəˌskoʊp/</p>	2014-01-30 19:39:52	2
434	ET	en	<p>Neo-Latin, from mīcroscopium</p>	2014-01-30 19:40:06	2
435	DE	en	<p>optical instruments used for inspecting objects too small to be seen by the unaided eye.</p>	2014-01-30 19:40:49	2
435	PS	en	<p>noun</p>	2014-01-30 19:41:03	2
435	PR	en	<p>/ˈmaɪkrəˌskoʊp/</p>	2014-01-30 19:41:16	2
435	ET	en	<p>Neo-Latin, from mīcroscopium</p>	2014-01-30 19:41:27	2
436	DE	en	<p>an object too small to be seen by the unaided eye.</p>	2014-01-30 19:41:49	2
436	PS	en	<p>adjective</p>	2014-01-30 19:42:00	2
436	PR	en	<p>/ˌmaɪkrəˈskɒpɪk/</p>	2014-01-30 19:42:16	2
436	ET	en	<p>Neo-Latin, from mīcroscopium</p>	2014-01-30 19:48:16	2
437	DE	en	<p>the use of a microscope to inspect objects too small to be seen by the unaided eye.</p>	2014-01-30 19:48:36	2
437	PS	en	<p>noun</p>	2014-01-30 19:50:08	2
437	PR	en	<p>/maɪˈkrɒskəpi/</p>	2014-01-30 19:50:20	2
437	ET	en	<p>Neo-Latin, from mīcroscopium</p>	2014-01-30 19:50:35	2
513	DE	en	<p>a culture which consists of two or more different species or strains of organism.</p>	2014-01-30 19:51:01	2
513	PS	en	<p>noun</p>	2014-01-30 19:51:14	2
513	PR	en	<p>/mɪkstˈkʌltʃər/</p>	2014-01-30 19:51:23	2
513	ET	en	<p>late Middle English, from mixt &amp; Latin, from cultūra</p>	2014-01-30 19:51:33	2
457	DE	en	<p>describing halophiles, a sub-group of halophiles. Optimal growth in the electrolyte concentration range of .5 to 2.5 M.</p>	2014-01-30 19:52:29	2
