metpo_id	metpo_label	metpo_definition	definition_source_iri	source_label	source_definition	source_synonyms	source_api
METPO:1000636	chemoheterotrophic	A trophic type in which an organism obtains both energy and carbon from organic compounds.	http://purl.obolibrary.org/obo/ECOCORE_00000012	mixotroph	An organism which is capable of heterotrophic and autotrophic trophic processes.		OLS
METPO:1000636	chemoheterotrophic	A trophic type in which an organism obtains both energy and carbon from organic compounds.	http://purl.obolibrary.org/obo/ECOCORE_00000127	chemoorganoheterotroph	A chemoheterotroph which is capable of using a biogenic organic compound as an electron donor.		OLS
METPO:1000636	chemoheterotrophic	A trophic type in which an organism obtains both energy and carbon from organic compounds.	http://purl.obolibrary.org/obo/ECOCORE_00000132	chemoheterotroph	A heterotroph which is capable of obtaining energy from the bonds in a chemical compound.		OLS
METPO:1000636	chemoheterotrophic	A trophic type in which an organism obtains both energy and carbon from organic compounds.	http://purl.obolibrary.org/obo/OMP_0007110	chemolithotrophic	A chemotrophic phenotype where energy is obtained from the oxidation of inorganic chemicals.		OLS
METPO:1000636	chemoheterotrophic	A trophic type in which an organism obtains both energy and carbon from organic compounds.	http://purl.obolibrary.org/obo/OMP_0007111	chemoorganotrophic	A chemotrophic phenotype where energy is derived from the oxidation of organic molecules.	organotroph	OLS
METPO:1000637	chemolithoautotrophic	A trophic type in which an organism obtains energy from oxidation of inorganic compounds (lithotrophy) and carbon from carbon dioxide.	http://purl.obolibrary.org/obo/MICRO_0000511	chemolithoautotrophy	A prokaryotic respiratory metabolic process where the oxidation and reduction of chemical compounds is the energy source, the electron donor is an inorganic compound, and the carbon source is carbon dioxide.		OLS
METPO:1000638	chemolithoheterotrophic	A trophic type characterized by the use of inorganic chemical compounds as electron donors for energy generation while utilizing organic compounds as the primary carbon source.	http://purl.obolibrary.org/obo/MICRO_0000512	chemolithoheterotrophy	A prokaryotic respiratory metabolic process where the oxidation and reduction of chemical compounds is the energy source, the electron donor is an inorganic compound, and the carbon source is an organic compound.		OLS
METPO:1000638	chemolithoheterotrophic	A trophic type characterized by the use of inorganic chemical compounds as electron donors for energy generation while utilizing organic compounds as the primary carbon source.	http://purl.obolibrary.org/obo/MICRO_0001478	chemolithoheterotrophic	A prokaryotic metabolic quality where the oxidation and reduction of chemical compounds is the energy source, the electron donor is an inorganic compound, and the carbon source is an organic compound.		OLS
METPO:1000639	chemolithotrophic	A trophic type characterized by the use of inorganic chemical compounds as electron donors and carbon dioxide as the primary carbon source for energy generation and biosynthesis.	http://purl.obolibrary.org/obo/MICRO_0001499	chemolithotroph	A prokaryote capable of carrying out the role of chemolithotrophy, where the oxidation and reduction of chemical compounds is the energy source, and the electron donor is an inorganic compound.		OLS
METPO:1000639	chemolithotrophic	A trophic type characterized by the use of inorganic chemical compounds as electron donors and carbon dioxide as the primary carbon source for energy generation and biosynthesis.	http://purl.obolibrary.org/obo/OMP_0007110	chemolithotrophic	A chemotrophic phenotype where energy is obtained from the oxidation of inorganic chemicals.		OLS
METPO:1000640	chemoorganoheterotrophic	A trophic type in which an organism obtains both energy and carbon from organic compounds through oxidation.	http://purl.obolibrary.org/obo/ECOCORE_00000127	chemoorganoheterotroph	A chemoheterotroph which is capable of using a biogenic organic compound as an electron donor.		OLS
METPO:1000640	chemoorganoheterotrophic	A trophic type in which an organism obtains both energy and carbon from organic compounds through oxidation.	http://purl.obolibrary.org/obo/MICRO_0000514	chemoorganoheterotrophy	A prokaryotic respiratory metabolic process where the oxidation and reduction of chemical compounds is the energy source, the electron donor is an organic compound, and the carbon source is an organic compound.		OLS
METPO:1000640	chemoorganoheterotrophic	A trophic type in which an organism obtains both energy and carbon from organic compounds through oxidation.	http://purl.obolibrary.org/obo/MICRO_0001479	chemoorganotrophic	A prokaryotic metabolic quality where the oxidation and reduction of chemical compounds is the energy source, and the electron donor is an organic compound.		OLS
METPO:1000640	chemoorganoheterotrophic	A trophic type in which an organism obtains both energy and carbon from organic compounds through oxidation.	http://purl.obolibrary.org/obo/MICRO_0001481	chemoorganoheterotrophic	A prokaryotic metabolic quality where the oxidation and reduction of chemical compounds is the energy source, the electron donor is an organic compound, and the carbon source is an organic compound.		OLS
METPO:1000640	chemoorganoheterotrophic	A trophic type in which an organism obtains both energy and carbon from organic compounds through oxidation.	http://purl.obolibrary.org/obo/OMP_0007111	chemoorganotrophic	A chemotrophic phenotype where energy is derived from the oxidation of organic molecules.	organotroph	OLS
METPO:1000641	chemotrophic	A trophic type in which an organism obtains energy from chemical oxidation of either inorganic or organic compounds.	http://purl.obolibrary.org/obo/MICRO_0001458	chemotrophic	A prokaryotic metabolic quality where the oxidation and reduction of chemical compounds is the energy source.		OLS
METPO:1000642	copiotrophic	A nutrient adaptation in which an organism thrives in environments with high nutrient concentrations, typically exhibiting rapid growth rates and utilizing diverse carbon sources.					NO_SOURCE
METPO:1000644	heterotrophic	A trophic type in which an organism obtains carbon from organic compounds rather than from carbon dioxide.	http://purl.obolibrary.org/obo/MICRO_0001474	heterotrophic	A prokaryotic metabolic quality where the carbon and energy sources are organic compounds.		OLS
METPO:1000646	hydrogenotrophic	A trophic type in which an organism uses molecular hydrogen as an electron donor for energy generation and carbon dioxide as the primary carbon source.					NO_SOURCE
METPO:1000647	lithoautotrophic	A trophic type in which an organism obtains energy from inorganic electron donors and carbon from carbon dioxide.	http://purl.obolibrary.org/obo/ECOCORE_00000009	autotrophy	A trophic process during which a living entity acquires energy and generates biomass from non-living entities.		OLS
METPO:1000647	lithoautotrophic	A trophic type in which an organism obtains energy from inorganic electron donors and carbon from carbon dioxide.	http://purl.obolibrary.org/obo/ECOCORE_00000014	lithotrophy	A trophic process during which a living entity acquires reducing equivalents from inorganic chemicals for use in biosynthesis or energy conservation via aerobic or anaerobic respiration.		OLS
METPO:1000647	lithoautotrophic	A trophic type in which an organism obtains energy from inorganic electron donors and carbon from carbon dioxide.	http://purl.obolibrary.org/obo/ECOCORE_00000122	photolithoautotroph	A photoautotroph which is capable of using an abiogenic organic compound as an electron donor.		OLS
METPO:1000647	lithoautotrophic	A trophic type in which an organism obtains energy from inorganic electron donors and carbon from carbon dioxide.	http://purl.obolibrary.org/obo/MICRO_0001477	chemolithoautotrophic	A prokaryotic metabolic quality where the oxidation and reduction of chemical compounds is the energy source, the electron donor is an inorganic compound, and the carbon source is carbon dioxide.		OLS
METPO:1000647	lithoautotrophic	A trophic type in which an organism obtains energy from inorganic electron donors and carbon from carbon dioxide.	http://purl.obolibrary.org/obo/MICRO_0001483	photolithoautotrophic	A prokaryotic metabolic quality where light is the energy source, the electron donor is an inorganic compound, and the carbon source is carbon dioxide		OLS
METPO:1000648	lithoheterotrophic	A trophic type in which an organism obtains energy from the oxidation of inorganic compounds while using organic compounds as the primary carbon source for biosynthesis.	http://purl.obolibrary.org/obo/ECOCORE_00000014	lithotrophy	A trophic process during which a living entity acquires reducing equivalents from inorganic chemicals for use in biosynthesis or energy conservation via aerobic or anaerobic respiration.		OLS
METPO:1000648	lithoheterotrophic	A trophic type in which an organism obtains energy from the oxidation of inorganic compounds while using organic compounds as the primary carbon source for biosynthesis.	http://purl.obolibrary.org/obo/ECOCORE_00000162	organotrophy	A trophic process during which a living entity acquires reducing equivalents from organic chemicals for use in biosynthesis or energy conservation via aerobic or anaerobic respiration.		OLS
METPO:1000648	lithoheterotrophic	A trophic type in which an organism obtains energy from the oxidation of inorganic compounds while using organic compounds as the primary carbon source for biosynthesis.	http://purl.obolibrary.org/obo/MICRO_0001459	lithotrophic	A prokaryotic metabolic quality where the oxidation and reduction of inorganic chemical compounds is the energy source.		OLS
METPO:1000648	lithoheterotrophic	A trophic type in which an organism obtains energy from the oxidation of inorganic compounds while using organic compounds as the primary carbon source for biosynthesis.	http://purl.obolibrary.org/obo/MICRO_0001478	chemolithoheterotrophic	A prokaryotic metabolic quality where the oxidation and reduction of chemical compounds is the energy source, the electron donor is an inorganic compound, and the carbon source is an organic compound.		OLS
METPO:1000648	lithoheterotrophic	A trophic type in which an organism obtains energy from the oxidation of inorganic compounds while using organic compounds as the primary carbon source for biosynthesis.	http://purl.obolibrary.org/obo/OMP_0007110	chemolithotrophic	A chemotrophic phenotype where energy is obtained from the oxidation of inorganic chemicals.		OLS
METPO:1000649	lithotrophic	A trophic type in which an organism uses inorganic compounds as electron donors for energy generation.	http://purl.obolibrary.org/obo/MICRO_0001459	lithotrophic	A prokaryotic metabolic quality where the oxidation and reduction of inorganic chemical compounds is the energy source.		OLS
METPO:1000650	methanotrophic	A trophic type in which an organism uses methane as the primary carbon and energy source through oxidation of methane to carbon dioxide.					NO_SOURCE
METPO:1000651	methylotrophic	A trophic type in which an organism obtains energy and carbon from reduced one-carbon compounds.					NO_SOURCE
METPO:1000652	mixotrophic	A trophic type in which an organism can use both organic and inorganic carbon sources for growth.	http://purl.obolibrary.org/obo/MICRO_0001475	mixotrophic	A prokaryotic metabolic quality where phototrophy and heterotrophy co-occur at the same instance in time.		OLS
METPO:1000654	oligotrophic	A nutrient adaptation characterized by the ability to thrive in environments with very low nutrient concentrations, typically possessing efficient nutrient uptake and utilization systems.	http://purl.obolibrary.org/obo/ENVO_00002223	oligotrophic water	Water which has very low concentrations of nutrients.		OLS
METPO:1000654	oligotrophic	A nutrient adaptation characterized by the ability to thrive in environments with very low nutrient concentrations, typically possessing efficient nutrient uptake and utilization systems.	http://purl.obolibrary.org/obo/ENVO_01000774	oligotrophic lake	A lake which has nutrient-poor water.		OLS
METPO:1000655	organotrophic	A trophic type in which an organism obtains energy from the oxidation of organic compounds.	http://purl.obolibrary.org/obo/ECOCORE_00000162	organotrophy	A trophic process during which a living entity acquires reducing equivalents from organic chemicals for use in biosynthesis or energy conservation via aerobic or anaerobic respiration.		OLS
METPO:1000655	organotrophic	A trophic type in which an organism obtains energy from the oxidation of organic compounds.	http://purl.obolibrary.org/obo/OMP_0007111	chemoorganotrophic	A chemotrophic phenotype where energy is derived from the oxidation of organic molecules.	organotroph	OLS
METPO:1000656	photoautotrophic	A trophic type characterized by the use of light as the energy source and carbon dioxide as the primary carbon source for biosynthesis.	http://purl.obolibrary.org/obo/ECOCORE_00000017	phototrophy	A trophic process during which a living entity generates food from abiotic sources or through consumption of living or dead material, and captures energy from light.		OLS
METPO:1000656	photoautotrophic	A trophic type characterized by the use of light as the energy source and carbon dioxide as the primary carbon source for biosynthesis.	http://purl.obolibrary.org/obo/ECOCORE_00000121	photoorganoautotroph	A photoautotroph which is capable of using a biogenic organic compound as an electron donor.		OLS
METPO:1000656	photoautotrophic	A trophic type characterized by the use of light as the energy source and carbon dioxide as the primary carbon source for biosynthesis.	http://purl.obolibrary.org/obo/MICRO_0001457	phototrophic	A prokaryotic metabolic quality where light is the energy source, and the electron donor is an inorganic compound.		OLS
METPO:1000656	photoautotrophic	A trophic type characterized by the use of light as the energy source and carbon dioxide as the primary carbon source for biosynthesis.	http://purl.obolibrary.org/obo/MICRO_0001483	photolithoautotrophic	A prokaryotic metabolic quality where light is the energy source, the electron donor is an inorganic compound, and the carbon source is carbon dioxide		OLS
METPO:1000656	photoautotrophic	A trophic type characterized by the use of light as the energy source and carbon dioxide as the primary carbon source for biosynthesis.	http://purl.obolibrary.org/obo/OMP_0006008	photosynthesis phenotype	A phototrophic phenotype where light is used as an energy source to fix carbon to create chemical energy in the form of carbohydrate molecules.		OLS
METPO:1000657	photoheterotrophic	A trophic type in which an organism uses light as the energy source and organic compounds as the primary carbon source for biosynthesis.	http://purl.obolibrary.org/obo/ECOCORE_00000131	photoheterotroph	A heterotroph which is capable of transforming light into chemical energy.		OLS
METPO:1000658	photolithotrophic	A trophic type in which an organism uses light as the energy source and inorganic compounds as electron donors, typically with carbon dioxide as the primary carbon source.	http://purl.obolibrary.org/obo/MICRO_0001482	photolithotrophic	A prokaryotic metabolic quality where light is the energy source, and the electron donor is an inorganic compound.		OLS
METPO:1000659	photoorganoheterotrophic	A trophic type in which an organism obtains energy from light and carbon from organic compounds.	http://purl.obolibrary.org/obo/MICRO_0000510	photoorganoheterotrophy	A prokaryotic respiratory metabolic process where light is the energy source, the electron donor is an organic compound, and the carbon source is an organic compound.		OLS
METPO:1000660	phototrophic	A trophic type characterized by the use of light as the primary energy source for metabolic processes, regardless of carbon source.	http://purl.obolibrary.org/obo/MICRO_0001457	phototrophic	A prokaryotic metabolic quality where light is the energy source, and the electron donor is an inorganic compound.		OLS
METPO:1000660	phototrophic	A trophic type characterized by the use of light as the primary energy source for metabolic processes, regardless of carbon source.	http://purl.obolibrary.org/obo/OMP_0007064	phototrophic phenotype	An energy metabolism phenotype where light is used as the energy source.	phototroph 	OLS
METPO:1000663	chemoorganotrophic	A trophic type in which an organism obtains energy through chemical oxidation of organic compounds that also serve as the carbon source for biosynthesis.	http://purl.obolibrary.org/obo/OMP_0007111	chemoorganotrophic	A chemotrophic phenotype where energy is derived from the oxidation of organic molecules.	organotroph	OLS
METPO:1000664	organoheterotrophic	A trophic type characterized by the use of organic compounds as both electron donors and primary carbon sources for energy generation and biosynthesis.	http://purl.obolibrary.org/obo/ECOCORE_00000121	photoorganoautotroph	A photoautotroph which is capable of using a biogenic organic compound as an electron donor.		OLS
METPO:1000664	organoheterotrophic	A trophic type characterized by the use of organic compounds as both electron donors and primary carbon sources for energy generation and biosynthesis.	http://purl.obolibrary.org/obo/ECOCORE_00000125	photoorganoheterotroph	A photoheterotroph which is capable of using a biogenic organic compound as an electron donor.		OLS
METPO:1000664	organoheterotrophic	A trophic type characterized by the use of organic compounds as both electron donors and primary carbon sources for energy generation and biosynthesis.	http://purl.obolibrary.org/obo/ECOCORE_00000126	photolithoheterotroph	A photoheterotroph which is capable of using an abiogenic organic compound as an electron donor.		OLS
METPO:1000664	organoheterotrophic	A trophic type characterized by the use of organic compounds as both electron donors and primary carbon sources for energy generation and biosynthesis.	http://purl.obolibrary.org/obo/ECOCORE_00000127	chemoorganoheterotroph	A chemoheterotroph which is capable of using a biogenic organic compound as an electron donor.		OLS
METPO:1000664	organoheterotrophic	A trophic type characterized by the use of organic compounds as both electron donors and primary carbon sources for energy generation and biosynthesis.	http://purl.obolibrary.org/obo/ECOCORE_00000162	organotrophy	A trophic process during which a living entity acquires reducing equivalents from organic chemicals for use in biosynthesis or energy conservation via aerobic or anaerobic respiration.		OLS
METPO:1000665	photolithoautotrophic	A trophic type in which an organism obtains energy from light and carbon from carbon dioxide using inorganic electron donors.	http://purl.obolibrary.org/obo/MICRO_0000500	photolithoautotrophy	A prokaryotic respiratory metabolic process where light is the energy source, the electron donor is an inorganic compound, and the carbon source is carbon dioxide		OLS
METPO:1000666	cell shape	A phenotype that describes the characteristic three-dimensional morphological form of a microbial cell, determined by cell wall structure, cytoskeletal elements, and environmental factors.	http://purl.obolibrary.org/obo/OMP_0000073	cell shape phenotype	A cell morphology phenotype where the trait in question is the shape of a cell.		OLS
METPO:1000667	bacillus shaped	A cell shape characterized by an elongated, rod cylindrical morphology with relatively parallel sides and rounded ends.	http://purl.obolibrary.org/obo/OMP_0000076	rod-shaped cells	A cylindrical cell phenotype where an organism has rod-shaped cells.	bacillus	OLS
METPO:1000668	coccus shaped	A cell shape in which an organism has a spherical or nearly spherical morphology, with roughly equal dimensions in all directions.	http://purl.obolibrary.org/obo/MICRO_0000402	coccus	A prokaryotic cell that is spherical with no apparent long axis.		OLS
METPO:1000668	coccus shaped	A cell shape in which an organism has a spherical or nearly spherical morphology, with roughly equal dimensions in all directions.	http://purl.obolibrary.org/obo/OMP_0000075	coccus	A spheroid cell phenotype where a cell is spherical or nearly spherical.	spherical-shaped	OLS
METPO:1000668	coccus shaped	A cell shape in which an organism has a spherical or nearly spherical morphology, with roughly equal dimensions in all directions.	http://purl.obolibrary.org/obo/OMP_0000123	coccobacillus cell shape	A cell shape phenotype where a cell is intermediate in shape between a coccus (sphere) and a bacillus (rod).		OLS
METPO:1000669	crescent shaped						NO_SOURCE
METPO:1000670	curved shaped						NO_SOURCE
METPO:1000671	diplococcus shaped	A cell shape in which spherical cells remain attached in pairs following cell division, forming characteristic doublets.	http://purl.obolibrary.org/obo/OMP_0000117	diplococcus	A cell arrangement phenotype where an organism forms pairs of coccus cells, which arise from a division event in one plane.		OLS
METPO:1000672	dumbbell shaped						NO_SOURCE
METPO:1000673	ellipsoidal	A cell shape in which an organism has an oval or ellipse morphology, elongated along one axis with rounded ends, intermediate between spherical and rod-shaped.	http://purl.obolibrary.org/obo/PATO_0000947	elliptic	A spheroid quality inhering in a bearer by virtue of the bearer's being oval with two axes of symmetry, as produced by a conical section.	ellipse-shaped|ellipsoid|elliptical|oval|ovoid	OLS
METPO:1000674	filament shaped						NO_SOURCE
METPO:1000675	flask shaped						NO_SOURCE
METPO:1000676	helical shaped						NO_SOURCE
METPO:1000677	ovoid shaped	A cell shape in which an organism has an oval morphology, rounded at both ends with one end often slightly broader than the other.	http://purl.obolibrary.org/obo/PATO_0001891	ovate	A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a continuous convex surface with an axis of symmetry and one axis longer than the other; egg-shaped.	eccentric|egg-shaped|oval|ovoid	OLS
METPO:1000678	oval shaped	A cell shape characterized by an ellipsoidal morphology with rounded ends, resembling an elongated sphere.	http://purl.obolibrary.org/obo/OMP_0007100	spheroid cell shape	A cell shape phenotype where a cell has a sphere-like shape, i.e. quadric surface in three dimensions obtained by rotating an ellipse about one of its principle axes.		OLS
METPO:1000679	pleomorphic shaped	A cell shape characterized by variable and irregular morphology, where individual cells within a population exhibit multiple distinct shapes.	http://purl.obolibrary.org/obo/OMP_0000132	pleomorphic cell shape	A cell shape phenotype where a cell is variable in shape and lacks a single, characteristic form.		OLS
METPO:1000680	ring shaped	A cell shape in which an organism forms circular or toroidal structures.	http://purl.obolibrary.org/obo/PATO_0002539	ring shaped	A shape quality inhering in a bearer by virtue of the bearer's having a shape like a ring (a circular shape enclosing a space).	annular|ring-shaped	OLS
METPO:1000681	rod shaped	A cell shape in which an organism has an elongated, cylindrical morphology with relatively straight sides and rounded or flat ends.	http://purl.obolibrary.org/obo/OMP_0000076	rod-shaped cells	A cylindrical cell phenotype where an organism has rod-shaped cells.	bacillus	OLS
METPO:1000682	spore shaped						NO_SOURCE
METPO:1000683	sphere shaped						NO_SOURCE
METPO:1000684	spiral shaped						NO_SOURCE
METPO:1000685	star shaped	A cell shape in which an organism has multiple radiating projections from a central body.	http://purl.obolibrary.org/obo/OMP_0000130	star-shaped cell shape	A cell shape phenotype where a cell has projections that form points.		OLS
METPO:1000685	star shaped	A cell shape in which an organism has multiple radiating projections from a central body.	http://purl.obolibrary.org/obo/PATO_0002065	star shaped	A shape quality inhering in a bearer by virtue of the bearer's being arranged like rays or radii; radiating from a common center.	stellate	OLS
METPO:1000686	vibrio shaped	A cell shape in which an organism has a curved rod or comma morphology, characterized by a short curved cylindrical form with a single arc.	http://purl.obolibrary.org/obo/OMP_0000077	vibrio	A spiral cell shape phenotype where a rod-shaped cell is curved to form a comma-like shape or incomplete spiral.		OLS
METPO:1000686	vibrio shaped	A cell shape in which an organism has a curved rod or comma morphology, characterized by a short curved cylindrical form with a single arc.	http://purl.obolibrary.org/obo/OMP_0000086	spiral cell shape	A cell shape phenotype where a cell is helical or cork-screw shaped.	curved rod|spirillum|spirochete|vibrio	OLS
METPO:1000687	branched shaped						NO_SOURCE
METPO:1000688	coccobacillus shaped						NO_SOURCE
METPO:1000689	disc shaped	A cell shape in which an organism is flat and circular.					NO_SOURCE
METPO:1000690	fusiform shaped	A cell shape that is wide in the middle and tapers at both ends.	http://purl.obolibrary.org/obo/PATO_0002400	fusiform	Having a spindle-like shape that is wide in the middle and tapers at both ends.		OLS
METPO:1000691	irregular shaped						NO_SOURCE
METPO:1000692	spindle shaped						NO_SOURCE
METPO:1000693	spirochete shaped	A cell shape in which an organism has an elongated, tightly coiled helical morphology with periplasmic flagella (endoflagella) located between the cell wall and outer membrane.	http://purl.obolibrary.org/obo/OMP_0000086	spiral cell shape	A cell shape phenotype where a cell is helical or cork-screw shaped.	curved rod|spirillum|spirochete|vibrio	OLS
METPO:1000693	spirochete shaped	A cell shape in which an organism has an elongated, tightly coiled helical morphology with periplasmic flagella (endoflagella) located between the cell wall and outer membrane.	http://purl.obolibrary.org/obo/OMP_0000124	spirillum	A spiral cell shape phenotype where a cell forms a rigid spiral.		OLS
METPO:1000693	spirochete shaped	A cell shape in which an organism has an elongated, tightly coiled helical morphology with periplasmic flagella (endoflagella) located between the cell wall and outer membrane.	http://purl.obolibrary.org/obo/OMP_0000125	spirochete	A spiral cell shape phenotype where a cell forms a flexible spiral.		OLS
METPO:1000694	square shaped						NO_SOURCE
METPO:1000695	tailed shaped						NO_SOURCE
METPO:1000696	triangular shaped						NO_SOURCE
METPO:1000697	gram stain	A phenotype where microorganisms are grouped based on their ability to retain crystal violet dye in the Gram staining procedure.	http://purl.obolibrary.org/obo/OMP_0000191	gram stain phenotype	A cell staining phenotype where microorganisms are grouped based on their ability to retain crystal violet stain when decolorized with an organic solvent such as ethanol.		OLS
METPO:1000698	gram positive	A gram stain in which an organism retains crystal violet dye and appears purple under microscopy due to a thick peptidoglycan cell wall.	http://purl.obolibrary.org/obo/OMP_0000188	gram positive	A gram stain phenotype where a cell or cells retain crystal violet stain when decolorized with an organic solvent such as ethanol.		OLS
METPO:1000698	gram positive	A gram stain in which an organism retains crystal violet dye and appears purple under microscopy due to a thick peptidoglycan cell wall.	http://purl.obolibrary.org/obo/OMP_0000189	gram negative	A gram stain phenotype where a cell or cells do not retain crystal violet stain when decolorized with an organic solvent such as ethanol.		OLS
METPO:1000698	gram positive	A gram stain in which an organism retains crystal violet dye and appears purple under microscopy due to a thick peptidoglycan cell wall.	https://purl.dsmz.de/schema/GramPositiveBacteria	Gram Positive Bacteria	Bacteria that retain the crystal violet stain used in Gram staining. Gram-positive bacteria have a thick peptidoglycan layer in their cell walls.		BioPortal-D3O
METPO:1000699	gram negative	A gram stain in which bacteria do not retain crystal violet dye and appear pink or red after staining, indicating a thin peptidoglycan layer and presence of an outer membrane.	http://purl.obolibrary.org/obo/OMP_0000189	gram negative	A gram stain phenotype where a cell or cells do not retain crystal violet stain when decolorized with an organic solvent such as ethanol.		OLS
METPO:1000700	gram variable	A gram stain in which bacteria from the same culture show both gram-positive and gram-negative staining characteristics, often due to age of culture or cell wall degradation.	http://purl.obolibrary.org/obo/OMP_0000190	gram variable	A gram stain phenotype where a cell or cells give variable results to the gram stain.		OLS
METPO:1000700	gram variable	A gram stain in which bacteria from the same culture show both gram-positive and gram-negative staining characteristics, often due to age of culture or cell wall degradation.	http://purl.obolibrary.org/obo/PATO_0000001	quality	A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities		OLS
METPO:1000701	motility	A phenotype in which an organism has the capability to move independently through its environment, typically by means of flagella, pili, gliding mechanisms, or other locomotory structures.	http://purl.obolibrary.org/obo/OMP_0000001	motility phenotype	A locomotion phenotype where the trait in question is the self-propelled movement of a microbe from one location to another.		OLS
METPO:1000702	motile	A motility in which an organism has the ability to move independently using metabolic energy.	http://purl.obolibrary.org/obo/CL_0000219	motile cell	A cell that moves by its own activities.		OLS
METPO:1000702	motile	A motility in which an organism has the ability to move independently using metabolic energy.	http://purl.obolibrary.org/obo/OMP_0000005	presence of motility	A motility phenotype where a microbe possesses the ability to perform controlled self-propelled movement that results in translocation from one place to another.	motile	OLS
METPO:1000703	non motile	A motility in which an organism lacks the ability to move independently under its own power.	http://purl.obolibrary.org/obo/OMP_0000133	absence of motility	A motility phenotype where a microbe lacks the ability to perform controlled self-propelled movement that results in translocation of the cell from one place to another.	non-motile	OLS
METPO:1000703	non motile	A motility in which an organism lacks the ability to move independently under its own power.	http://purl.obolibrary.org/obo/OMP_0007488	absence of  motility by gliding	An absence of  motility phenotype where a microbe is not capable of gliding motility.		OLS
METPO:1000703	non motile	A motility in which an organism lacks the ability to move independently under its own power.	http://purl.obolibrary.org/obo/OMP_0007489	absence of motility by swarming	An absence of motility phenotype where a microbe is not capable of swarming motility.		OLS
METPO:1000703	non motile	A motility in which an organism lacks the ability to move independently under its own power.	http://purl.obolibrary.org/obo/OMP_0007490	absence of motility by swimming	An absence of motility phenotype where a microbe is not capable of swimming motility.		OLS
METPO:1000703	non motile	A motility in which an organism lacks the ability to move independently under its own power.	http://purl.obolibrary.org/obo/UPHENO_0034076	absent cell motility	Lack of cell motility.		OLS
METPO:1000704	flagellated	A motile in which an organism possesses flagella for locomotion.	http://purl.obolibrary.org/obo/CL_0011016	flagellated sperm cell	A motile sperm cell that contains a slender threadlike microscopic appendage that enables motion.		OLS
METPO:1000704	flagellated	A motile in which an organism possesses flagella for locomotion.	http://purl.obolibrary.org/obo/GO_0030317	flagellated sperm motility	The directed, self-propelled movement of a cilium (aka flagellum) that contributes to the movement of a flagellated sperm.	flagellated sperm movement|sperm flagellum movement|sperm flagellum movement involved in flagellated sperm motility|sperm flagellum movement involved in flagellated sperm movement|sperm motility|sperm movement	OLS
METPO:1000704	flagellated	A motile in which an organism possesses flagella for locomotion.	http://purl.obolibrary.org/obo/MICRO_0000272	flagellated cell	Prokaryotic cell which has either a bacterial-type flagellum (or flagella) or a periplasmic flagellum.	flagellated	OLS
METPO:1000704	flagellated	A motile in which an organism possesses flagella for locomotion.	http://purl.obolibrary.org/obo/OMP_0000029	presence of flagellum	A flagellum phenotype where the organism possesses a flagellum or flagella in at least some environments.		OLS
METPO:1000705	axially filamented	A motility where the flagellum filament of an organism is located in the periplasm and does not extend past the cell envelope.	http://purl.obolibrary.org/obo/GO_0055040	periplasmic flagellum	Flagellar filaments located in the periplasmic space; characterized in spirochetes, in which they are essential for shape and motility. Composed of a core surrounded by two sheath layers, the flagella rotate to allow migration of the cell through viscous media, which would not be possible using external flagella.		OLS
METPO:1000705	axially filamented	A motility where the flagellum filament of an organism is located in the periplasm and does not extend past the cell envelope.	http://purl.obolibrary.org/obo/MICRO_0000277	cell having periplasmic flagella	Flagellated cell where the cell has multiple flagella, each located in tufts in the periplasmic space.	axial fibrils	OLS
METPO:1000705	axially filamented	A motility where the flagellum filament of an organism is located in the periplasm and does not extend past the cell envelope.	http://purl.obolibrary.org/obo/OMP_0000023	periplasmic flagellum/flagella	A flagellum distribution phenotype where the flagellum filament of an organism is located in the periplasm and does not extend past the cell envelope.	axial fibril|axial filament|endoflagella	OLS
METPO:1000706	gliding	A motile in which an organism moves smoothly along solid surfaces without flagella or pili.	http://purl.obolibrary.org/obo/GO_0071976	cell gliding	Cell motility that results in the smooth movement of a cell along a solid surface.	cell gliding motility	OLS
METPO:1000706	gliding	A motile in which an organism moves smoothly along solid surfaces without flagella or pili.	http://purl.obolibrary.org/obo/MICRO_0000437	gliding motility	"Cell gliding, characterized by bacterial movement that does not involve use of a flagellum.  Gliding is typically observed when a particular genus or species of microorganism encounters a surface. 
"		OLS
METPO:1000706	gliding	A motile in which an organism moves smoothly along solid surfaces without flagella or pili.	http://purl.obolibrary.org/obo/OMP_0000112	presence of motility by gliding	A presence of motility phenotype where a microbe exhibits smooth movement along a solid surface.		OLS
METPO:1000720	facultative psychrophilic	A temperature preference characterized by the ability to grow at low temperatures (typically below 20Â°C) while maintaining optimal growth at moderate temperatures.	http://purl.obolibrary.org/obo/MICRO_0001306	psychrophilic	Temperature optimum quality, where growth rates at depressed temperatures (<20˚C) are higher than growth rates at ambient temperatures. 		OLS
METPO:1000720	facultative psychrophilic	A temperature preference characterized by the ability to grow at low temperatures (typically below 20Â°C) while maintaining optimal growth at moderate temperatures.	http://purl.obolibrary.org/obo/MICRO_0001307	obligately psychrophilic	Psychrophilic, can only grow at depressed temperatures (<20˚C).		OLS
