metpo_id	metpo_label	metpo_definition	source_iri	source_label	source_definition	label_similarity	issues	source_api
METPO:1000664	organoheterotrophic	A trophic type characterized by the use of organic compounds as both electron donors and primary car...	http://purl.obolibrary.org/obo/ECOCORE_00000127	chemoorganoheterotroph	A chemoheterotroph which is capable of using a biogenic organic compound as an electron donor.	0.83	LABEL_NOT_IN_DEF	OLS
METPO:1000664	organoheterotrophic	A trophic type characterized by the use of organic compounds as both electron donors and primary car...	http://purl.obolibrary.org/obo/ECOCORE_00000162	organotrophy	A trophic process during which a living entity acquires reducing equivalents from organic chemicals ...	0.71	LABEL_NOT_IN_DEF	OLS
METPO:1000665	photolithoautotrophic	A trophic type in which an organism obtains energy from light and carbon from carbon dioxide using i...	http://purl.obolibrary.org/obo/MICRO_0000500	photolithoautotrophy	A prokaryotic respiratory metabolic process where light is the energy source, the electron donor is ...	0.93	LABEL_NOT_IN_DEF	OLS
METPO:1000666	cell shape	A phenotype that describes the characteristic three-dimensional morphological form of a microbial ce...	http://purl.obolibrary.org/obo/OMP_0000073	cell shape phenotype	A cell morphology phenotype where the trait in question is the shape of a cell.	0.67	SOURCE_TOO_BROAD	OLS
METPO:1000667	bacillus shaped	A cell shape characterized by an elongated, rod cylindrical morphology with relatively parallel side...	http://purl.obolibrary.org/obo/OMP_0000076	rod-shaped cells	A cylindrical cell phenotype where an organism has rod-shaped cells.	0.39	LABEL_NOT_IN_DEF	OLS
METPO:1000668	coccus shaped	A cell shape in which an organism has a spherical or nearly spherical morphology, with roughly equal...	http://purl.obolibrary.org/obo/MICRO_0000402	coccus	A prokaryotic cell that is spherical with no apparent long axis.	0.63	LABEL_NOT_IN_DEF	OLS
METPO:1000668	coccus shaped	A cell shape in which an organism has a spherical or nearly spherical morphology, with roughly equal...	http://purl.obolibrary.org/obo/OMP_0000075	coccus	A spheroid cell phenotype where a cell is spherical or nearly spherical.	0.63	LABEL_NOT_IN_DEF	OLS
METPO:1000668	coccus shaped	A cell shape in which an organism has a spherical or nearly spherical morphology, with roughly equal...	http://purl.obolibrary.org/obo/OMP_0000123	coccobacillus cell shape	A cell shape phenotype where a cell is intermediate in shape between a coccus (sphere) and a bacillu...	0.65	LABEL_NOT_IN_DEF	OLS
METPO:1000671	diplococcus shaped	A cell shape in which spherical cells remain attached in pairs following cell division, forming char...	http://purl.obolibrary.org/obo/OMP_0000117	diplococcus	A cell arrangement phenotype where an organism forms pairs of coccus cells, which arise from a divis...	0.76	LABEL_NOT_IN_DEF	OLS
METPO:1000673	ellipsoidal	A cell shape in which an organism has an oval or ellipse morphology, elongated along one axis with r...	http://purl.obolibrary.org/obo/PATO_0000947	elliptic	A spheroid quality inhering in a bearer by virtue of the bearer's being oval with two axes of symmet...	0.63	LABEL_NOT_IN_DEF	OLS
METPO:1000677	ovoid shaped	A cell shape in which an organism has an oval morphology, rounded at both ends with one end often sl...	http://purl.obolibrary.org/obo/PATO_0001891	ovate	A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a continuous convex sur...	0.47	LABEL_NOT_IN_DEF	OLS
METPO:1000678	oval shaped	A cell shape characterized by an ellipsoidal morphology with rounded ends, resembling an elongated s...	http://purl.obolibrary.org/obo/OMP_0007100	spheroid cell shape	A cell shape phenotype where a cell has a sphere-like shape, i.e. quadric surface in three dimension...	0.53	LABEL_NOT_IN_DEF	OLS
METPO:1000679	pleomorphic shaped	A cell shape characterized by variable and irregular morphology, where individual cells within a pop...	http://purl.obolibrary.org/obo/OMP_0000132	pleomorphic cell shape	A cell shape phenotype where a cell is variable in shape and lacks a single, characteristic form.	0.85	LABEL_NOT_IN_DEF	OLS
METPO:1000681	rod shaped	A cell shape in which an organism has an elongated, cylindrical morphology with relatively straight ...	http://purl.obolibrary.org/obo/OMP_0000076	rod-shaped cells	A cylindrical cell phenotype where an organism has rod-shaped cells.	0.69	LABEL_NOT_IN_DEF	OLS
METPO:1000685	star shaped	A cell shape in which an organism has multiple radiating projections from a central body.	http://purl.obolibrary.org/obo/OMP_0000130	star-shaped cell shape	A cell shape phenotype where a cell has projections that form points.	0.61	LABEL_NOT_IN_DEF	OLS
METPO:1000686	vibrio shaped	A cell shape in which an organism has a curved rod or comma morphology, characterized by a short cur...	http://purl.obolibrary.org/obo/OMP_0000077	vibrio	A spiral cell shape phenotype where a rod-shaped cell is curved to form a comma-like shape or incomp...	0.63	LABEL_NOT_IN_DEF	OLS
METPO:1000686	vibrio shaped	A cell shape in which an organism has a curved rod or comma morphology, characterized by a short cur...	http://purl.obolibrary.org/obo/OMP_0000086	spiral cell shape	A cell shape phenotype where a cell is helical or cork-screw shaped.	0.53	LABEL_NOT_IN_DEF	OLS
METPO:1000690	fusiform shaped	A cell shape that is wide in the middle and tapers at both ends.	http://purl.obolibrary.org/obo/PATO_0002400	fusiform	Having a spindle-like shape that is wide in the middle and tapers at both ends.	0.70	LABEL_NOT_IN_DEF	OLS
METPO:1000693	spirochete shaped	A cell shape in which an organism has an elongated, tightly coiled helical morphology with periplasm...	http://purl.obolibrary.org/obo/OMP_0000086	spiral cell shape	A cell shape phenotype where a cell is helical or cork-screw shaped.	0.71	LABEL_NOT_IN_DEF	OLS
METPO:1000693	spirochete shaped	A cell shape in which an organism has an elongated, tightly coiled helical morphology with periplasm...	http://purl.obolibrary.org/obo/OMP_0000124	spirillum	A spiral cell shape phenotype where a cell forms a rigid spiral.	0.31	LABEL_NOT_IN_DEF	OLS
METPO:1000693	spirochete shaped	A cell shape in which an organism has an elongated, tightly coiled helical morphology with periplasm...	http://purl.obolibrary.org/obo/OMP_0000125	spirochete	A spiral cell shape phenotype where a cell forms a flexible spiral.	0.74	LABEL_NOT_IN_DEF	OLS
METPO:1000697	gram stain	A phenotype where microorganisms are grouped based on their ability to retain crystal violet dye in ...	http://purl.obolibrary.org/obo/OMP_0000191	gram stain phenotype	A cell staining phenotype where microorganisms are grouped based on their ability to retain crystal ...	0.67	SOURCE_TOO_BROAD	OLS
METPO:1000698	gram positive	A gram stain in which an organism retains crystal violet dye and appears purple under microscopy due...	http://purl.obolibrary.org/obo/OMP_0000189	gram negative	A gram stain phenotype where a cell or cells do not retain crystal violet stain when decolorized wit...	0.69	LABEL_NOT_IN_DEF|OPPOSITE_MEANING:positive_vs_negative	OLS
METPO:1000700	gram variable	A gram stain in which bacteria from the same culture show both gram-positive and gram-negative stain...	http://purl.obolibrary.org/obo/PATO_0000001	quality	A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities	0.20	LABEL_MISMATCH|LABEL_NOT_IN_DEF|SOURCE_TOO_BROAD	OLS
METPO:1000701	motility	A phenotype in which an organism has the capability to move independently through its environment, t...	http://purl.obolibrary.org/obo/OMP_0000001	motility phenotype	A locomotion phenotype where the trait in question is the self-propelled movement of a microbe from ...	0.62	SOURCE_TOO_BROAD	OLS
METPO:1000702	motile	A motility in which an organism has the ability to move independently using metabolic energy.	http://purl.obolibrary.org/obo/OMP_0000005	presence of motility	A motility phenotype where a microbe possesses the ability to perform controlled self-propelled move...	0.38	LABEL_NOT_IN_DEF	OLS
METPO:1000703	non motile	A motility in which an organism lacks the ability to move independently under its own power.	http://purl.obolibrary.org/obo/OMP_0000133	absence of motility	A motility phenotype where a microbe lacks the ability to perform controlled self-propelled movement...	0.55	LABEL_NOT_IN_DEF	OLS
METPO:1000703	non motile	A motility in which an organism lacks the ability to move independently under its own power.	http://purl.obolibrary.org/obo/OMP_0007488	absence of  motility by gliding	An absence of  motility phenotype where a microbe is not capable of gliding motility.	0.39	LABEL_NOT_IN_DEF	OLS
METPO:1000703	non motile	A motility in which an organism lacks the ability to move independently under its own power.	http://purl.obolibrary.org/obo/OMP_0007489	absence of motility by swarming	An absence of motility phenotype where a microbe is not capable of swarming motility.	0.39	LABEL_NOT_IN_DEF	OLS
METPO:1000703	non motile	A motility in which an organism lacks the ability to move independently under its own power.	http://purl.obolibrary.org/obo/OMP_0007490	absence of motility by swimming	An absence of motility phenotype where a microbe is not capable of swimming motility.	0.39	LABEL_NOT_IN_DEF	OLS
METPO:1000703	non motile	A motility in which an organism lacks the ability to move independently under its own power.	http://purl.obolibrary.org/obo/UPHENO_0034076	absent cell motility	Lack of cell motility.	0.47	LABEL_NOT_IN_DEF	OLS
METPO:1000704	flagellated	A motile in which an organism possesses flagella for locomotion.	http://purl.obolibrary.org/obo/OMP_0000029	presence of flagellum	A flagellum phenotype where the organism possesses a flagellum or flagella in at least some environm...	0.44	LABEL_NOT_IN_DEF	OLS
METPO:1000705	axially filamented	A motility where the flagellum filament of an organism is located in the periplasm and does not exte...	http://purl.obolibrary.org/obo/GO_0055040	periplasmic flagellum	Flagellar filaments located in the periplasmic space; characterized in spirochetes, in which they ar...	0.31	LABEL_NOT_IN_DEF	OLS
METPO:1000705	axially filamented	A motility where the flagellum filament of an organism is located in the periplasm and does not exte...	http://purl.obolibrary.org/obo/MICRO_0000277	cell having periplasmic flagella	Flagellated cell where the cell has multiple flagella, each located in tufts in the periplasmic spac...	0.28	LABEL_MISMATCH|LABEL_NOT_IN_DEF	OLS
METPO:1000705	axially filamented	A motility where the flagellum filament of an organism is located in the periplasm and does not exte...	http://purl.obolibrary.org/obo/OMP_0000023	periplasmic flagellum/flagella	A flagellum distribution phenotype where the flagellum filament of an organism is located in the per...	0.38	LABEL_NOT_IN_DEF	OLS
METPO:1000720	facultative psychrophilic	A temperature preference characterized by the ability to grow at low temperatures (typically below 2...	http://purl.obolibrary.org/obo/MICRO_0001306	psychrophilic	Temperature optimum quality, where growth rates at depressed temperatures (<20˚C) are higher than gr...	0.68	LABEL_NOT_IN_DEF	OLS
METPO:1000720	facultative psychrophilic	A temperature preference characterized by the ability to grow at low temperatures (typically below 2...	http://purl.obolibrary.org/obo/MICRO_0001307	obligately psychrophilic	Psychrophilic, can only grow at depressed temperatures (<20˚C).	0.73	LABEL_NOT_IN_DEF|OPPOSITE_MEANING:facultative_vs_obligate	OLS
METPO:1000720	facultative psychrophilic	A temperature preference characterized by the ability to grow at low temperatures (typically below 2...	http://purl.obolibrary.org/obo/MICRO_0001417	facultative psychrophile	Prokaryote specialized with respect to temperature, which grows optimally at moderate temperatures (...	0.94	LABEL_NOT_IN_DEF	OLS
METPO:1000720	facultative psychrophilic	A temperature preference characterized by the ability to grow at low temperatures (typically below 2...	http://purl.obolibrary.org/obo/OMP_0005007	psychrophile	A population growth phenotype where growth of a microbial population can occur at 0 C and optimal gr...	0.59	LABEL_NOT_IN_DEF	OLS
METPO:1000721	extreme hyperthermophilic	A temperature preference that grows optimally at temperatures above 90°C.	http://purl.obolibrary.org/obo/ENVO_00002027	obsolete extreme high temperature habitat	A habitat characterized by an average temperature of at least 80deg C. Inhabited by hyperthermophili...	0.45	LABEL_NOT_IN_DEF	OLS
METPO:1000721	extreme hyperthermophilic	A temperature preference that grows optimally at temperatures above 90°C.	http://purl.obolibrary.org/obo/MICRO_0001294	hyperthermophilic	Temperature optimum quality, where growth rates at highly elevated temperatures (>85˚C) are higher t...	0.81	LABEL_NOT_IN_DEF	OLS
METPO:1000721	extreme hyperthermophilic	A temperature preference that grows optimally at temperatures above 90°C.	http://purl.obolibrary.org/obo/MICRO_0001538	hyperthermophile	Prokaryote specialized with respect to temperature, which grows optimally at elevated temperatures (...	0.73	LABEL_NOT_IN_DEF	OLS
METPO:1000721	extreme hyperthermophilic	A temperature preference that grows optimally at temperatures above 90°C.	http://purl.obolibrary.org/obo/OMP_0005003	hyperthermophile	A population growth phenotype where optimal growth of a microbial population occurs between 85 C and...	0.73	LABEL_NOT_IN_DEF	OLS
METPO:1000731	nutrient adaptation	A trophic type that involves an organism's physiological and metabolic adaptations to specific nutri...	http://purl.obolibrary.org/obo/PHIPO_0001216	nutrient phenotype	A growth phenotype which describes the change or absence of change of individuals or populations (in...	0.59	LABEL_NOT_IN_DEF|SOURCE_TOO_BROAD	OLS
METPO:1000802	Anaerobic respiration	A respiration in which an organism uses electron acceptors other than oxygen for energy production.	http://purl.obolibrary.org/obo/GO_0009061	anaerobic respiration	The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and f...	1.00	OPPOSITE_MEANING:aerobic_vs_anaerobic	OLS
METPO:1000871	spore forming	A sporulation in which an organism has the ability to produce endospores.	http://purl.obolibrary.org/obo/GO_0034301	endospore formation	The process in which a cell gives rise to an endospore, a dormant, highly resistant spore with a thi...	0.75	LABEL_NOT_IN_DEF	OLS
METPO:1000871	spore forming	A sporulation in which an organism has the ability to produce endospores.	http://purl.obolibrary.org/obo/OMP_0000017	presence of endospore formation	An endospore formation phenotype where the cell possesses the ability to form an endospore.	0.55	LABEL_NOT_IN_DEF	OLS
METPO:1000871	spore forming	A sporulation in which an organism has the ability to produce endospores.	https://purl.dsmz.de/schema/SporeFormation	Spore Formation	The ability of certain microorganisms to form spores, a resistant structure that allows survival in ...	0.86	LABEL_NOT_IN_DEF	BioPortal-D3O
METPO:1000872	non-spore forming	A sporulation in which an organism lacks the ability to produce endospores.	http://purl.obolibrary.org/obo/OMP_0000018	absence of endospore formation	An endospore formation phenotype where the cell does not possess the ability to form an endospore.	0.64	LABEL_NOT_IN_DEF	OLS
METPO:1000872	non-spore forming	A sporulation in which an organism lacks the ability to produce endospores.	http://purl.obolibrary.org/obo/OMP_0007232	absence of an exosporium	An exosporium phenotype where the mature endospore lacks an exosporium.	0.39	LABEL_NOT_IN_DEF	OLS
METPO:1000872	non-spore forming	A sporulation in which an organism lacks the ability to produce endospores.	http://purl.obolibrary.org/obo/OMP_0007236	absence of asexual sporulation	An asexual sporulation phenotype where an organism lacks the ability to multiple by the formation of...	0.34	LABEL_NOT_IN_DEF	OLS
METPO:1000872	non-spore forming	A sporulation in which an organism lacks the ability to produce endospores.	http://purl.obolibrary.org/obo/OMP_0007434	absence of sexual sporulation	A sexual sporulation phenotype where an organism is not able to produce sexual spores.	0.35	LABEL_NOT_IN_DEF	OLS
METPO:1000872	non-spore forming	A sporulation in which an organism lacks the ability to produce endospores.	http://purl.obolibrary.org/obo/UPHENO_0083394	absent sporulation	Lack of sporulation.	0.40	LABEL_NOT_IN_DEF	OLS
METPO:1003000	pH growth preference	A phenotype that describes how the rate and extent of population growth are affected by environmenta...	http://purl.obolibrary.org/obo/OMP_0005008	pH effects on population growth phenotype	A population growth phenotype relating to how the rate and/or extent of growth of a microbial popula...	0.46	LABEL_NOT_IN_DEF|SOURCE_TOO_BROAD	OLS
METPO:1003001	neutrophilic	A pH growth preference characterized by optimal growth at near-neutral pH values, typically between ...	http://purl.obolibrary.org/obo/OMP_0005010	neutrophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.87	LABEL_NOT_IN_DEF	OLS
METPO:1003001	neutrophilic	A pH growth preference characterized by optimal growth at near-neutral pH values, typically between ...	http://purl.obolibrary.org/obo/PATO_0070046	neutrophillic	An affinity inhering in an anatomical structure by virtue of the bearer exhibiting a molecular inter...	0.96	LABEL_NOT_IN_DEF	OLS
METPO:1003002	alkaphilic	A pH growth preference in which an organism grows optimally at pH values above 9.	http://purl.obolibrary.org/obo/ENVO_00002022	obsolete alkaline habitat	A habitat in which the pH is >pH9. Inhabited by alkaliphilic organisms.	0.34	LABEL_NOT_IN_DEF	OLS
METPO:1003002	alkaphilic	A pH growth preference in which an organism grows optimally at pH values above 9.	http://purl.obolibrary.org/obo/MICRO_0001549	acidophilic pH optimum	pH optimum quality, where growth rates at moderately acidic pH values (pH 4-6) are higher than growt...	0.44	LABEL_NOT_IN_DEF	OLS
METPO:1003002	alkaphilic	A pH growth preference in which an organism grows optimally at pH values above 9.	http://purl.obolibrary.org/obo/OMP_0005009	acidophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.50	LABEL_NOT_IN_DEF	OLS
METPO:1003002	alkaphilic	A pH growth preference in which an organism grows optimally at pH values above 9.	http://purl.obolibrary.org/obo/OMP_0005010	neutrophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.38	LABEL_NOT_IN_DEF	OLS
METPO:1003002	alkaphilic	A pH growth preference in which an organism grows optimally at pH values above 9.	http://purl.obolibrary.org/obo/OMP_0005011	alkaliphile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.76	LABEL_NOT_IN_DEF	OLS
METPO:1003003	acidophilic	A pH growth preference in which an organism grows optimally at pH values below 5.	http://purl.obolibrary.org/obo/OMP_0005009	acidophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.86	LABEL_NOT_IN_DEF	OLS
METPO:1003003	acidophilic	A pH growth preference in which an organism grows optimally at pH values below 5.	http://purl.obolibrary.org/obo/OMP_0005010	neutrophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.45	LABEL_NOT_IN_DEF	OLS
METPO:1003003	acidophilic	A pH growth preference in which an organism grows optimally at pH values below 5.	http://purl.obolibrary.org/obo/OMP_0005011	alkaliphile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.55	LABEL_NOT_IN_DEF	OLS
METPO:1003003	acidophilic	A pH growth preference in which an organism grows optimally at pH values below 5.	http://purl.obolibrary.org/obo/OMP_0007945	presence of population growth at acidic pH	A population growth phenotype where a microbial population is able to grow and reproduce at acidic p...	0.23	LABEL_MISMATCH|LABEL_NOT_IN_DEF	OLS
METPO:1003004	obligately alkaphilic	A pH growth preference in which an organism requires alkaline conditions (typically pH above 8.5) fo...	http://purl.obolibrary.org/obo/ENVO_00002022	obsolete alkaline habitat	A habitat in which the pH is >pH9. Inhabited by alkaliphilic organisms.	0.52	LABEL_NOT_IN_DEF	OLS
METPO:1003004	obligately alkaphilic	A pH growth preference in which an organism requires alkaline conditions (typically pH above 8.5) fo...	http://purl.obolibrary.org/obo/MICRO_0001565	obligately alkaliphilic	Acialkaliphilic, can only grow between pH 8-10.	0.95	LABEL_NOT_IN_DEF	OLS
METPO:1003004	obligately alkaphilic	A pH growth preference in which an organism requires alkaline conditions (typically pH above 8.5) fo...	http://purl.obolibrary.org/obo/OMP_0005011	alkaliphile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.50	LABEL_NOT_IN_DEF	OLS
METPO:1003004	obligately alkaphilic	A pH growth preference in which an organism requires alkaline conditions (typically pH above 8.5) fo...	http://purl.obolibrary.org/obo/OMP_0007771	presence of population growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline...	0.34	LABEL_NOT_IN_DEF	OLS
METPO:1003004	obligately alkaphilic	A pH growth preference in which an organism requires alkaline conditions (typically pH above 8.5) fo...	http://purl.obolibrary.org/obo/OMP_0007947	presence of growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline...	0.41	LABEL_NOT_IN_DEF	OLS
METPO:1003005	facultatively alkaphilic	A pH growth preference in which an organism can grow at alkaline pH but does not require it.	http://purl.obolibrary.org/obo/MICRO_0001558	facultative alkaliphile	Prokaryote specialized with respect to pH, which grows optimally at circumneutral pH values (pH 6-8)...	0.85	LABEL_NOT_IN_DEF	OLS
METPO:1003005	facultatively alkaphilic	A pH growth preference in which an organism can grow at alkaline pH but does not require it.	http://purl.obolibrary.org/obo/OMP_0005009	acidophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.41	LABEL_NOT_IN_DEF	OLS
METPO:1003005	facultatively alkaphilic	A pH growth preference in which an organism can grow at alkaline pH but does not require it.	http://purl.obolibrary.org/obo/OMP_0005011	alkaliphile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.46	LABEL_NOT_IN_DEF	OLS
METPO:1003005	facultatively alkaphilic	A pH growth preference in which an organism can grow at alkaline pH but does not require it.	http://purl.obolibrary.org/obo/OMP_0007771	presence of population growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline...	0.38	LABEL_NOT_IN_DEF	OLS
METPO:1003005	facultatively alkaphilic	A pH growth preference in which an organism can grow at alkaline pH but does not require it.	http://purl.obolibrary.org/obo/OMP_0007947	presence of growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline...	0.39	LABEL_NOT_IN_DEF	OLS
METPO:1003007	facultatively acidophilic	A pH growth preference characterized by optimal growth in acidic environments (pH below 5.5) with th...	http://purl.obolibrary.org/obo/MICRO_0001557	facultative acidophile	Prokaryote specialized with respect to pH, which grows optimally at circumneutral pH values (pH 6-8)...	0.89	LABEL_NOT_IN_DEF	OLS
METPO:1003007	facultatively acidophilic	A pH growth preference characterized by optimal growth in acidic environments (pH below 5.5) with th...	http://purl.obolibrary.org/obo/OMP_0005009	acidophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.51	LABEL_NOT_IN_DEF	OLS
METPO:1003007	facultatively acidophilic	A pH growth preference characterized by optimal growth in acidic environments (pH below 5.5) with th...	http://purl.obolibrary.org/obo/OMP_0005010	neutrophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.39	LABEL_NOT_IN_DEF	OLS
METPO:1003007	facultatively acidophilic	A pH growth preference characterized by optimal growth in acidic environments (pH below 5.5) with th...	http://purl.obolibrary.org/obo/OMP_0007009	increased population growth at acidic pH	An altered population growth phenotype where rate and/or extent of growth of a microbial population ...	0.40	LABEL_NOT_IN_DEF	OLS
METPO:1003007	facultatively acidophilic	A pH growth preference characterized by optimal growth in acidic environments (pH below 5.5) with th...	http://purl.obolibrary.org/obo/OMP_0007945	presence of population growth at acidic pH	A population growth phenotype where a microbial population is able to grow and reproduce at acidic p...	0.39	LABEL_NOT_IN_DEF	OLS
METPO:1003009	alkalotolerant	A pH growth preference in which an organism can tolerate alkaline pH but grows optimally at neutral ...	http://purl.obolibrary.org/obo/OMP_0005009	acidophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.33	LABEL_NOT_IN_DEF	OLS
METPO:1003009	alkalotolerant	A pH growth preference in which an organism can tolerate alkaline pH but grows optimally at neutral ...	http://purl.obolibrary.org/obo/OMP_0005011	alkaliphile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH ...	0.56	LABEL_NOT_IN_DEF	OLS
METPO:1003009	alkalotolerant	A pH growth preference in which an organism can tolerate alkaline pH but grows optimally at neutral ...	http://purl.obolibrary.org/obo/OMP_0007011	increased population growth at alkaline pH	An altered population growth phenotype where rate and/or extent of growth of a microbial population ...	0.21	LABEL_MISMATCH|LABEL_NOT_IN_DEF	OLS
METPO:1003009	alkalotolerant	A pH growth preference in which an organism can tolerate alkaline pH but grows optimally at neutral ...	http://purl.obolibrary.org/obo/OMP_0007771	presence of population growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline...	0.21	LABEL_MISMATCH|LABEL_NOT_IN_DEF	OLS
METPO:1003009	alkalotolerant	A pH growth preference in which an organism can tolerate alkaline pH but grows optimally at neutral ...	http://purl.obolibrary.org/obo/OMP_0007947	presence of growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline...	0.26	LABEL_MISMATCH|LABEL_NOT_IN_DEF	OLS
METPO:1004000	pathogenic to host	A phenotype where a microbe is a pathogen of of some host organism.	http://purl.obolibrary.org/obo/OMP_0000068	virulence phenotype	A microbe-host interaction phenotype related to the ability of a microbe to cause disease in another...	0.27	LABEL_MISMATCH|LABEL_NOT_IN_DEF|SOURCE_TOO_BROAD	OLS
METPO:1004000	pathogenic to host	A phenotype where a microbe is a pathogen of of some host organism.	http://purl.obolibrary.org/obo/OMP_0007284	presence of virulence	A virulence phenotype where a microbe possesses the ability to cause disease in another organism (th...	0.26	LABEL_MISMATCH|LABEL_NOT_IN_DEF	OLS
METPO:1004000	pathogenic to host	A phenotype where a microbe is a pathogen of of some host organism.	http://purl.obolibrary.org/obo/PHIPO_0000332	pathogen colonization of host phenotype	A pathogen host interaction phenotype which affects the pathogen colonization of the body, tissues, ...	0.56	LABEL_NOT_IN_DEF|SOURCE_TOO_BROAD	OLS
METPO:1004000	pathogenic to host	A phenotype where a microbe is a pathogen of of some host organism.	http://purl.obolibrary.org/obo/PHIPO_0001173	pathogen modulation of host process phenotype	A pathogen host interaction phenotype, in which a pathogen effects a change in the structure or proc...	0.51	LABEL_NOT_IN_DEF|SOURCE_TOO_BROAD	OLS
