?entity	?entityType	?synonymPred	?synValue	?lang	?synType	?xref	?src	?prov
<https://w3id.org/metpo/1000608>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"facultative"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000608>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"facultative aerobe"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000609>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"aerotolerant"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000610>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"microaerotolerant"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000611>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"strictly anaerobic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000612>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Ox_facultative_aerobe_anaerobe"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000613>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"General.keywords"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000613>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Physiology and metabolism.culture temp.temperature"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000613>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"range_tmp"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000614>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"psychrophilic"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000614>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"psychrophilic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000615>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"mesophilic"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000615>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"mesophilic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000616>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"thermophilic"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000616>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"thermophilic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000617>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"extreme thermophilic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000617>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"hyperthermophilic"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000618>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"psychrotolerant"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000619>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"thermotolerant"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000620>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"halophilic"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000620>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"halophilic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000621>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"haloalkaliphilic"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000622>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"halotolerant"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000622>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"halotolerant"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000623>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"moderate-halophilic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000623>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"moderately halophilic"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000624>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"non-halophilic"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000624>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"non-halophilic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000625>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"slightly halophilic"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000626>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"stenohaline"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000627>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"euryhaline"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000628>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"extreme-halophilic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000628>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"extremely halophilic"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000629>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"General.keywords"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000629>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Physiology and metabolism.halophily.halophily level"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000629>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"range_salinity"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000631>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"General.keywords"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000631>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Physiology and metabolism.nutrition type.type"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000631>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"nutritional type"	""				
<https://w3id.org/metpo/1000631>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"pathways"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000632>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"TT_autotroph"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000632>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"autotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000632>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"autotrophy"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000634>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"chemoautolithotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000635>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"chemoautotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000636>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"aerobic_chemo_heterotrophy"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000636>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"chemoheterotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000637>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"chemolithoautotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000638>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"chemolithoheterotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000639>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"chemolithotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000640>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"chemoorganoheterotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000641>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"TT_chemotroph"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000641>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"chemotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000642>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"copiotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000644>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"TT_heterotroph"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000644>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"aerobic_heterotrophy"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000644>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"heterotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000644>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"heterotrophic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000647>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"lithoautotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000648>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"lithoheterotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000649>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"TT_lithotroph"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000649>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"lithotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000650>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"methanotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000651>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"TT_methylotroph"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000651>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"methylotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000651>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"methylotrophy"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000652>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"mixotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000654>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"TT_oligotroph"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000654>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"oligotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000655>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"TT_organotroph"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000655>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"organotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000656>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anoxygenic_photoautotrophy"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000656>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anoxygenic_photoautotrophy_hydrogen_oxidation"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000656>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anoxygenic_photoautotrophy_iron_oxidation"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000656>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"anoxygenic_photoautotrophy_sulfur_oxidation"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000656>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"photoautotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000656>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"photoautotrophy"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000657>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"photoheterotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000657>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"photoheterotrophy"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000658>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"photolithotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000659>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"photoorganoheterotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000660>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"TT_phototroph"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000660>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"aerobic_anoxygenic_phototrophy"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000660>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"phototroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000663>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"chemoorganotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000664>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"organoheterotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000665>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"photolithoautotroph"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000666>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"General.keywords"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000666>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Morphology.cell morphology.cell shape"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000666>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"cell_shape"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000667>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"bacillus"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000668>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"coccus"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000668>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"coccus-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000669>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"crescent-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000670>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	" S_curved_spiral"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000670>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"curved-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000671>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"diplococcus-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000672>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"S_star_dumbbell_pleomorphic"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000672>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"dumbbell-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000673>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"ellipsoidal"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000674>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	" S_filament"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000674>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"filament"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000674>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"filament-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000675>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"flask"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000675>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"flask-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000676>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"helical-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000677>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	" S_ovoid"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000677>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"ovoid-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000678>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"oval-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000679>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"S_star_dumbbell_pleomorphic"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000679>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"pleomorphic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000679>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"pleomorphic-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000680>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"ring"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000680>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"ring-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000681>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	" S_rod"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000681>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"rod-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000682>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"spore-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000683>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	" S_sphere"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000683>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"sphere-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000684>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	" S_curved_spiral"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000684>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"spiral"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000684>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"spiral-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000685>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"S_star_dumbbell_pleomorphic"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000685>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"star"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000685>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"star-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000686>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"vibrio"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000686>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"vibrio-shaped"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000687>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"branced"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000688>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"coccobacillus"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000689>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"disc"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000690>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"fusiform"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000691>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"irregular"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000692>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"spindle"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000693>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"spirochete"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000694>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"square"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000695>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"tailed"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000696>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"triangular"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000697>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"General.keywords"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000697>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Morphology.cell morphology.gram stain"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000697>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"gram_stain"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000698>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"G_positive"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000698>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"positive"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000698>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"positive"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000699>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"G_negative"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000699>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000699>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000700>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"variable"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000701>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"General.keywords"	""			<https://bacdive.dsmz.de/>	
