# curie_map:
#   METPO: http://purl.obolibrary.org/obo/METPO_
#   metatraits: https://metatraits.embl.de/traits#
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/
# mapping_set_id: metatraits-metpo-2026-02-03
# mapping_date: 2026-02-03
# mapping_tool: metpo/scripts/create_metatraits_mappings.py
# mapping_provider: https://github.com/berkeleybop/metpo
# license: https://creativecommons.org/publicdomain/zero/1.0/
# comment: Mappings between MetaTraits trait cards and METPO terms (from OWL ontology)
#
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence	comment
metatraits:fermentation-formate	fermentation: formate	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-fructose	fermentation: fructose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-fucose	fermentation: fucose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-fumarate	fermentation: fumarate	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-galactitol	fermentation: galactitol	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-galactose	fermentation: galactose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-gelatin	fermentation: gelatin	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-gentiobiose	fermentation: gentiobiose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-gluconate	fermentation: gluconate	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-glucosamine	fermentation: glucosamine	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-glucose	fermentation: glucose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-glycerol	fermentation: glycerol	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-glycine	fermentation: glycine	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-glycogen	fermentation: glycogen	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-hippurate	fermentation: hippurate	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-histidine	fermentation: histidine	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-indole	fermentation: indole	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-inositol	fermentation: inositol	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-inulin	fermentation: inulin	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-inuline	fermentation: inuline	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-l-arabinose	fermentation: L-arabinose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-l-fructose	fermentation: L-fructose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-l-glutamate	fermentation: L-glutamate	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-l-rhamnose	fermentation: L-rhamnose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-lactate	fermentation: lactate	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-lactose	fermentation: lactose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-lactulose	fermentation: lactulose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-malate	fermentation: malate	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-maleic-acid	fermentation: maleic acid	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-maltose	fermentation: maltose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-maltose-hydrate	fermentation: maltose hydrate	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-mannitol	fermentation: mannitol	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-mannose	fermentation: mannose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-melezitose	fermentation: melezitose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-melibiose	fermentation: melibiose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-myo-inositol	fermentation: myo-inositol	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-n-acetylglucosamine	fermentation: N-acetylglucosamine	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-oxaloacetate	fermentation: oxaloacetate	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-peptone	fermentation: peptone	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-pyruvate	fermentation: pyruvate	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-raffinose	fermentation: raffinose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-rhamnose	fermentation: rhamnose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-ribose	fermentation: ribose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-sorbitol	fermentation: sorbitol	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-sucrose	fermentation: sucrose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:fermentation-xylose	fermentation: xylose	skos:relatedMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	Both reference GO:0006113
metatraits:gram-negative	gram negative	skos:exactMatch	METPO:1000699	gram negative	semapv:LexicalMatching	1.0	Exact normalized label match
metatraits:gram-positive	gram positive	skos:exactMatch	METPO:1000698	gram positive	semapv:LexicalMatching	1.0	Exact normalized label match
metatraits:growth	growth	skos:closeMatch	METPO:2000012	uses for growth	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:growth	growth	skos:closeMatch	METPO:2000038	does not use for growth	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:growth-42-degrees-celsius	growth: 42 degrees Celsius	skos:relatedMatch	METPO:1000613	temperature preference	semapv:MappingChaining	0.85	Both reference OMP:0005002
metatraits:growth-chemoheterotrophy	growth: chemoheterotrophy	skos:relatedMatch	METPO:1000636	chemoheterotrophic	semapv:MappingChaining	0.85	Both reference ECOCORE:00000132
metatraits:growth-photoheterotrophy	growth: photoheterotrophy	skos:relatedMatch	METPO:1000657	photoheterotrophic	semapv:MappingChaining	0.85	Both reference ECOCORE:00000131
metatraits:growth-phototrophy	growth: phototrophy	skos:relatedMatch	METPO:1000656	photoautotrophic	semapv:MappingChaining	0.85	Both reference ECOCORE:00000017
metatraits:hydrolysis	hydrolysis	skos:closeMatch	METPO:2000013	hydrolyzes	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:hydrolysis	hydrolysis	skos:closeMatch	METPO:2000039	does not hydrolyze	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:nitrogen-source	nitrogen source	skos:closeMatch	METPO:2000014	uses as nitrogen source	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:nitrogen-source	nitrogen source	skos:closeMatch	METPO:2000040	does not use as nitrogen source	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:obligate-aerobic	obligate aerobic	skos:closeMatch	METPO:1000606	obligately aerobic	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:obligate-aerobic	obligate aerobic	skos:closeMatch	METPO:1000607	obligately anaerobic	semapv:LexicalMatching	0.889	Fuzzy string similarity: 88.88888888888889%
metatraits:obligate-anaerobic	obligate anaerobic	skos:closeMatch	METPO:1000607	obligately anaerobic	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:obligate-anaerobic	obligate anaerobic	skos:closeMatch	METPO:1000606	obligately aerobic	semapv:LexicalMatching	0.889	Fuzzy string similarity: 88.88888888888889%
metatraits:obligate-anaerobic	obligate anaerobic	skos:relatedMatch	METPO:1000611	strictly anaerobic	semapv:MappingChaining	0.85	Both reference OMP:0000184
metatraits:oxidation	oxidation	skos:closeMatch	METPO:2000016	oxidizes	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:oxidation	oxidation	skos:closeMatch	METPO:2000042	does not oxidize	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:oxygen-preference	oxygen preference	skos:exactMatch	METPO:1000601	oxygen preference	semapv:LexicalMatching	1.0	Exact normalized label match
metatraits:ph-growth	pH growth	skos:relatedMatch	METPO:1003000	pH growth preference	semapv:MappingChaining	0.85	Both reference OMP:0005008
metatraits:ph-maximum	pH maximum	skos:relatedMatch	METPO:1003000	pH growth preference	semapv:MappingChaining	0.85	Both reference OMP:0005008
metatraits:ph-minimum	pH minimum	skos:relatedMatch	METPO:1003000	pH growth preference	semapv:MappingChaining	0.85	Both reference OMP:0005008
metatraits:ph-preference	pH preference	skos:relatedMatch	METPO:1003000	pH growth preference	semapv:MappingChaining	0.85	Both reference OMP:0005008
metatraits:presence-of-motility	presence of motility	skos:relatedMatch	METPO:1000702	motile	semapv:MappingChaining	0.85	Both reference OMP:0000005
metatraits:produces	produces	skos:exactMatch	METPO:2000202	produces	semapv:LexicalMatching	1.0	Exact normalized label match
metatraits:produces	produces	skos:closeMatch	METPO:2000222	does not produce	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:psychrophilic	psychrophilic	skos:exactMatch	METPO:1000614	psychrophilic	semapv:LexicalMatching	1.0	Exact normalized label match
metatraits:psychrophilic	psychrophilic	skos:relatedMatch	METPO:1000720	facultative psychrophilic	semapv:MappingChaining	0.85	Both reference MICRO:0001306
metatraits:reduction	reduction	skos:closeMatch	METPO:2000017	reduces	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:reduction	reduction	skos:closeMatch	METPO:2000044	does not reduce	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:required-for-growth	required for growth	skos:closeMatch	METPO:2000018	requires for growth	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:required-for-growth	required for growth	skos:closeMatch	METPO:2000045	is not required for growth	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:respiration	respiration	skos:exactMatch	METPO:1000800	respiration	semapv:LexicalMatching	1.0	Exact normalized label match
metatraits:respiration	respiration	skos:closeMatch	METPO:2000019	uses for respiration	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:respiration	respiration	skos:closeMatch	METPO:2000046	does not use for respiration	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:respiration-1-sodium-lactate	respiration: 1 % sodium lactate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-2-3-butanediol	respiration: 2,3-butanediol	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-2-deoxyadenosine	respiration: 2-deoxyadenosine	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-2-hydroxybutyrate	respiration: 2-hydroxybutyrate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-2-oxobutanoate	respiration: 2-oxobutanoate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-2-oxogluconate	respiration: 2-oxogluconate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-2-oxoglutarate	respiration: 2-oxoglutarate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-2-oxopentanoate	respiration: 2-oxopentanoate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-3-hydroxybutyrate	respiration: 3-hydroxybutyrate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-3-o-methyl-d-glucose	respiration: 3-O-methyl-D-glucose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-4-hydroxy-l-proline	respiration: 4-hydroxy-L-proline	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-4-hydroxybenzoate	respiration: 4-hydroxybenzoate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-4-hydroxybutyrate	respiration: 4-hydroxybutyrate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-4-hydroxyphenylacetic-acid	respiration: 4-hydroxyphenylacetic acid	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-5-oxoproline	respiration: 5-oxoproline	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-acetate	respiration: acetate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-acetic-acid	respiration: acetic acid	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-acetoacetate	respiration: acetoacetate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-adenosine	respiration: adenosine	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-alpha-cyclodextrin	respiration: alpha-cyclodextrin	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-alpha-d-glucose	respiration: alpha-D-glucose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-alpha-d-glucose-6-phosphate	respiration: alpha-D-glucose 6-phosphate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-alpha-lactose	respiration: alpha-lactose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-amygdalin	respiration: amygdalin	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-arbutin	respiration: arbutin	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-aspartate	respiration: aspartate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-aztreonam	respiration: aztreonam	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-beta-cyclodextrin	respiration: beta-cyclodextrin	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-beta-d-glucose	respiration: beta-d-glucose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-beta-hydroxybutyrate	respiration: beta-hydroxybutyrate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-bromosuccinate	respiration: bromosuccinate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-butyrate	respiration: butyrate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-carnitine	respiration: carnitine	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-cellobiose	respiration: cellobiose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-cis-aconitate	respiration: cis-aconitate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-citrate	respiration: citrate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-citric-acid	respiration: citric acid	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-alanine	respiration: D-alanine	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-arabitol	respiration: D-arabitol	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-aspartate	respiration: D-aspartate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-fructose	respiration: D-fructose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-fructose-6-phosphate	respiration: D-fructose 6-phosphate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-fucose	respiration: D-fucose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-galactonate	respiration: D-galactonate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-galactonic-acid-lactone	respiration: D-galactonic acid lactone	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-galactose	respiration: D-galactose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-galacturonic-acid	respiration: D-galacturonic acid	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-glucarate	respiration: D-glucarate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-gluconate	respiration: D-gluconate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-glucosaminic-acid	respiration: D-glucosaminic acid	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-glucose	respiration: D-glucose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-glucose-6-phosphate	respiration: D-glucose 6-phosphate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-glucuronate	respiration: D-glucuronate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-mannitol	respiration: D-mannitol	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-mannose	respiration: D-mannose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-psicose	respiration: D-psicose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-ribose	respiration: D-ribose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-saccharate	respiration: D-saccharate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-serine	respiration: D-serine	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-sorbitol	respiration: D-sorbitol	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-d-trehalose	respiration: D-trehalose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-dextrin	respiration: dextrin	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-dl-carnitine	respiration: DL-carnitine	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-elemental-sulfur	respiration: elemental sulfur	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-formate	respiration: formate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-galactarate	respiration: galactarate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-gamma-aminobutyric-acid	respiration: gamma-aminobutyric acid	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-gelatin	respiration: gelatin	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-gentiobiose	respiration: gentiobiose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-glucose	respiration: glucose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-glycogen	respiration: glycogen	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-glycyl-l-aspartic-acid	respiration: glycyl L-aspartic acid	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-iron	respiration: iron	skos:relatedMatch	METPO:1000802	Anaerobic respiration	semapv:MappingChaining	0.85	Both reference GO:0009061
metatraits:respiration-l-glutamate	respiration: L-glutamate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-l-proline	respiration: L-proline	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-l-rhamnose	respiration: L-rhamnose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-maltose	respiration: maltose	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-nitrate	respiration: nitrate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-nitrogen	respiration: nitrogen	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-quinic-acid	respiration: (-)-quinic acid	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-r-lactate	respiration: (R)-lactate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-s-lactate	respiration: (S)-lactate	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-tween-40	respiration: tween 40	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:respiration-tween-80	respiration: tween 80	skos:relatedMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	Both reference GO:0045333
metatraits:sporulation	sporulation	skos:exactMatch	METPO:1000870	sporulation	semapv:LexicalMatching	1.0	Exact normalized label match
metatraits:sulfur-source	sulfur source	skos:closeMatch	METPO:2000020	uses as sulfur source	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:sulfur-source	sulfur source	skos:closeMatch	METPO:2000047	does not use as sulfur source	semapv:LexicalMatching	0.95	MetaTraits name matches METPO synonym
metatraits:temperature-growth	temperature growth	skos:relatedMatch	METPO:1000613	temperature preference	semapv:MappingChaining	0.85	Both reference OMP:0005002
metatraits:temperature-maximum	temperature maximum	skos:relatedMatch	METPO:1000613	temperature preference	semapv:MappingChaining	0.85	Both reference OMP:0005002
metatraits:temperature-minimum	temperature minimum	skos:relatedMatch	METPO:1000613	temperature preference	semapv:MappingChaining	0.85	Both reference OMP:0005002
metatraits:temperature-preference	temperature preference	skos:exactMatch	METPO:1000613	temperature preference	semapv:LexicalMatching	1.0	Exact normalized label match
metatraits:thermophilic	thermophilic	skos:exactMatch	METPO:1000616	thermophilic	semapv:LexicalMatching	1.0	Exact normalized label match
metatraits:utilizes	utilizes	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-1-2-butandiol	utilizes: 1,2-butandiol	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-1-2-propandiol	utilizes: 1,2-propandiol	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-2-3-butanediol	utilizes: 2,3-butanediol	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-2-d-fructose	utilizes: (2)-D-fructose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-2-dehydro-d-gluconate	utilizes: 2-dehydro-D-gluconate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-2-hydroxybutyrate	utilizes: 2-hydroxybutyrate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
