# curie_map:
#   METPO: https://w3id.org/metpo/
#   metatraits: https://metatraits.embl.de/traits#
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/
# mapping_set_id: metatraits-metpo-curie-join-2026-02-12
# mapping_date: 2026-02-12
# mapping_tool: metpo/scripts/curie_join_metatraits.py
# mapping_tool_version: 0.2.0
# mapping_provider: https://github.com/berkeleybop/metpo
# license: https://creativecommons.org/publicdomain/zero/1.0/
# comment: CURIE-based join (no fuzzy matching). Composed traits use two-part model: process (METPO) + substrate (CHEBI).
#
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence	subject_source	object_source	comment
metatraits:fermentation-l-fructose	fermentation: L-fructose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: L-fructose (CHEBI:28120)
metatraits:fermentation-l-glutamate	fermentation: L-glutamate	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: L-glutamate (CHEBI:29985)
metatraits:fermentation-l-rhamnose	fermentation: L-rhamnose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: L-rhamnose (CHEBI:62345)
metatraits:fermentation-lactate	fermentation: lactate	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: lactate (CHEBI:24996)
metatraits:fermentation-lactose	fermentation: lactose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: lactose (CHEBI:17716)
metatraits:fermentation-lactulose	fermentation: lactulose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: lactulose (CHEBI:6359)
metatraits:fermentation-malate	fermentation: malate	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: malate (CHEBI:25115)
metatraits:fermentation-maleic-acid	fermentation: maleic acid	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: maleic acid (CHEBI:18300)
metatraits:fermentation-maltose	fermentation: maltose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: maltose (CHEBI:17306)
metatraits:fermentation-maltose-hydrate	fermentation: maltose hydrate	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: maltose hydrate ()
metatraits:fermentation-mannitol	fermentation: mannitol	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: mannitol (CHEBI:29864)
metatraits:fermentation-mannose	fermentation: mannose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: mannose (CHEBI:37684)
metatraits:fermentation-melezitose	fermentation: melezitose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: melezitose (CHEBI:6731)
metatraits:fermentation-melibiose	fermentation: melibiose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: melibiose (CHEBI:28053)
metatraits:fermentation-myo-inositol	fermentation: myo-inositol	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: myo-inositol (CHEBI:17268)
metatraits:fermentation-n-acetylglucosamine	fermentation: N-acetylglucosamine	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: N-acetylglucosamine (CHEBI:59640)
metatraits:fermentation-oxaloacetate	fermentation: oxaloacetate	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: oxaloacetate (CHEBI:16452)
metatraits:fermentation-peptone	fermentation: peptone	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: peptone ()
metatraits:fermentation-pyruvate	fermentation: pyruvate	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: pyruvate (CHEBI:15361)
metatraits:fermentation-raffinose	fermentation: raffinose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: raffinose (CHEBI:16634)
metatraits:fermentation-rhamnose	fermentation: rhamnose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: rhamnose (CHEBI:26546)
metatraits:fermentation-ribose	fermentation: ribose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: ribose (CHEBI:33942)
metatraits:fermentation-sorbitol	fermentation: sorbitol	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: sorbitol (CHEBI:30911)
metatraits:fermentation-sucrose	fermentation: sucrose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: sucrose (CHEBI:17992)
metatraits:fermentation-xylose	fermentation: xylose	skos:closeMatch	METPO:1002005	Fermentation	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0006113 | Substrate: xylose (CHEBI:18222)
metatraits:gram-positive	gram positive	skos:closeMatch	METPO:1000698	gram positive	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: OMP:0000188
metatraits:growth-42-degrees-celsius	growth: 42 degrees Celsius	skos:closeMatch	METPO:1000613	temperature preference	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: OMP:0005002 | Substrate: 42 degrees Celsius ()
metatraits:growth-chemoheterotrophy	growth: chemoheterotrophy	skos:closeMatch	METPO:1000636	chemoheterotrophic	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: ECOCORE:00000132 | Substrate: chemoheterotrophy ()
metatraits:growth-photoheterotrophy	growth: photoheterotrophy	skos:closeMatch	METPO:1000657	photoheterotrophic	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: ECOCORE:00000131 | Substrate: photoheterotrophy ()
metatraits:growth-phototrophy	growth: phototrophy	skos:closeMatch	METPO:1000656	photoautotrophic	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: ECOCORE:00000017 | Substrate: phototrophy ()
metatraits:obligate-anaerobic	obligate anaerobic	skos:closeMatch	METPO:1000611	strictly anaerobic	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: OMP:0000184
metatraits:ph-growth	pH growth	skos:closeMatch	METPO:1003000	pH growth preference	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: OMP:0005008
metatraits:ph-maximum	pH maximum	skos:closeMatch	METPO:1003000	pH growth preference	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: OMP:0005008
metatraits:ph-minimum	pH minimum	skos:closeMatch	METPO:1003000	pH growth preference	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: OMP:0005008
metatraits:ph-preference	pH preference	skos:closeMatch	METPO:1003000	pH growth preference	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: OMP:0005008
metatraits:presence-of-motility	presence of motility	skos:closeMatch	METPO:1000702	motile	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: OMP:0000005
metatraits:psychrophilic	psychrophilic	skos:closeMatch	METPO:1000614	psychrophilic	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: MICRO:0001306
metatraits:psychrophilic	psychrophilic	skos:closeMatch	METPO:1000720	facultative psychrophilic	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: MICRO:0001306
metatraits:respiration	respiration	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: GO:0045333
metatraits:respiration-1-sodium-lactate	respiration: 1 % sodium lactate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 1 % sodium lactate ()
metatraits:respiration-2-3-butanediol	respiration: 2,3-butanediol	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 2,3-butanediol (CHEBI:62064)
metatraits:respiration-2-deoxyadenosine	respiration: 2-deoxyadenosine	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 2-deoxyadenosine (CHEBI:17256)
metatraits:respiration-2-hydroxybutyrate	respiration: 2-hydroxybutyrate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 2-hydroxybutyrate (CHEBI:64552)
metatraits:respiration-2-oxobutanoate	respiration: 2-oxobutanoate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 2-oxobutanoate (CHEBI:16763)
metatraits:respiration-2-oxogluconate	respiration: 2-oxogluconate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 2-oxogluconate ()
metatraits:respiration-2-oxoglutarate	respiration: 2-oxoglutarate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 2-oxoglutarate (CHEBI:30916)
metatraits:respiration-2-oxopentanoate	respiration: 2-oxopentanoate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 2-oxopentanoate (CHEBI:28644)
metatraits:respiration-3-hydroxybutyrate	respiration: 3-hydroxybutyrate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 3-hydroxybutyrate (CHEBI:37054)
metatraits:respiration-3-o-methyl-d-glucose	respiration: 3-O-methyl-D-glucose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 3-O-methyl-D-glucose (CHEBI:73918)
metatraits:respiration-4-hydroxy-l-proline	respiration: 4-hydroxy-L-proline	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 4-hydroxy-L-proline (CHEBI:18240)
metatraits:respiration-4-hydroxybenzoate	respiration: 4-hydroxybenzoate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 4-hydroxybenzoate (CHEBI:17879)
metatraits:respiration-4-hydroxybutyrate	respiration: 4-hydroxybutyrate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 4-hydroxybutyrate (CHEBI:16724)
metatraits:respiration-4-hydroxyphenylacetic-acid	respiration: 4-hydroxyphenylacetic acid	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 4-hydroxyphenylacetic acid (CHEBI:18101)
metatraits:respiration-5-oxoproline	respiration: 5-oxoproline	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: 5-oxoproline (CHEBI:57606)
metatraits:respiration-acetate	respiration: acetate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: acetate (CHEBI:30089)
metatraits:respiration-acetic-acid	respiration: acetic acid	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: acetic acid (CHEBI:16411)
metatraits:respiration-acetoacetate	respiration: acetoacetate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: acetoacetate (CHEBI:13705)
metatraits:respiration-adenosine	respiration: adenosine	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: adenosine (CHEBI:16335)
metatraits:respiration-alpha-cyclodextrin	respiration: alpha-cyclodextrin	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: alpha-cyclodextrin (CHEBI:40585)
metatraits:respiration-alpha-d-glucose	respiration: alpha-D-glucose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: alpha-D-glucose (CHEBI:17925)
metatraits:respiration-alpha-d-glucose-6-phosphate	respiration: alpha-D-glucose 6-phosphate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: alpha-D-glucose 6-phosphate (CHEBI:17665)
metatraits:respiration-alpha-lactose	respiration: alpha-lactose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: alpha-lactose (CHEBI:36219)
metatraits:respiration-amygdalin	respiration: amygdalin	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: amygdalin (CHEBI:27613)
metatraits:respiration-arbutin	respiration: arbutin	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: arbutin (CHEBI:18305)
metatraits:respiration-aspartate	respiration: aspartate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: aspartate (CHEBI:35391)
metatraits:respiration-aztreonam	respiration: aztreonam	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: aztreonam (CHEBI:161680)
metatraits:respiration-beta-cyclodextrin	respiration: beta-cyclodextrin	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: beta-cyclodextrin (CHEBI:495055)
metatraits:respiration-beta-d-glucose	respiration: beta-d-glucose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: beta-d-glucose (CHEBI:15903)
metatraits:respiration-beta-hydroxybutyrate	respiration: beta-hydroxybutyrate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: beta-hydroxybutyrate (CHEBI:8295)
metatraits:respiration-bromosuccinate	respiration: bromosuccinate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: bromosuccinate (CHEBI:73706)
metatraits:respiration-butyrate	respiration: butyrate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: butyrate (CHEBI:17968)
metatraits:respiration-carnitine	respiration: carnitine	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: carnitine (CHEBI:17126)
metatraits:respiration-cellobiose	respiration: cellobiose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: cellobiose (CHEBI:17057)
metatraits:respiration-cis-aconitate	respiration: cis-aconitate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: cis-aconitate (CHEBI:16383)
metatraits:respiration-citrate	respiration: citrate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: citrate (CHEBI:16947)
metatraits:respiration-citric-acid	respiration: citric acid	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: citric acid (CHEBI:53258)
metatraits:respiration-d-alanine	respiration: D-alanine	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-alanine (CHEBI:15570)
metatraits:respiration-d-arabitol	respiration: D-arabitol	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-arabitol (CHEBI:18333)
metatraits:respiration-d-aspartate	respiration: D-aspartate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-aspartate (CHEBI:29990)
metatraits:respiration-d-fructose	respiration: D-fructose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-fructose (CHEBI:15824)
metatraits:respiration-d-fructose-6-phosphate	respiration: D-fructose 6-phosphate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-fructose 6-phosphate (CHEBI:78697)
metatraits:respiration-d-fucose	respiration: D-fucose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-fucose (CHEBI:28847)
metatraits:respiration-d-galactonate	respiration: D-galactonate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-galactonate (CHEBI:12931)
metatraits:respiration-d-galactonic-acid-lactone	respiration: D-galactonic acid lactone	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-galactonic acid lactone (CHEBI:15895)
metatraits:respiration-d-galactose	respiration: D-galactose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-galactose (CHEBI:12936)
metatraits:respiration-d-galacturonic-acid	respiration: D-galacturonic acid	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-galacturonic acid (CHEBI:18024)
metatraits:respiration-d-glucarate	respiration: D-glucarate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-glucarate (CHEBI:30612)
metatraits:respiration-d-gluconate	respiration: D-gluconate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-gluconate (CHEBI:8391)
metatraits:respiration-d-glucosaminic-acid	respiration: D-glucosaminic acid	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-glucosaminic acid (CHEBI:17784)
metatraits:respiration-d-glucose	respiration: D-glucose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-glucose (CHEBI:17634)
metatraits:respiration-d-glucose-6-phosphate	respiration: D-glucose 6-phosphate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-glucose 6-phosphate (CHEBI:14314)
metatraits:respiration-d-glucuronate	respiration: D-glucuronate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-glucuronate (CHEBI:15748)
metatraits:respiration-d-mannitol	respiration: D-mannitol	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-mannitol (CHEBI:16899)
metatraits:respiration-d-mannose	respiration: D-mannose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-mannose (CHEBI:16024)
metatraits:respiration-d-psicose	respiration: D-psicose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-psicose (CHEBI:27605)
metatraits:respiration-d-ribose	respiration: D-ribose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-ribose (CHEBI:16988)
metatraits:respiration-d-saccharate	respiration: D-saccharate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-saccharate (CHEBI:33801)
metatraits:respiration-d-serine	respiration: D-serine	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-serine (CHEBI:16523)
metatraits:respiration-d-sorbitol	respiration: D-sorbitol	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-sorbitol (CHEBI:17924)
metatraits:respiration-d-trehalose	respiration: D-trehalose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: D-trehalose (CHEBI:16551)
metatraits:respiration-dextrin	respiration: dextrin	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: dextrin (CHEBI:23652)
metatraits:respiration-dl-carnitine	respiration: DL-carnitine	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: DL-carnitine (CHEBI:17126)
metatraits:respiration-elemental-sulfur	respiration: elemental sulfur	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: elemental sulfur (CHEBI:33403)
metatraits:respiration-formate	respiration: formate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: formate (CHEBI:15740)
metatraits:respiration-galactarate	respiration: galactarate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: galactarate (CHEBI:16537)
metatraits:respiration-gamma-aminobutyric-acid	respiration: gamma-aminobutyric acid	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: gamma-aminobutyric acid (CHEBI:16865)
metatraits:respiration-gelatin	respiration: gelatin	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: gelatin (CHEBI:5291)
metatraits:respiration-gentiobiose	respiration: gentiobiose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: gentiobiose (CHEBI:28066)
metatraits:respiration-glucose	respiration: glucose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: glucose (CHEBI:17234)
metatraits:respiration-glycogen	respiration: glycogen	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: glycogen (CHEBI:28087)
metatraits:respiration-glycyl-l-aspartic-acid	respiration: glycyl L-aspartic acid	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: glycyl L-aspartic acid (CHEBI:73804)
metatraits:respiration-iron	respiration: iron	skos:closeMatch	METPO:1000802	Anaerobic respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0009061 | Substrate: iron (CHEBI:82663)
metatraits:respiration-l-glutamate	respiration: L-glutamate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: L-glutamate (CHEBI:29985)
metatraits:respiration-l-proline	respiration: L-proline	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: L-proline (CHEBI:17203)
metatraits:respiration-l-rhamnose	respiration: L-rhamnose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: L-rhamnose (CHEBI:62345)
metatraits:respiration-maltose	respiration: maltose	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: maltose (CHEBI:17306)
metatraits:respiration-nitrate	respiration: nitrate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: nitrate (CHEBI:17632)
metatraits:respiration-nitrogen	respiration: nitrogen	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: nitrogen (CHEBI:33267)
metatraits:respiration-quinic-acid	respiration: (-)-quinic acid	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: (-)-quinic acid (CHEBI:17521)
metatraits:respiration-r-lactate	respiration: (R)-lactate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: (R)-lactate (CHEBI:16004)
metatraits:respiration-s-lactate	respiration: (S)-lactate	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: (S)-lactate (CHEBI:16651)
metatraits:respiration-tween-40	respiration: tween 40	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: tween 40 (CHEBI:53423)
metatraits:respiration-tween-80	respiration: tween 80	skos:closeMatch	METPO:1000800	respiration	semapv:MappingChaining	0.85	metatraits	METPO	Process CURIE: GO:0045333 | Substrate: tween 80 (CHEBI:53426)
metatraits:sporulation	sporulation	skos:closeMatch	METPO:1000870	sporulation	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: GO:0043934
metatraits:temperature-growth	temperature growth	skos:closeMatch	METPO:1000613	temperature preference	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: OMP:0005002
metatraits:temperature-maximum	temperature maximum	skos:closeMatch	METPO:1000613	temperature preference	semapv:MappingChaining	0.9	metatraits	METPO	Shared CURIE: OMP:0005002
